AKT1,BRPF1
AKT1,ATM
AKT1,VEGFA
AKT1,RAPGEF3
AKT1,SMAD2
ANKRD49,HIST1H1A
ANKRD49,HIST1H1A
APBB1,APP
APBB1,HIST1H2BB
APBB1,RNF157
APBB1,TRP53
APBB1,HIST1H2BK
APBB1,MAPK8
APBB1,ATM
APBB1,RNF157
APBB1,HIST1H2BK
APBB1,HIST1H2BB
APBB1,ATM
APBB1,TRP53
APBB1,MAPK8
APBB1,APP
APEX1,MSH6
APEX1,PARP1
APEX1,UNG
APEX1,MSH6
APEX1,TRP53
APEX1,PARP1
APEX1,UNG
APEX1,TRP53
ARID1A,SMARCB1
ARID1A,DNMT3A
ARID1A,RUNX1
ARID1A,SMARCD1
ARID1A,CDC5L
ARID1A,SMARCA2
ARID1A,HCFC1
ARID1A,BRD7
ARID1A,SMARCA4
ARID1A,EP400
ARID1A,EP300
ARID1A,SMARCC1
ARID1A,CCND1
ARID1A,SMARCC2
ARID1A,TRP53
ARID1A,BRD7
ARID1A,CDC5L
ARID1A,EP400
ARID1A,SMARCB1
ARID1A,EP300
ARID1A,RUNX1
ARID1A,SMARCC2
ARID1A,TRP53
ARID1A,SMARCA2
ARID1A,SMARCA4
ARID1A,DNMT3A
ARID1A,SMARCC1
ARID1A,HCFC1
ARID1A,SMARCD1
ARID1A,CCND1
ARID5B,PHF2
ARID5B,PHF2
ARNT2,HIF1A
ARNT2,EPAS1
ARNT2,EPAS1
ARNT2,HIF1A
ARNT2,HIF3A
ARNT2,HIF3A
ARNTL,CRY1
ARNTL,PER1
ARNTL,HIF1A
ARNTL,EPAS1
ARNTL,HDAC3
ARNTL,EPAS1
ARNTL,NR1D2
ARNTL,HDAC3
ARNTL,EP300
ARNTL,NR1D1
ARNTL,HIF1A
ARNTL,TIMELESS
ARNTL,NPAS2
ARNTL,CRY1
ARNTL,NFIL3
ARNTL,PER1
ARNTL,SIRT1
ARNTL,NCOR1
ARNTL,NPAS2
ARNTL,TIMELESS
ARNTL,NFIL3
ARNTL,EP300
ARNTL,NCOR1
ARNTL,NR1D1
ARNTL,NR1D2
ARNTL,SIRT1
ASH2L,KAT2B
ASH2L,POLR2E
ASH2L,CTNNB1
ASH2L,SUZ12
ASH2L,PELP1
ASH2L,POLR2I
ASH2L,E2F6
ASH2L,POLR2H
ASH2L,TAF9
ASH2L,RUNX1
ASH2L,POLR2B
ASH2L,RUVBL1
ASH2L,RBBP7
ASH2L,HCFC1
ASH2L,HDAC3
ASH2L,POLR2J
ASH2L,PHF20
ASH2L,TAF6
ASH2L,RARG
ASH2L,POLR2A
ASH2L,POLR2K
ASH2L,ZFPM1
ASH2L,MEN1
ASH2L,EP300
ASH2L,NCOR1
ASH2L,RARA
ASH2L,RBBP4
ASH2L,KAT2B
ASH2L,TAF6
ASH2L,RBBP7
ASH2L,POLR2B
ASH2L,HIST1H2BK
ASH2L,HDAC1
ASH2L,HIST1H2BB
ASH2L,POLR1C
ASH2L,RUVBL2
ASH2L,MEIS1
ASH2L,EZH2
ASH2L,RARA
ASH2L,PELP1
ASH2L,PHF20
ASH2L,RNF2
ASH2L,HDAC3
ASH2L,POLR2A
ASH2L,EP300
ASH2L,RARG
ASH2L,TAF9
ASH2L,TAF1
ASH2L,DIDO1
ASH2L,RUNX1
ASH2L,NCOA3
ASH2L,EED
ASH2L,PAX6
ASH2L,HIST1H2AF
ASH2L,SUZ12
ASH2L,TLE1
ASH2L,NCOA6
ASH2L,RUVBL1
ASH2L,TCF7L2
ASH2L,MEN1
ASH2L,CTBP1
ASH2L,POLR2J
ASH2L,POLR2E
ASH2L,POLR2H
ASH2L,CTNNB1
ASH2L,POLR2K
ASH2L,JUN
ASH2L,ZFPM1
ASH2L,E2F6
ASH2L,HCFC1
ASH2L,HIST1H2AK
ASH2L,POLR2I
ASH2L,TCF7
ASH2L,NCOR1
ASH2L,TLE1
ASH2L,HIST1H2AF
ASH2L,HIST1H2AK
ASH2L,RNF2
ASH2L,CTBP1
ASH2L,EZH2
ASH2L,TCF7
ASH2L,POLR1C
ASH2L,DIDO1
ASH2L,NCOA3
ASH2L,PAX6
ASH2L,HIST1H2BB
ASH2L,TAF1
ASH2L,HDAC1
ASH2L,RBBP4
ASH2L,JUN
ASH2L,EED
ASH2L,RUVBL2
ASH2L,NCOA6
ASH2L,HIST1H2BK
ASH2L,TCF7L2
ASH2L,MEIS1
ASXL1,SUZ12
ASXL1,HDAC2
ASXL1,DNMT3A
ASXL1,CBX8
ASXL1,CBX4
ASXL1,BMI1
ASXL1,RBBP7
ASXL1,HCFC1
ASXL1,RNF2
ASXL1,EZH2
ASXL1,TET2
ASXL1,RBBP4
ASXL1,EED
ASXL1,EZH1
ASXL1,CBX7
ASXL1,CBX6
ASXL1,EED
ASXL1,HDAC2
ASXL1,BMI1
ASXL1,SUZ12
ASXL1,RBBP4
ASXL1,RBBP7
ASXL1,TET2
ASXL1,CBX4
ASXL1,EZH2
ASXL1,DNMT3A
ASXL1,RNF2
ASXL1,CBX7
ASXL1,EZH1
ASXL1,CBX6
ASXL1,HCFC1
ASXL1,PHC1
ASXL1,CBX8
ASXL1,PHC1
ATF1,CREB3
ATF1,CREB3L2
ATF1,XBP1
ATF1,ATF4
ATF1,CREB5
ATF1,ATF3
ATF1,ATF2
ATF1,ATF3
ATF1,CREB5
ATF1,CREB3L2
ATF1,XBP1
ATF1,CREB3
ATF1,ATF4
ATF1,ATF2
ATF2,AKT1
ATF2,MAPK13
ATF2,ATF1
ATF2,ATF3
ATF2,CREB5
ATF2,CREB3L2
ATF2,MAPK3
ATF2,XBP1
ATF2,EP300
ATF2,MAPK11
ATF2,JUND
ATF2,HIST1H2BB
ATF2,HDAC1
ATF2,CREB3
ATF2,GATA3
ATF2,JUN
ATF2,ATF7
ATF2,ATF4
ATF2,HIST1H2BK
ATF2,MAPK8
ATF2,GATA3
ATF2,HIST1H2BK
ATF2,CREB3L2
ATF2,XBP1
ATF2,ATF4
ATF2,EP300
ATF2,ATF7
ATF2,AKT1
ATF2,JUN
ATF2,CREB3
ATF2,HDAC1
ATF2,HIST1H2BB
ATF2,CREB5
ATF2,ATF1
ATF2,ATM
ATF2,JUND
ATF2,MAPK8
ATF2,ATF3
ATF2,MAPK11
ATF2,MAPK13
ATF2,MAPK3
ATF2,ATM
ATF3,KLF6
ATF3,BTG2
ATF3,ATF1
ATF3,DDIT3
ATF3,XBP1
ATF3,ATF4
ATF3,TRP53
ATF3,KLF6
ATF3,JUN
ATF3,ATF2
ATF3,CCND1
ATF3,SMAD3
ATF3,ATF1
ATF3,DDIT3
ATF3,EGR1
ATF3,ATF6
ATF3,MAPK8
ATF3,BTG2
ATF3,ATF6
ATF3,SMAD3
ATF3,XBP1
ATF3,EGR1
ATF3,CCND1
ATF3,JUN
ATF3,TRP53
ATF3,ATF4
ATF3,MAPK8
ATF3,ATF2
ATF4,AKT1
ATF4,HSP90B1
ATF4,ATF1
ATF4,DDIT3
ATF4,ATF3
ATF4,ATF6
ATF4,ASNS
ATF4,CREB5
ATF4,CREB3L2
ATF4,TRIB3
ATF4,MAPK3
ATF4,XBP1
ATF4,FOXO1
ATF4,EP300
ATF4,EDEM1
ATF4,HSPA5
ATF4,CREB3
ATF4,JUN
ATF4,ASNS
ATF4,EDEM1
ATF4,CREB3
ATF4,CREB3L2
ATF4,XBP1
ATF4,HSPA5
ATF4,CREB5
ATF4,FOXO1
ATF4,ATF1
ATF4,DDIT3
ATF4,EP300
ATF4,ATF6
ATF4,MAPK8
ATF4,AKT1
ATF4,SATB2
ATF4,TRIB3
ATF4,ATF3
ATF4,HSP90B1
ATF4,JUN
ATF4,MAPK3
ATF4,ATF2
ATF4,MAPK8
ATF4,ATF2
ATF4,SATB2
ATF5,CREB3L2
ATF5,CREB3L2
ATF6,CALR
ATF6,HSP90B1
ATF6,P4HB
ATF6,DDIT3
ATF6,ATF3
ATF6,EDEM1
ATF6,XBP1
ATF6,HSPA5
ATF6,ATF4
ATF6,CALR
ATF6,DDIT3
ATF6,MAPK8
ATF6,ATF3
ATF6,HSP90B1
ATF6,P4HB
ATF6,XBP1
ATF6,EDEM1
ATF6,HSPA5
ATF6,ATF4
ATF6,MAPK8
ATF7,CREB5
ATF7,CREB5
ATF7,ATF2
ATF7,ATF2
ATM,AKT1
ATM,DNMT1
ATM,MSH6
ATM,TRIM28
ATM,BRCA1
ATM,MDM2
ATM,MYC
ATM,CDKN1A
ATM,DDB1
ATM,XRCC5
ATM,BARD1
ATM,PARP1
ATM,BMI1
ATM,RAD51
ATM,BRCA2
ATM,FOXO3
ATM,TIMELESS
ATM,MCM3
ATM,ERCC8
ATM,XRCC6
ATM,CCNB1
ATM,EYA1
ATM,EZH2
ATM,HDAC4
ATM,HIST1H2BB
ATM,TRRAP
ATM,SIRT1
ATM,TRP53
ATM,HIST1H2BK
ATM,TRP53BP1
ATM,MAPK8
ATM,ATF2
ATM,RIF1
ATM,MCM3
ATM,DNMT1
ATM,DDB1
ATM,HIST1H2BK
ATM,MSH6
ATM,CCNB1
ATM,MYC
ATM,EZH2
ATM,FOXO3
ATM,BARD1
ATM,TRP53
ATM,TRP53BP1
ATM,AKT1
ATM,TRRAP
ATM,XRCC5
ATM,RAD51
ATM,ATF2
ATM,APBB1
ATM,TRIM28
ATM,BMI1
ATM,HIST1H2BB
ATM,EYA1
ATM,XRCC6
ATM,BRCA1
ATM,ERCC8
ATM,BRCA2
ATM,CDKN1A
ATM,TIMELESS
ATM,MDM2
ATM,RIF1
ATM,MAPK8
ATM,HDAC4
ATM,PARP1
ATM,SIRT1
ATM,APBB1
BACH2,MAFK
BACH2,PRDM1
BACH2,MAFK
BACH2,PRDM1
BARD1,MSH6
BARD1,BRCA1
BARD1,CBX8
BARD1,CBX4
BARD1,HIST1H2BK
BARD1,MSH6
BARD1,UBE2C
BARD1,RNF2
BARD1,POLR2A
BARD1,TRP53
BARD1,TRP53BP1
BARD1,RAD51
BARD1,CBX7
BARD1,HIST1H2BB
BARD1,BRCA1
BARD1,BRCA2
BARD1,ATM
BARD1,PHC1
BARD1,CBX8
BARD1,TIMELESS
BARD1,RIF1
BARD1,CBX4
BARD1,RAD51
BARD1,BRCA2
BARD1,POLR2A
BARD1,TIMELESS
BARD1,RNF2
BARD1,UBE2C
BARD1,HIST1H2BB
BARD1,TRP53
BARD1,CBX7
BARD1,HIST1H2BK
BARD1,TRP53BP1
BARD1,RIF1
BARD1,ATM
BARD1,PHC1
BARX1,BMP4
BARX1,BMP4
BAZ1A,CDC5L
BAZ1A,RBBP4
BAZ1A,CDC5L
BAZ1A,SMARCA5
BAZ1A,SMARCA5
BAZ1A,RBBP4
BCL3,RELA
BCL3,JUN
BCL3,NFKB2
BCL3,NFKB2
BCL3,JUN
BCL3,RELA
BCLAF1,CDC5L
BCLAF1,CDC5L
BIN1,MYC
BIN1,TFRC
BIN1,HIP1
BIN1,LDLRAP1
BIN1,MYC
BIN1,APOE
BIN1,LRP2
BIN1,DAB2
BIN1,TFRC
BIN1,LDLRAP1
BIN1,HIP1
BIN1,DAB2
BIN1,LRP2
BIN1,APOE
BMI1,AKT1
BMI1,DNMT1
BMI1,NANOG
BMI1,SUZ12
BMI1,HDAC2
BMI1,E2F6
BMI1,MYC
BMI1,RUNX1
BMI1,CDKN1A
BMI1,POU5F1
BMI1,GLI1
BMI1,CBX8
BMI1,CBX4
BMI1,DNMT1
BMI1,GLI1
BMI1,HDAC2
BMI1,SOX2
BMI1,RBBP4
BMI1,HIST1H2BK
BMI1,MYC
BMI1,EZH2
BMI1,YAF2
BMI1,RNF2
BMI1,EZH1
BMI1,CBX6
BMI1,RUNX1
BMI1,EED
BMI1,TRP53
BMI1,AKT1
BMI1,RYBP
BMI1,POU5F1
BMI1,CTBP1
BMI1,SCMH1
BMI1,HIST1H4K
BMI1,CBX7
BMI1,SALL4
BMI1,ASXL1
BMI1,RBBP7
BMI1,HIST1H2BB
BMI1,ATM
BMI1,CDKN1A
BMI1,PHC1
BMI1,CBX8
BMI1,HIST1H3H
BMI1,NANOG
BMI1,SUZ12
BMI1,CBX4
BMI1,MAPK11
BMI1,E2F6
BMI1,SALL4
BMI1,RBBP7
BMI1,RNF2
BMI1,CTBP1
BMI1,YAF2
BMI1,HIST1H3H
BMI1,EZH2
BMI1,HIST1H4K
BMI1,MAPK11
BMI1,SOX2
BMI1,HIST1H2BB
BMI1,RYBP
BMI1,RBBP4
BMI1,SCMH1
BMI1,EED
BMI1,EZH1
BMI1,TRP53
BMI1,CBX7
BMI1,CBX6
BMI1,ASXL1
BMI1,HIST1H2BK
BMI1,ATM
BMI1,PHC1
BMP4,LAMB1
BMP4,APP
BMP4,KIT
BMP4,CTNNB1
BMP4,NANOG
BMP4,CSF1
BMP4,TBX3
BMP4,HSP90B1
BMP4,ID2
BMP4,BARX1
BMP4,MSX2
BMP4,FGF10
BMP4,FST
BMP4,MYC
BMP4,POU5F1
BMP4,SMAD4
BMP4,DKK1
BMP4,P4HB
BMP4,SMAD7
BMP4,SOX17
BMP4,LAMC1
BMP4,CST3
BMP4,CALU
BMP4,GAS6
BMP4,EOMES
BMP4,FOXA2
BMP4,CKAP4
BMP4,PDIA6
BMP4,FN1
BMP4,GLI2
BMP4,FGF4
BMP4,MEN1
BMP4,SIX1
BMP4,GATA4
BMP4,LAMB2
BMP4,BMPER
BMP4,FGF3
BMP4,SOX2
BMP4,SMAD4
BMP4,MYC
BMP4,APOE
BMP4,FGF10
BMP4,EOMES
BMP4,CKAP4
BMP4,BMPER
BMP4,KIT
BMP4,FST
BMP4,LAMB2
BMP4,ID2
BMP4,SIX1
BMP4,SMAD7
BMP4,POU5F1
BMP4,CALU
BMP4,MEN1
BMP4,NOTUM
BMP4,CST3
BMP4,OTX2
BMP4,APP
BMP4,HSP90B1
BMP4,CTNNB1
BMP4,LAMB1
BMP4,GLI2
BMP4,DKK1
BMP4,SPP1
BMP4,GATA4
BMP4,VEGFA
BMP4,SOX17
BMP4,FN1
BMP4,MSX2
BMP4,GAS6
BMP4,FOXA2
BMP4,PDIA6
BMP4,PRDM1
BMP4,TBX3
BMP4,NANOG
BMP4,PAX6
BMP4,LAMC1
BMP4,BARX1
BMP4,SMAD2
BMP4,FGF4
BMP4,P4HB
BMP4,CSF1
BMP4,PAX6
BMP4,SOX2
BMP4,PRDM1
BMP4,FGF3
BMP4,NOTUM
BMP4,SPP1
BMP4,OTX2
BMP4,VEGFA
BMP4,SMAD2
BMP4,APOE
BMP6,SMAD4
BMP6,BMPER
BMP6,SMAD4
BMP6,BMPER
BRCA1,UHRF1
BRCA1,AKT1
BRCA1,MSH6
BRCA1,CDC20
BRCA1,HIST1H2BK
BRCA1,TOP2A
BRCA1,MSH6
BRCA1,CCNB1
BRCA1,MYC
BRCA1,EZH2
BRCA1,UBE2C
BRCA1,RNF2
BRCA1,POLR2A
BRCA1,BARD1
BRCA1,TRP53
BRCA1,TRP53BP1
BRCA1,AKT1
BRCA1,PIAS1
BRCA1,XRCC5
BRCA1,JUN
BRCA1,RAD51
BRCA1,CBX7
BRCA1,CCND1
BRCA1,HIST1H2BB
BRCA1,UHRF1
BRCA1,CDC20
BRCA1,XRCC6
BRCA1,BRCA2
BRCA1,ATM
BRCA1,PHC1
BRCA1,CBX8
BRCA1,TIMELESS
BRCA1,SUZ12
BRCA1,RIF1
BRCA1,CBX4
BRCA1,PARP1
BRCA1,SUZ12
BRCA1,MYC
BRCA1,CBX8
BRCA1,CBX4
BRCA1,XRCC5
BRCA1,BARD1
BRCA1,PARP1
BRCA1,RAD51
BRCA1,BRCA2
BRCA1,POLR2A
BRCA1,TIMELESS
BRCA1,XRCC6
BRCA1,TOP2A
BRCA1,CCNB1
BRCA1,RNF2
BRCA1,EZH2
BRCA1,UBE2C
BRCA1,CCND1
BRCA1,PIAS1
BRCA1,HIST1H2BB
BRCA1,JUN
BRCA1,TRP53
BRCA1,CBX7
BRCA1,HIST1H2BK
BRCA1,TRP53BP1
BRCA1,RIF1
BRCA1,ATM
BRCA1,PHC1
BRCA2,MSH6
BRCA2,BRCA1
BRCA2,XRCC5
BRCA2,BARD1
BRCA2,PARP1
BRCA2,RAD51
BRCA2,MSH6
BRCA2,BARD1
BRCA2,TRP53
BRCA2,TRP53BP1
BRCA2,XRCC5
BRCA2,RAD51
BRCA2,XRCC6
BRCA2,BRCA1
BRCA2,ATM
BRCA2,RAD54B
BRCA2,PARP1
BRCA2,RAD54B
BRCA2,XRCC6
BRCA2,TRP53
BRCA2,TRP53BP1
BRCA2,ATM
BRD7,SMARCB1
BRD7,HDAC2
BRD7,SMARCD1
BRD7,SMARCA2
BRD7,GTF3C5
BRD7,RBBP7
BRD7,GTF3C5
BRD7,HDAC2
BRD7,RBBP4
BRD7,RBBP7
BRD7,HDAC1
BRD7,GATAD2B
BRD7,CHD4
BRD7,SMARCB1
BRD7,EP300
BRD7,SMARCC2
BRD7,TRP53
BRD7,SMARCA2
BRD7,BRPF1
BRD7,SMARCA4
BRD7,SMARCC1
BRD7,ARID1A
BRD7,PML
BRD7,SMARCD1
BRD7,SMARCA4
BRD7,GATAD2B
BRD7,CHD4
BRD7,EP300
BRD7,PML
BRD7,SMARCC1
BRD7,HDAC1
BRD7,RBBP4
BRD7,SMARCC2
BRD7,TRP53
BRD7,BRPF1
BRD7,ARID1A
BRPF1,AKT1
BRPF1,HDAC2
BRPF1,RBBP7
BRPF1,BRD7
BRPF1,GATAD2B
BRPF1,CHD4
BRPF1,EP300
BRPF1,HIST1H3H
BRPF1,PML
BRPF1,HIST1H4K
BRPF1,HDAC1
BRPF1,RBBP4
BRPF1,TRP53
BRPF1,HDAC2
BRPF1,RBBP4
BRPF1,CHD4
BRPF1,EP300
BRPF1,TRP53
BRPF1,KAT6B
BRPF1,AKT1
BRPF1,HIST1H4K
BRPF1,BRD7
BRPF1,RBBP7
BRPF1,HDAC1
BRPF1,GATAD2B
BRPF1,HIST1H3H
BRPF1,PML
BRPF1,KAT6B
BRWD1,STAT5A
BRWD1,SMARCA4
BRWD1,STAT5B
BRWD1,STAT5A
BRWD1,SMARCA4
BRWD1,STAT5B
BTAF1,CDC5L
BTAF1,DR1
BTAF1,TAF6
BTAF1,TAF6
BTAF1,CDC5L
BTAF1,TBPL1
BTAF1,TAF1
BTAF1,DR1
BTAF1,TAF1
BTAF1,TBPL1
BTG1,CNOT8
BTG1,CNOT7
BTG1,CNOT8
BTG1,CNOT7
BTG2,KLF6
BTG2,CNOT3
BTG2,CNOT8
BTG2,CNOT6
BTG2,CNOT7
BTG2,EGR1
BTG2,CNOT2
BTG2,TRP53
BTG2,CNOT6L
BTG2,KLF6
BTG2,ATF3
BTG2,JUN
BTG2,NR4A1
BTG2,NR4A1
BTG2,ATF3
BTG2,CNOT3
BTG2,EGR1
BTG2,CNOT2
BTG2,JUN
BTG2,TRP53
BTG2,CNOT8
BTG2,CNOT7
BTG2,CNOT6L
BTG2,CNOT6
CBX4,BRCA1
CBX4,SUZ12
CBX4,HDAC2
CBX4,DNMT3A
CBX4,RUNX1
CBX4,CBX8
CBX4,HDAC2
CBX4,BMI1
CBX4,RBBP4
CBX4,RBBP7
CBX4,HIST1H2BK
CBX4,HIST1H2BB
CBX4,EZH2
CBX4,UBE2C
CBX4,RNF2
CBX4,BRCA1
CBX4,EZH1
CBX4,CBX6
CBX4,PHC1
CBX4,CBX8
CBX4,BARD1
CBX4,RUNX1
CBX4,EED
CBX4,SUZ12
CBX4,RYBP
CBX4,CTBP1
CBX4,DNMT3A
CBX4,SCMH1
CBX4,MAPK11
CBX4,CBX7
CBX4,ASXL1
CBX4,BARD1
CBX4,BMI1
CBX4,RBBP7
CBX4,RNF2
CBX4,CTBP1
CBX4,EZH2
CBX4,UBE2C
CBX4,MAPK11
CBX4,HIST1H2BB
CBX4,RYBP
CBX4,RBBP4
CBX4,SCMH1
CBX4,EED
CBX4,EZH1
CBX4,CBX7
CBX4,CBX6
CBX4,ASXL1
CBX4,HIST1H2BK
CBX4,PHC1
CBX6,SUZ12
CBX6,HDAC2
CBX6,RUNX1
CBX6,CBX8
CBX6,CBX4
CBX6,BMI1
CBX6,RBBP7
CBX6,RNF2
CBX6,EZH2
CBX6,MAPK11
CBX6,HIST1H2BB
CBX6,RYBP
CBX6,RBBP4
CBX6,SCMH1
CBX6,EED
CBX6,EZH1
CBX6,CBX7
CBX6,HDAC2
CBX6,BMI1
CBX6,RBBP4
CBX6,RBBP7
CBX6,HIST1H2BK
CBX6,HIST1H2BB
CBX6,EZH2
CBX6,RNF2
CBX6,EZH1
CBX6,PHC1
CBX6,CBX8
CBX6,RUNX1
CBX6,EED
CBX6,SUZ12
CBX6,RYBP
CBX6,CBX4
CBX6,SCMH1
CBX6,MAPK11
CBX6,CBX7
CBX6,ASXL1
CBX6,ASXL1
CBX6,HIST1H2BK
CBX6,PHC1
CBX7,BRCA1
CBX7,SUZ12
CBX7,HDAC2
CBX7,CBX8
CBX7,CBX4
CBX7,BARD1
CBX7,BMI1
CBX7,RBBP7
CBX7,RNF2
CBX7,EZH2
CBX7,UBE2C
CBX7,RYBP
CBX7,RBBP4
CBX7,HMGA1
CBX7,EED
CBX7,EZH1
CBX7,HDAC2
CBX7,BMI1
CBX7,RBBP4
CBX7,RBBP7
CBX7,EZH2
CBX7,UBE2C
CBX7,RNF2
CBX7,BRCA1
CBX7,EZH1
CBX7,CBX6
CBX7,PHC1
CBX7,CBX8
CBX7,BARD1
CBX7,EED
CBX7,SUZ12
CBX7,RYBP
CBX7,CBX4
CBX7,HMGA1
CBX7,ASXL1
CBX7,CBX6
CBX7,ASXL1
CBX7,PHC1
CBX8,BRCA1
CBX8,SUZ12
CBX8,HDAC2
CBX8,RUNX1
CBX8,MLLT1
CBX8,HDAC2
CBX8,BMI1
CBX8,RBBP4
CBX8,RBBP7
CBX8,HIST1H2BK
CBX8,HIST1H2BB
CBX8,EZH2
CBX8,UBE2C
CBX8,YAF2
CBX8,RNF2
CBX8,BRCA1
CBX8,EZH1
CBX8,CBX6
CBX8,PHC1
CBX8,BARD1
CBX8,RUNX1
CBX8,EED
CBX8,SUZ12
CBX8,RYBP
CBX8,CBX4
CBX8,CTBP1
CBX8,MLLT1
CBX8,SCMH1
CBX8,MAPK11
CBX8,JARID2
CBX8,CBX7
CBX8,ASXL1
CBX8,CBX4
CBX8,BARD1
CBX8,BMI1
CBX8,RBBP7
CBX8,RNF2
CBX8,CTBP1
CBX8,YAF2
CBX8,EZH2
CBX8,UBE2C
CBX8,MAPK11
CBX8,HIST1H2BB
CBX8,RYBP
CBX8,RBBP4
CBX8,SCMH1
CBX8,EED
CBX8,EZH1
CBX8,CBX7
CBX8,CBX6
CBX8,ASXL1
CBX8,HIST1H2BK
CBX8,PHC1
CBX8,JARID2
CCND1,MCM7
CCND1,SMARCB1
CCND1,AKT1
CCND1,STAT5A
CCND1,CTNNB1
CCND1,E2F4
CCND1,BRCA1
CCND1,MYBL2
CCND1,HNF4A
CCND1,MDM2
CCND1,DNMT3A
CCND1,RB1
CCND1,MYC
CCND1,RUNX1
CCND1,SMARCD1
CCND1,CDKN1A
CCND1,POU5F1
CCND1,SMAD4
CCND1,SMARCA2
CCND1,GLI1
CCND1,ATF3
CCND1,NOTCH1
CCND1,RBL1
CCND1,ANXA5
CCND1,ILK
CCND1,SMARCA4
CCND1,MYCN
CCND1,E2F2
CCND1,RUNX3
CCND1,MAPK3
CCND1,GLI2
CCND1,FOXO1
CCND1,EP300
CCND1,EGR1
CCND1,CCNB1
CCND1,EZH2
CCND1,SMARCC1
CCND1,RB1
CCND1,GLI1
CCND1,MYCN
CCND1,SOX2
CCND1,MYBL2
CCND1,SMAD4
CCND1,CCNB1
CCND1,MYC
CCND1,EZH2
CCND1,SMARCB1
CCND1,EP300
CCND1,RUNX1
CCND1,SMARCC2
CCND1,TRP53
CCND1,SMARCA2
CCND1,KLF4
CCND1,AKT1
CCND1,IGF2
CCND1,HNF4A
CCND1,POU5F1
CCND1,MCM7
CCND1,SMARCA4
