X,H9_96h_001,H9_96h_002,H9_96h_003,H9_96h_004,H9_96h_005,H9_96h_006,H9_96h_007,H9_96h_008,H9_96h_009,H9_96h_010,H9_96h_011,H9_96h_012,H9_96h_013,H9_96h_014,H9_96h_015,H9_96h_016,H9_96h_017,H9_96h_018,H9_96h_019,H9_96h_020,H9_96h_021,H9_96h_022,H9_96h_023,H9_96h_024,H9_96h_025,H9_96h_026,H9_96h_027,H9_96h_028,H9_96h_029,H9_96h_030,H9_96h_031,H9_96h_032,H9_96h_033,H9_96h_034,H9_96h_035,H9_96h_036,H9_96h_037,H9_96h_038,H9_96h_039,H9_96h_040,H9_96h_041,H9_96h_042,H9_96h_043,H9_96h_044,H9_96h_045,H9_96h_046,H9_96h_047,H9_96h_048,H9_96h_049,H9_96h_050,H9_96h_051,H9_96h_052,H9_96h_053,H9_96h_054,H9_96h_055,H9_96h_056,H9_96h_057,H9_96h_058,H9_96h_059,H9_96h_060,H9_96h_061,H9_96h_062,H9_96h_063,H9_96h_064,H9_96h_065,H9_96h_066,H9_96h_067,H9_96h_068,H9_96h_069,H9_96h_070,H9_96h_071,H9_96h_072,H9_96h_073,H9_96h_074,H9_96h_075,H9_96h_077,H9_96h_078,H9_96h_079,H9_96h_080,H9_96h_081,H9_96h_082,H9_96h_083,H9_96h_084,H9_96h_085,H9_96h_086,H9_96h_087,H9_96h_088,H9_96h_089,H9_96h_090,H9_96h_091,H9_96h_092,H9_96h_093,H9_96h_094,H9_96h_095,H9_96h_096,H9_96h_097,H9_96h_098,H9_96h_099,H9_96h_100,H9_96h_101,H9_96h_102,H9_96h_103,H9_96h_104,H9_96h_105,H9_96h_106,H9_96h_107,H9_96h_108,H9_96h_109,H9_96h_110,H9_96h_111,H9_96h_112,H9_96h_113,H9_96h_114,H9_96h_115,H9_96h_116,H9_96h_117,H9_96h_118,H9_96h_119,H9_96h_120,H9_96h_121,H9_96h_122,H9_96h_123,H9_96h_124,H9_96h_125,H9_96h_126,H9_96h_127,H9_96h_128,H9_96h_129,H9_96h_130,H9_96h_131,H9_96h_132,H9_96h_133,H9_96h_134,H9_96h_135,H9_96h_136,H9_96h_137,H9_96h_138,H9_96h_139,H9_96h_140,H9_96h_141,H9_96h_142,H9_96h_143,H9_96h_144,H9_96h_145,H9_96h_146,H9_96h_147,H9_96h_148,H9_96h_149,H9_96h_150,H9_96h_151,H9_96h_152,H9_96h_153,H9_96h_154,H9_96h_155,H9_96h_156,H9_96h_157,H9_96h_158,H9_96h_159,H9_96h_160,H9_96h_161,H9_96h_162,H9_96h_163,H9_96h_164,H9_96h_165,H9_96h_166,H9_96h_167,H9_96h_168,H9_96h_169,H9_96h_170,H9_96h_171,H9_96h_173,H9_96h_174,H9_96h_175,H9_96h_176,H9_96h_177,H9_96h_178,H9_96h_179,H9_96h_180,H9_96h_182,H9_96h_183,H9_96h_184,H9_96h_185,H9_96h_186,H9_96h_187,H9_96h_188,H9_96h_189,H9_96h_190,H9_96h_192
DNMT3B,7.0109223,7.272409915,4.74903967,9.621337048,9.426676908,8.164043451,1.567067122,6.580840895,7.567398749,5.766586067,8.212664482,4.061813822,8.057051464,2.66228205,2.372854713,6.476706776,8.818887008,5.132916841,8.322740314,0,9.838967893,4.469812514,4.547608137,7.476439947,6.623171463,8.71625824,8.589756547,5.328666438,6.287717703,7.26306884,0.700691405,7.475852128,1.691452258,0,2.808538256,4.886749434,1.191812746,0,7.487807275,8.307830727,5.757771284,7.847442795,2.393674927,7.827698977,4.872033464,4.744295695,8.915877152,4.265184637,8.757632867,0,0,1.546871557,8.078730906,8.091968168,8.294773154,5.560142646,0,0,1.414226192,7.191066588,1.420731477,2.539471304,4.455399011,5.418751572,1.624667042,0,2.264894485,6.328374234,7.56342154,4.048633588,8.551618885,0,4.68256458,0,6.675383197,0,7.942787229,6.681885398,8.644191867,7.387903598,5.671340841,3.938157988,6.908689272,7.16994892,7.15816048,6.925843502,4.894593624,7.252930091,4.284791183,4.823219097,2.057712878,2.127613518,8.658523368,2.691730054,5.457607133,0.794255254,8.939039658,4.515032403,4.137962841,7.823742937,5.901793954,1.925270523,6.170446758,6.328667376,4.798899816,8.204058978,3.673696495,5.356145781,4.717411675,2.514931202,1.989316011,3.370865605,0,2.801781994,8.291956138,5.519366587,7.112022064,0,4.026523372,6.195577285,8.260482802,7.005951845,8.58239404,7.066314647,7.412701212,6.168833793,5.771382769,7.024711177,5.691619185,2.05160565,0,0,4.328897771,0,4.941104011,0,7.62512751,7.695882112,0,5.325713497,7.719849362,5.86284052,0,8.124351791,2.375954295,2.888952455,7.231744254,0,1.977849537,4.259845768,0.97780731,5.68443764,1.124236127,0,0,6.90876153,0,7.007464121,0,7.538875141,1.071219972,7.78806099,0.982225373,6.558126297,1.075003428,7.631743793,7.488328411,0.65989133,0,7.183571467,5.227500746,2.639841333,7.451131968,8.663364132,1.409772813,4.899243649,0,8.084141831,0,7.152296506,1.858634832,0,7.434037357,7.987552227,6.880469943,2.905171848,7.635357029,0
DPF2,3.010880911,0,7.273089732,0,0,0,0,5.776220937,6.072167139,5.675242303,4.022271688,0,3.510160417,5.802873345,7.824647702,0.795699621,0,0,0,7.094796995,5.11670332,0,1.601764191,1.276429416,2.994534125,3.589972713,3.263521548,0,3.244172597,3.807571937,5.637265767,2.525682591,0,5.715304758,4.679398467,7.312598271,5.351072624,1.836524404,2.093950922,7.367190016,5.114162806,0,0,5.810437004,4.562369565,3.408308795,0,0.815187295,4.477700687,0,1.491209169,0,7.526326545,4.645644312,4.961471469,2.638785022,1.694896473,0.983510967,7.314614149,2.511758777,4.281648839,0,4.324456606,1.95648353,3.050623393,0,5.791141552,0.818081649,0,5.646759111,6.109049074,0,4.68256458,7.139604483,0,3.61393569,5.232831782,5.813934976,4.75426018,0,5.110025752,5.20248061,5.094218634,6.20557267,4.911377129,7.090290002,7.339619499,5.489740328,0,5.658172547,3.238076645,6.523379786,0,5.667622643,6.210646739,3.90202114,2.158774936,4.883562579,6.958331351,6.200488368,5.037545742,7.367668644,6.882448299,0,5.932211898,4.723121586,5.902223019,4.135426831,4.172087552,4.241815413,0,2.503988228,3.574955113,0,7.34130946,3.530670838,6.150029633,4.956296461,4.581671286,3.211308939,3.236230958,4.565100545,6.640464989,2.020752049,4.447509499,4.658052488,5.259635875,3.913848844,0,7.045154913,5.58998146,0,4.552554571,8.672924872,7.341395001,5.652632091,5.03210393,7.156066624,0,6.970684475,4.200753344,8.022197982,5.082624553,3.306223693,4.783544341,6.137763295,3.847908789,5.283650088,7.332515447,6.356719274,0,0,0,6.180934581,0,5.326062756,4.48936219,0,0,4.603757968,0,7.753384715,6.593951433,4.273551617,0,0,0,4.906803091,2.039241341,4.703225444,3.932553494,5.914161529,1.148424003,3.403753358,6.107166451,5.130027654,2.779562767,3.306074167,5.081187263,7.243414084,5.205449508,0,0,6.534873187,4.345561298,0,0,0
DPH2,0,0,0,0,0,0,0,0.813778358,0,0,5.015470661,4.413687024,0,5.822418852,0,0,6.832148399,4.374017934,0,0,0,0,4.111126401,1.647812111,6.768595838,0,4.891296379,2.189817761,0,0,0,0,0.22309659,0,0,0,0,6.452420108,2.639382629,0.892247965,0.914667177,0,0,0,7.316413458,0,0,7.939976142,0,0,0,0,0,0,6.410304421,0,0,0,7.013662074,6.265329352,0,0,0,0,0,0,0,0,0,0,8.112686571,0,0,0,7.624194844,0,0,0,6.267530746,0,0.752240374,0,0,5.655375436,5.795720204,0,2.099357859,4.242778174,3.772608202,5.391093682,1.038730625,6.310178469,0,0,5.597118331,0,0,1.536676553,5.525829423,0,2.224742818,0,5.553620797,0,3.784423326,5.13959044,4.153948779,0,6.395600606,0,2.631884789,0,0,0,0,0,4.100730027,0,0,1.616111212,0,0,0,0.819249762,0,5.274928568,0,0,4.97314411,0,0,6.786068433,0,0,0,0,0,0,0,3.683699565,5.950951413,0,6.456469102,0,0,0,0,1.128307092,0,0,1.966581619,3.298578213,6.929688905,0,0,0,0,0,4.775099729,0,0,0,0,0,0,0,0,0,3.906536592,1.213150866,8.295217373,0,0,0,0,0,0,0,0,0,0,0,0,6.451278276,0,0.693008865,1.510371521,3.759709518
DPYSL3,2.179600967,1.260854709,0,5.453175504,0,9.799440032,7.153169522,6.372974164,7.052197857,2.77504263,3.481033434,0,6.849628436,1.335113393,0,6.75098499,7.509860941,0,0,7.747416278,0,7.698398386,0,5.325837286,0,1.073254437,0.967844256,0,9.016790716,0,8.202469691,7.452526007,1.08059512,0,5.650968434,7.963227135,8.771662558,5.664351792,7.529962323,7.551688074,8.195220918,8.201211959,1.274001642,6.497165713,7.330968803,0,0.723354135,1.332881549,6.238046651,1.246035053,3.454419035,4.529885216,9.211021918,3.323604524,0,9.152581149,6.136758059,0,7.332908522,6.770464782,7.314850707,0.849833723,6.233367064,0,5.551513034,0.737130602,9.701298514,2.975912761,0,0.862626069,3.407657542,7.015704722,6.832823207,4.651845391,2.114118625,6.895496495,0.593014507,5.162342087,8.3212386,0,1.610331354,5.651186823,5.117762109,0,0,7.117570965,0,6.054260552,3.894216999,3.816174371,0,6.94439383,4.972003086,1.241973955,7.612087488,7.000151851,0,3.518144376,1.128369026,0,0,6.258296102,4.227711888,8.489823149,5.772750419,3.298505262,2.594675369,6.794359056,0,0,0,0,5.306465418,0,4.297271452,5.519366587,3.854415869,0,6.535761303,5.569041848,6.357692581,1.938843274,0,0,2.739393265,8.974177661,6.347823825,0,0,4.312812279,3.601306456,7.699160292,7.275176348,0,6.022638619,0,3.05658633,2.653259642,5.608023795,1.127635109,7.84063727,9.321218423,0,4.167930444,0,2.071646683,8.263342502,0,6.871506954,6.329833081,0,8.4492952,6.882777602,1.419618769,7.516898986,0,5.629966848,0,5.007978851,0,7.770324828,0,7.816134841,0,1.684124891,8.319020252,0,0,0,5.487496329,4.763423149,6.404666414,0,0,7.530642261,7.566651013,7.253136066,1.387634303,4.372356987,3.633923381,0,0,6.853240184,0,5.278735609,1.391089955,4.645865389,0
DSCC1,0,1.260854709,1.417041203,0,0,0,0,0,7.8641243,0,0,0,0,0,0,0,5.446659907,0,8.164278373,0,0,0,0,0,3.115486579,0,0,0,0,4.860822606,0,4.930852791,2.942880388,0,0,0,0,0,0,0,0,0,7.927965837,0,6.396353682,0.972106882,6.386794342,0,5.829366221,0,0,0.971526491,0,0,0,0,0,0,4.072027831,0,0,2.325232682,0,2.202083936,0,0,0,0,0,0,4.228486031,0,7.810041645,0,0,0,7.14279211,1.073902424,0,0.99778156,7.542831994,0,3.79977312,0,0,2.415616301,5.948973219,1.481934638,0,4.702313642,5.775455727,0,0,0,4.148249269,0,1.726934421,0,0,0,0,0,2.047364562,0,0,0,0,0,0,0,0,0,1.967616123,0,0,5.141989383,0,3.777305435,0,4.902877551,0,3.624793985,0,0,0.960745756,0,4.114614488,5.594991671,2.874871844,0,6.254303458,0,0,1.051980013,0,0,0,0,0,0,0,3.777172909,0,0,0,0,0,0,3.972258371,0,0,2.793379716,1.972793784,2.951263966,0,0,0,0,0,0,0,8.928218893,0,0,0,0,0,7.045178379,0,0,0.842161342,3.819306653,6.820007213,0,0,0,0,0.85459129,0,0,0,0,0,0,3.470587154,0,0,0
DTL,0.912703959,1.92324557,0.875926633,0,1.058108189,1.280446464,0,0,0,5.269585227,0,0,7.89752695,8.532287215,0,0,4.132254225,0,0,7.976722993,0,0,0,0,1.259392791,0,0,6.359776643,0,0,3.539756835,0,7.821528331,0,3.486684087,1.320388186,3.410472693,1.440592886,2.783347901,3.600371719,5.996490961,0,8.808665582,0,6.071784678,0,0.723354135,0,0,6.808936084,0,0,8.398581588,7.421811887,0.715131062,0.904075481,5.773492053,0,6.096752734,8.584928226,6.659263259,9.53645653,4.4965323,8.860801692,0,1.22262814,0,5.703904298,4.551760438,7.319753024,8.066439304,9.45353876,0,0,4.028089134,0,4.640996819,0,0,2.581263204,4.123149404,3.938157988,0,4.754910696,4.350187933,3.138134932,6.24294511,7.435132396,5.247300394,4.702313642,5.396514045,0,1.597252906,6.583199252,6.695163736,5.150013305,9.851492389,0,3.217665343,6.921424525,5.372152276,2.721626658,7.222254826,0,9.09790315,5.532929389,6.259422484,2.004889251,6.798846957,6.786652978,0,5.604653782,0.788938953,8.168444391,4.023979633,7.22992324,1.88473173,1.108078165,0,0,5.65353063,3.624793985,10.23135616,0,4.922948853,5.824737196,8.083541899,4.42419126,6.486960966,0,5.235943747,0,2.457693412,0,7.331190207,0,3.427609061,0,5.675360097,6.554391886,1.061291189,8.589628131,1.211290536,5.285104832,1.261187901,7.126490193,0,6.813601004,1.304235015,6.202230505,6.788556386,0,0.981919647,7.763798114,4.873703682,7.994078138,6.878196609,0,0,6.534568374,0,4.872278894,0,0,4.225555146,0,7.240050582,8.800356646,9.04681503,0,1.37042531,7.999921751,7.500435442,0,1.409772813,1.309785337,0,6.325676904,7.478996817,0,0,0,6.405317815,5.733374248,6.35196556,3.963927949,0,3.350470579
DUSP4,9.568166062,7.087184581,8.416823133,4.199964173,9.776819824,10.06493278,7.445876239,3.441838506,8.793362811,6.941449299,9.341741748,5.39643998,9.556716465,7.131869485,8.84826904,9.457623486,0,7.651434074,5.536381004,9.457591501,3.679254603,9.952135728,0,9.086962472,7.928099073,8.343404304,8.502516538,8.688319222,7.156056473,8.678486702,1.170288536,7.098999573,6.30457642,9.136435428,8.911936384,9.609064725,3.132674823,7.652661871,4.225409871,6.270339596,9.055500661,8.005678289,3.249427838,8.338630369,8.251991083,7.956399095,5.874477332,6.569609828,7.343746574,8.539528485,9.171868976,7.748679187,4.381801255,0.808153465,9.708113754,7.211959219,1.694896473,7.072983361,5.740192954,5.67321917,5.062903216,8.190932861,8.159325165,8.886763039,7.763433202,8.749543498,5.528161284,5.976899077,5.520978759,8.202201488,4.62415371,5.494349939,7.207371893,8.122241659,7.731234606,8.12565802,6.758508347,4.088581576,7.552593038,4.581909081,4.063573523,9.102728956,8.724238299,4.754910696,8.442490649,7.608320114,6.014772454,7.956278669,6.546257278,6.576607926,5.957584343,0,8.213091031,6.920360552,0,8.51482564,4.642049191,7.960715219,6.94450479,7.551879196,8.563103336,2.242076284,6.188534636,1.98884725,7.95952127,4.738728121,6.506041239,7.177396739,5.745236188,6.342820814,5.30802342,6.061942166,0,10.41877975,0,6.252045527,7.82781121,1.77683019,0,1.023424355,7.123654128,6.630787826,8.522157661,8.101643598,5.680793568,4.436630737,7.940233606,7.41879033,7.171723282,7.181977595,0,8.459764442,7.494860593,8.612210682,9.23149576,2.24332163,8.42043589,7.207713808,6.331578931,0,0,5.232861974,6.32060744,3.04876916,6.908622921,8.12827292,4.036414411,1.748539069,9.830360515,1.329487746,2.960935847,0,0,7.154600057,5.68750158,0,7.182644177,0,8.127192941,7.23378539,9.431544178,6.018311824,0,4.98106483,7.914639761,8.277787281,7.524295158,7.762834026,7.450293448,6.725407565,8.747939578,4.704486025,5.845292521,3.405059147,0,7.308506983,8.364525177,6.325676904,7.217578848,7.876335232,4.163143045,5.388240524,5.865664494,2.452687317,7.704532203,0,6.629454055,4.277956705
DYNC1I1,1.467353138,10.09336987,2.117942919,1.089332601,0,3.259249633,0,5.10196929,6.382471611,5.499996232,0,2.950236609,4.086635945,0,5.676826034,0.795699621,0,4.493739073,7.296056472,5.767418443,0,5.49009992,0,7.832071871,2.994534125,3.832899679,4.795228853,8.250745693,0.885598291,5.080974215,4.258007934,7.86550292,1.08059512,6.360596611,0,0.806255155,0.715628071,6.189856252,8.068332078,0,0,8.22093554,1.939838966,4.252209298,7.338191775,0,5.910524426,7.799487286,0,1.90449306,3.866347918,0,0,0,0,0,3.607351937,4.427787241,4.391080963,0,0,1.381054285,8.397830647,3.876315967,6.05682822,3.459806608,0,2.267625821,0,7.513116623,5.741403022,1.544204695,7.32885012,0,6.971705858,0,0.593014507,8.474693571,2.760257015,7.59549547,0,3.521901887,7.749079997,5.009012121,8.207361309,7.014913321,0.864965826,0,6.546257278,0.64979924,7.527234184,4.668576762,2.336664067,7.417252079,4.005258305,0,6.864332754,0.963937892,6.242701946,7.086210652,4.447638399,0,4.7608871,5.059086632,0,7.176253322,5.278132812,0,3.601146858,6.342820814,6.27593904,2.503988228,0,4.947902724,7.058793753,6.226848408,7.331477339,3.510993264,0,0,0,0,6.854183822,4.909319522,7.295925881,0.924514265,2.999198911,1.188603546,6.063674627,7.371763162,2.641732954,0,1.086338358,4.419140819,0,6.467874678,1.150561427,8.918242877,0,0,3.105609085,5.230421838,0,3.419549046,0,6.951949595,8.636543628,6.66976045,8.052649253,3.869694595,0,5.306020667,0,0,0,7.835845871,0,0,0,0,4.834419777,1.03402876,4.965360392,7.38881536,0,0,7.90309147,6.233338625,2.502187989,0,2.876147767,0,1.179756082,7.278870806,0,0,0,0,7.969694035,0,0,1.363095152,0,3.314507625,0.880057668,0,0,4.397276974
DYNC2LI1,0,0,0,0,10.04606885,0,0,0,0,0,0,4.549774949,3.037664554,0,0,0,8.631495428,3.66138539,0,0,7.270072321,0,0,0,0,0,0,7.844795156,5.193625374,0.752167434,0.700691405,7.786862722,0,0,0,0,0,0,1.566325003,0,0,7.391573944,6.585368877,0,0,1.547650534,7.753656426,0,0,0,0,0,0,3.2111147,8.662591398,0,9.077473489,0,5.806079806,7.268549377,0,3.612600752,0,0,0,0,0,0,0,0,0,0,0,8.053776377,0,0,0,0,0,0,5.783145345,6.486368016,7.76407777,0,1.145499215,2.159751485,5.784379077,6.572049901,8.213677218,5.289611353,6.397445676,4.761127595,3.186289051,7.417597725,6.468614927,3.672075752,5.41224845,7.17537159,0,6.907053348,0,6.64191467,6.616748197,5.671762879,5.772750419,6.408883075,7.193299749,3.21526575,0.919019697,0,4.586240828,0,0,0,2.960854766,5.784075489,7.025210888,7.865870565,6.295742043,5.537310879,0,2.737245982,4.33026067,6.755266086,5.64985735,5.206401124,4.458557681,1.188603546,0,1.03460805,0.726919317,0,1.086338358,8.157063783,7.769403201,6.526920019,6.970856813,0,0,1.127635109,1.061291189,0,2.306361423,0,1.261187901,1.048157591,0,0,7.180045311,2.009443391,0,4.791623258,6.093419219,0,0,0,0.950912565,7.663447083,9.230180603,0,1.071219972,7.379742853,0,0,0,6.991973601,6.213344869,6.210922894,7.757475421,6.698188998,0,0,0,0,4.494440671,7.610985063,4.21717848,7.527257541,0,0,6.928673389,8.142229737,7.358539389,1.694735055,0,0,7.321925548,2.777035746
E2F3,6.763857852,7.467144659,0.875926633,8.668856971,7.33239915,3.259249633,0.986599319,3.871899115,8.173647633,3.34836572,6.891850863,0,8.465914128,0,7.393913929,6.300822041,9.681917664,0.923765074,7.46278158,5.396830676,2.127505885,1.393748696,1.601764191,4.526507048,5.826751461,8.342275821,6.459240395,7.554819982,6.303284283,7.362406836,4.86481798,6.421232661,7.522345842,4.596479135,0,0.806255155,7.112815868,6.917463623,7.314942598,7.435134275,4.416710392,4.035177784,7.893959501,1.945241444,1.775821834,9.174980597,3.593027742,6.606736446,7.007668298,3.206536919,4.563192427,0,5.752925689,0.808153465,7.351672348,6.432822484,8.097923914,5.012241811,3.086317334,5.774794349,1.420731477,3.409732837,0,5.154493932,0,0,7.315204405,3.546319279,1.974081059,5.715776553,0.798592403,7.874964599,2.631280517,0,3.271434908,7.775593891,4.404508564,6.65840221,6.58931849,7.859764935,2.144709679,7.011923139,4.369532198,4.887548542,5.663950647,0.900795099,1.401954272,4.373337483,0,5.087424287,0,3.101375313,0,3.938737695,5.17537769,4.160773743,0,3.105177803,0,7.121869123,1.153648773,1.518730038,3.225892657,5.971216672,4.506188731,5.566952713,5.922347323,6.931036817,1.596750918,6.359487938,1.989316011,6.990689028,5.527439541,3.69443721,2.606297329,6.093806046,0,0,0,6.76028434,6.19376455,3.781665589,3.400254298,6.358180787,0,5.170876806,2.169212944,3.785885398,0,2.866184397,5.967618236,0.952942791,6.142563537,0,0,0,0,0,7.495388955,5.854996332,0,0,7.92506296,1.776111919,0,7.561846755,0,0,2.782012161,0,1.55529573,3.685383868,2.554701457,7.252863467,6.81686087,7.196011061,0,7.075687846,0,0,5.041552877,1.03402876,0,0,3.128803063,0,3.239724845,1.1109827,0,0,2.060371003,0,5.485484116,0,0,6.787242314,0,7.178593762,0,6.363283582,0,6.501583403,7.701803257,1.316985358,0,0,2.231944711,1.811076183
E2F4,3.593047168,0,2.117942919,0,1.058108189,0,0,5.651269532,5.470497607,0,0,0,5.208598525,0,0,3.90520269,0.710175398,0,2.579300617,2.35421507,8.349470393,0,0,5.626343355,4.203543403,0,4.522687488,5.296334201,6.3786932,3.493752432,7.127354088,3.933135858,5.281953486,0,2.537195445,0.806255155,0,0,4.895718202,0,3.922402064,0,2.73839094,1.945241444,0,4.116777002,0,0,5.829366221,0,0,2.758193542,0,0,3.319452159,0,0,0,5.869088612,4.965069944,0,0,6.079437672,3.373471669,6.676256329,4.164961252,0,0,0,0,1.309645612,0.712649341,0,5.153764179,1.583785128,1.425735495,0,0.634648989,3.121052852,0.99778156,0,0.922608997,4.408234173,0,1.775873702,5.680647639,4.189605333,0.923427046,0,5.448611554,0,6.023008288,6.393215742,1.241973955,0,4.852943334,2.158774936,1.945563073,1.128369026,4.258171873,0,0.950612889,0,1.304452408,4.422688306,4.364599412,5.481705861,2.959872601,3.716736616,4.838707897,5.195577738,5.330885207,3.387009876,0,0,3.686658164,0,1.108078165,6.219994482,5.630483846,0,5.660913548,0,1.338553545,0,1.88172523,5.802155621,3.48987182,1.180832846,1.03460805,0,0,0,3.261077599,6.583086202,0,6.453191458,4.470112624,6.521774019,5.995600899,4.019272841,0,2.646574371,3.602528525,0,0,4.46308362,0,0,0,0,0,0,0,4.535742709,5.166009924,0,0,1.136935083,6.170880831,0,0,4.053820767,0,0,7.001879522,0,5.065139805,5.138682513,0.730502727,3.596729366,1.456391087,2.552589632,0,6.331521668,6.169809428,0,4.911541594,0,0.776853276,6.716856245,5.088296691,0,0,0.880057668,0,3.596100707,3.227042499
E2F7,0,0,5.914043913,2.730917954,0,0,6.447327956,0,0,0,0,0,0,0,0,2.226383656,1.540031741,0,0.697829302,0,0,0,0,0,0,8.250999559,0,0.918859136,0,0,7.698096593,4.180342793,4.609582094,0,1.138256666,0,0,0,0,6.007843121,0,0,0,0,0,2.538169789,3.139501004,0,0,0,0,0,0,0,0,0,0,0,0,1.592462,0,1.381054285,0,0,0,0,0,0,0,0,0,0,0.72200219,0,0,0,0,0,0,0,0.752240374,1.882298866,0,1.848014302,0,0.900795099,7.118710806,2.67348667,0,3.816174371,0,0,0,4.119574607,0,0.794255254,4.1019574,0,5.764875747,1.093196595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.519366587,0,0,0,0,7.513351892,0,0,1.338553545,4.31660299,0,1.114984292,3.11701685,0,6.559515901,6.725416308,0,0,0,0,0,0,0,0,0,3.569002905,7.60607095,0,5.427393631,0,0,0,0,0,0,0,3.073074543,0,0,6.011756281,0.679663562,0,0,0,1.352936195,0,0,0,0,4.725453396,0,0,6.781794535,0,0,3.158230172,0,1.148424003,0,0,0,0,0,0,0,0,3.763296511,0,0,0,0,0,1.811076183
ECI2,2.43638919,3.605377412,0,0,0,0,0.986599319,6.669432231,0,6.921712759,0,0.805407856,0,0,2.372854713,0,7.788274868,0,7.735754853,0,0,6.149483691,5.346434881,0.775002941,7.520480396,0,0.967844256,5.879957522,2.388920539,0.752167434,1.523988704,8.032120188,7.590693553,0,8.616822669,7.003077119,7.228721861,8.411240353,6.201148945,0,0,4.463801965,0,1.536391881,7.241348976,0,0,0,8.45994775,5.78632248,6.458443659,7.78168773,0.422494119,7.980565659,0,5.912924135,0,6.196481836,6.703770485,8.254086011,7.01153137,0,5.31123678,7.631967524,2.215010499,8.467065625,8.902007602,0,0,6.970260795,0,9.182510141,0.72200219,0,7.393421157,0.643552771,0,1.422115797,7.984033289,7.624938784,8.285407637,7.031806701,5.879920655,6.602908246,5.446178308,4.557315854,7.570579142,7.860011379,7.12606501,6.96614281,6.433092301,7.44744276,7.157818269,6.262464563,6.982843678,4.03719071,7.738374586,0.963937892,4.992722185,7.23474099,4.275854703,7.543851667,0,7.292867861,5.200921862,7.77944964,4.403412521,8.973728597,6.409755307,3.246144635,7.150743836,5.969868433,7.338464714,0,7.310803973,7.040459333,6.203724788,5.156537881,8.297310296,6.76028434,4.647691254,5.395499102,0,5.049129891,5.852471914,6.475869894,2.771807959,6.207917163,7.529243445,7.711927423,8.006398831,0,0,8.791911308,0,0,7.703214636,0,4.856235767,0,1.061291189,6.296666272,7.993308871,3.714255866,0,7.62564508,5.364480037,0,0,6.53207726,6.145714686,5.949729199,5.052156173,7.136847328,0,6.340471505,6.746485219,0,3.559761002,0,5.808911987,6.794573583,7.338182584,0,7.97223496,0,6.509254906,0,0,7.435037533,7.904991256,0,0,0,0,6.534396087,5.898798998,4.46037606,5.449830476,1.946191325,0,0,7.358539389,7.258241585,0,0,3.981000609,3.464166105
EEF1A1,11.95145184,12.80045301,11.83529267,12.07997587,11.40106337,11.86389878,11.82351726,12.228739,12.00152783,11.92109908,12.0883609,11.84590652,12.75037769,11.71278764,12.98624852,12.37909568,12.26871258,11.9488619,12.13881039,12.06936832,10.90541775,12.43022248,12.53070132,11.70107114,12.66965667,12.69401943,12.98199857,11.93498261,12.44235835,12.74902568,12.73435939,12.93877087,12.70158213,11.83856444,12.78668805,12.54111193,12.66049229,13.28960315,12.59795969,12.443384,13.06995139,12.61128084,12.42488165,11.82811993,12.55293041,11.95550599,12.38253488,12.11639573,12.66936646,12.55141616,12.13454637,12.94551627,12.53074131,12.45714002,12.45887534,13.02930434,12.91713763,12.5116082,13.27293314,13.02868321,12.96564706,11.81458115,12.45176965,12.03879874,12.8667391,11.84919439,12.99494613,11.82560193,12.28706895,12.05069591,11.88649443,13.38216499,12.57213072,13.02123373,12.13704119,12.46815675,11.90138077,12.45494206,12.5085115,12.32190298,13.14187846,12.83734348,12.90299089,13.13358376,12.91817218,12.59921794,12.51201219,12.90755884,12.35628939,12.85896201,12.93869239,13.484187,13.01836263,12.82105158,13.0048373,13.14002906,12.78272548,12.99866527,13.43894663,12.72060332,12.97818713,13.28597778,13.09486383,13.19704471,12.73148928,12.78858968,12.94743121,13.15498603,13.02420208,13.12743949,13.63110302,13.15041785,13.10497449,11.38606287,13.01549953,12.91592645,13.10745328,13.07750243,13.07518256,13.03168815,12.46982967,13.19651877,11.8499563,12.98165874,13.18559782,13.67118418,13.02480838,12.88692486,13.31024366,12.80443589,12.99175125,12.7634353,12.3555328,12.37232821,12.98610576,13.93802676,12.25411768,12.9467559,12.84961995,13.23997633,13.24208718,12.87204346,12.47807448,12.56963233,12.44880355,12.85675241,12.58507015,13.38537891,13.06972625,12.86423019,13.09448051,12.88429948,13.23902079,12.62969531,12.63459775,12.60275067,12.47831569,13.41976956,13.04122594,12.71444043,13.0474605,11.73982441,13.35325195,12.74152603,13.09944532,12.85358783,12.53357034,12.23295498,12.78560126,12.68592727,12.13517884,12.04718367,12.52989104,12.32666555,12.76799121,13.13942675,12.77950859,12.28319854,11.98919446,12.25215291,12.6348742,12.33259447,12.10944871,12.69797848,12.03611883,12.38160725,12.29417599,12.64086582
