X,H9_36h_001,H9_36h_002,H9_36h_003,H9_36h_004,H9_36h_005,H9_36h_006,H9_36h_007,H9_36h_008,H9_36h_009,H9_36h_010,H9_36h_011,H9_36h_012,H9_36h_013,H9_36h_014,H9_36h_015,H9_36h_016,H9_36h_017,H9_36h_018,H9_36h_019,H9_36h_020,H9_36h_022,H9_36h_023,H9_36h_024,H9_36h_025,H9_36h_026,H9_36h_027,H9_36h_028,H9_36h_029,H9_36h_030,H9_36h_031,H9_36h_033,H9_36h_034,H9_36h_035,H9_36h_036,H9_36h_037,H9_36h_038,H9_36h_040,H9_36h_041,H9_36h_042,H9_36h_043,H9_36h_044,H9_36h_045,H9_36h_046,H9_36h_047,H9_36h_048,H9_36h_049,H9_36h_050,H9_36h_051,H9_36h_052,H9_36h_053,H9_36h_054,H9_36h_055,H9_36h_056,H9_36h_057,H9_36h_058,H9_36h_059,H9_36h_060,H9_36h_061,H9_36h_062,H9_36h_063,H9_36h_064,H9_36h_065,H9_36h_066,H9_36h_067,H9_36h_068,H9_36h_070,H9_36h_071,H9_36h_072,H9_36h_073,H9_36h_074,H9_36h_075,H9_36h_076,H9_36h_077,H9_36h_078,H9_36h_079,H9_36h_080,H9_36h_081,H9_36h_082,H9_36h_083,H9_36h_084,H9_36h_085,H9_36h_086,H9_36h_087,H9_36h_088,H9_36h_089,H9_36h_090,H9_36h_091,H9_36h_092,H9_36h_093,H9_36h_094,H9_36h_095,H9_36h_096,H9_36h_097,H9_36h_098,H9_36h_099,H9_36h_100,H9_36h_101,H9_36h_102,H9_36h_103,H9_36h_104,H9_36h_105,H9_36h_106,H9_36h_107,H9_36h_108,H9_36h_109,H9_36h_110,H9_36h_111,H9_36h_112,H9_36h_113,H9_36h_114,H9_36h_115,H9_36h_116,H9_36h_117,H9_36h_118,H9_36h_119,H9_36h_120,H9_36h_121,H9_36h_122,H9_36h_123,H9_36h_124,H9_36h_125,H9_36h_126,H9_36h_127,H9_36h_128,H9_36h_129,H9_36h_130,H9_36h_131,H9_36h_132,H9_36h_133,H9_36h_134,H9_36h_135,H9_36h_136,H9_36h_137,H9_36h_138,H9_36h_139,H9_36h_140,H9_36h_141,H9_36h_142,H9_36h_143,H9_36h_144,H9_36h_145,H9_36h_146,H9_36h_147,H9_36h_148,H9_36h_149,H9_36h_150,H9_36h_151,H9_36h_152,H9_36h_153,H9_36h_154,H9_36h_155,H9_36h_156,H9_36h_158,H9_36h_159,H9_36h_160,H9_36h_161,H9_36h_162,H9_36h_163,H9_36h_164,H9_36h_165,H9_36h_166,H9_36h_168,H9_36h_170,H9_36h_171,H9_36h_172,H9_36h_173,H9_36h_174,H9_36h_175,H9_36h_176,H9_36h_177,H9_36h_178,H9_36h_179
E2F3,5.746364029,6.444458494,4.745050908,3.43029189,5.354350345,2.637293109,5.434142858,4.524974382,6.411353563,4.05045234,6.313963136,4.95492779,4.838230257,4.791490373,5.33255605,6.048456175,7.573008312,7.458608532,5.526485751,3.951869424,2.745106454,6.897724164,1.86936028,7.472526611,7.120598007,2.389526063,1.272328542,7.46690728,5.021181306,1.393978999,6.482066463,7.946816078,4.201770582,4.536768654,7.636050581,2.614704073,5.760882053,6.835097833,3.810354043,0.908225662,7.715866935,4.99269983,4.214171178,3.621138954,6.012546823,4.61341451,7.039273004,10.8928303,6.78703574,7.054359691,3.143425429,4.952503199,5.636142701,7.695857928,4.599716222,5.805820636,2.80310842,4.995390909,5.741520521,3.393822648,5.483421419,7.353767728,7.017312613,7.06236384,6.755985538,8.135782744,7.893080196,6.5485126,7.960171126,6.498159832,6.127117535,6.447800995,6.926236231,3.919479594,7.24478654,5.041368895,2.97020732,7.502717676,6.163287968,6.063867376,5.13257633,4.707042064,8.000669634,4.254351919,6.525570315,5.292984375,0.683031866,4.501213525,2.129270013,7.961848587,5.30604363,7.218638539,7.178104371,5.731254761,4.857055537,4.819362992,5.797161605,4.243318419,7.166971111,7.272761369,3.879175555,4.875364395,6.156218239,4.38518726,4.582109691,4.770479961,7.810151653,5.045564608,6.297151318,6.581224876,5.147466968,2.771366399,6.953363794,4.658162869,4.997555413,6.6243869,6.364247256,2.424755932,4.575357795,5.232477417,6.197301724,5.569555105,3.447892126,2.66040745,2.792879196,4.709274088,6.663382505,7.687236873,2.434507047,5.287397465,7.304497089,3.403772248,4.306378026,5.385768873,4.819403409,5.069631937,5.031037844,4.128072607,2.483616501,5.92332715,7.101953994,5.933102647,2.083092729,4.384301145,3.832472942,4.217119132,5.737196041,6.47293722,3.692204107,3.599157068,1.679896083,4.111131921,3.279406804,4.697335734,6.964634266,5.954661935,5.388620568,1.26821506,5.846934911,7.264579261,6.961618517,3.908631053,6.300159006,6.9345924,6.582865447,5.961651267,5.982162658,7.498956461,5.338014322,6.900438001,2.211387368,6.609649994
E2F4,4.328236721,3.414584962,2.079656919,6.762621805,3.274394978,0,4.758099123,0,1.710788855,5.424585344,5.424852882,4.286906196,1.624544671,2.04978596,6.853751203,6.274728932,3.01059522,5.356238956,2.159860635,1.770830497,7.046589395,3.603444113,5.253682034,1.916055082,5.751172199,3.778161888,0,6.584267579,5.566257418,0,4.86416545,0,3.747367742,1.721478846,5.559352664,6.749527434,2.410212942,5.738650168,7.696700937,5.375829547,4.781529961,2.945611205,0.876738044,5.164150475,3.945666958,4.886644183,3.148867394,0,4.93908155,2.356803727,4.964644804,1.493636171,6.60159347,3.585542476,7.344325708,6.482300004,6.079546464,6.275279929,5.827396297,5.928821613,4.170656784,6.246896155,5.530210512,5.864650805,1.702375067,3.150332246,5.212583144,5.210314578,5.564107845,6.292319695,5.389099084,4.334590829,2.168716086,6.499834198,3.509368184,4.883117784,2.615267105,1.73432343,4.599707911,4.337705964,0,4.910994405,4.140171802,4.521894215,5.84517175,7.114156912,7.156734313,5.35623862,5.992939575,5.263707514,5.537546965,4.143221157,1.854139901,0,5.677326424,5.822801629,5.661378911,6.184864036,5.316571154,6.291461567,5.141043532,4.924294566,6.196298206,1.613043778,3.918831768,5.627466807,4.970912062,5.396809072,6.188423704,5.62064882,2.046584312,4.603055726,5.326492412,1.636275045,4.200667907,5.373121525,5.630101759,5.616569347,4.546506136,5.284242275,6.033138758,6.501284845,5.836357375,3.876314637,4.897405671,4.552378166,3.431820725,3.627012659,4.777933864,4.816671901,4.264236314,4.620037824,4.577091081,3.05093042,4.758936816,4.727879205,1.392554162,3.522389836,4.982758589,5.31709672,5.477793126,4.291981529,4.440801565,5.409264918,4.995803583,6.125038896,5.219041995,0,5.652318341,5.636653709,8.020193158,5.336913695,4.364328932,4.843767305,5.281396675,4.549392874,2.238022914,4.084448386,5.999338957,5.42660879,3.684011474,4.894192976,7.076732322,5.764098352,5.324098805,5.682849416,3.973856574,4.086621098,4.220004871,5.072064068,6.49732731,5.243970295
E2F7,0,0,0,3.43029189,7.63524931,0,3.94279843,2.133590257,2.967204185,2.200288402,0,0,3.577501789,3.268468045,1.3994477,1.086714572,4.545560744,6.165732516,1.451202367,0,0,2.238248254,0,0.944582893,0,0,0,0,1.801048041,7.312142588,1.003205973,0,5.349187782,0.82041528,2.509385417,4.678065277,2.755750089,6.193795364,1.001615686,0.908225662,2.3742669,1.88033582,0,3.093640368,0,0,2.25258339,0,0,5.212199555,0,0.932052934,6.361457947,6.84768454,4.079432183,4.59540773,1.832935047,4.303150025,5.24471426,0,3.961554474,2.941289377,5.152761316,4.476527348,1.088943047,2.459971159,4.217244141,0,6.750102829,2.46133876,0,6.734299576,0.906165368,1.122753502,4.114623412,4.266502747,5.559072554,5.300100462,0,0,2.395062372,2.927959264,1.805245902,2.501064594,1.27033929,4.980226643,2.81866702,4.913581798,1.433083379,5.198380433,1.249272059,0,0,0,1.550778516,0,2.379710101,3.634126151,4.681219739,0,3.602065501,3.015762575,0,4.521195084,1.122378412,2.156932835,6.899620446,0.840749311,0,0.819760668,0,5.168531939,1.571489659,2.383287723,3.540724975,1.98527472,0,0,1.599455393,5.985126864,2.161043454,3.712243452,2.955545392,5.877326373,1.824351441,2.15575012,3.726760279,3.783904412,2.986118467,6.004429003,0,0,7.20962535,4.318128971,0.659435242,4.908851508,5.914761198,0,3.550524835,0,5.080253516,1.948550905,5.471764684,4.841177701,0,0,0,0,0.844037481,2.14441288,0,0.892900421,4.87312856,3.721908888,7.065252097,2.243644466,2.238022914,5.481158365,2.931398051,0,2.938700466,4.713288475,7.330255268,5.473528194,2.718094793,5.923924575,5.310096776,0,5.845012527,2.658401154,4.977376797,5.243970295
ECI2,3.110206043,6.137507966,5.65768834,3.969940102,6.24055646,5.090444322,4.895111231,4.356247183,0,0,6.606057045,5.485960247,6.467684282,0,0,0,0,4.992241354,0,5.016253144,6.337380788,5.688405293,6.284615072,0,0,7.855790097,4.60620145,0,7.43000557,0,0,0,1.16541785,4.983521266,0.833736786,7.375249832,4.401844071,6.19585918,7.548562939,5.455241286,0,0,4.705235168,5.756152239,0,7.404538888,0,2.771755238,0,3.84775776,0,3.197220933,1.234933584,5.447701415,3.586355531,2.148362552,0.890799771,3.540646331,1.400913331,3.105806897,0,2.44731022,2.184621999,0,5.446875781,5.336033437,2.432970967,7.91702129,5.547197202,7.032979934,2.753016289,6.089945194,0,0,5.436015613,3.339580225,2.143473165,6.573692416,5.323882106,4.069341113,3.250961101,3.159047468,0,7.002022137,2.571104006,0,5.334788693,4.873168798,6.36410146,4.420197706,5.827239429,6.707251914,3.518717153,5.325241586,0.974438246,6.061131903,5.776507144,0,6.801909513,5.668357374,5.664351792,5.799034809,5.839338479,3.8803364,1.122378412,6.643079772,4.069346451,5.341594618,1.098778343,2.483023485,0,5.139011518,6.655476498,5.073975968,4.538681585,6.480397381,6.164221368,5.928913831,5.606199141,4.88721717,6.603397719,4.287848102,6.640311714,6.323215739,4.676245817,5.548191108,4.525494387,5.421937992,6.980145107,5.540054,0,3.976744401,4.420827118,5.015073263,4.877437329,4.839162418,4.413992394,6.112476912,3.727696111,5.10072312,5.614211294,6.014177332,5.612050361,3.972380367,5.73464573,5.177803125,4.652932621,5.664305754,0.844037481,5.334243417,0,5.105146511,4.414292553,5.860325226,6.307238552,2.216842144,0,5.159722017,6.860094524,4.500906981,0,6.391977032,7.611060349,4.564389769,0,6.725219608,0.506258708,6.408507093,4.624633202,5.965387619,4.463425257,1.847316922
EEF1A1,12.19138429,12.84103986,12.71355035,11.42276427,12.41181527,12.89924268,12.92581722,13.18481335,12.58701466,12.79704826,12.35793998,12.30947838,12.52656357,12.56897401,12.96045819,13.12769816,12.9088483,12.48631209,11.21863828,12.57403465,12.66906662,12.45204168,12.96202305,12.77378795,12.63929794,13.09724993,13.33648369,12.65912211,12.913488,12.83616365,12.50770852,12.6523134,12.69696514,12.61272636,12.91218298,12.72711751,12.75029564,12.67143122,13.09609037,12.86555782,12.96700888,12.64835247,12.97873749,12.49185942,12.80607967,12.67335443,12.95669836,13.75307772,12.50066465,13.16886015,12.64903108,12.9054247,12.58137378,12.39900319,12.78007318,13.05939523,12.70861835,12.38830978,12.87391901,12.62667827,12.354704,12.44588813,12.55328007,12.91093003,12.62464607,12.71580677,12.65074716,12.29746701,12.60890052,12.46713118,12.28366476,12.16857787,12.69608257,11.73636441,12.38508868,12.86921134,12.25233599,12.59822476,12.45520085,12.46708988,13.30542383,12.38546242,12.23816133,12.51979826,12.64791791,11.02204341,12.39525539,12.95956994,12.56930506,12.6102913,12.56132496,12.34696003,12.03731032,12.73191595,12.49415129,12.81361009,12.56530605,12.48193053,12.95833288,12.57642227,12.47091466,12.86417194,12.12952573,12.94211304,12.83534879,12.56254526,12.27445003,13.05302327,12.24108891,12.34749062,10.67016647,13.16590521,12.99126886,13.06340587,13.28412957,12.9734115,12.85045428,13.19097654,12.79400382,13.16504989,13.03409293,13.16329206,13.25742249,13.1866111,12.9905018,13.4981308,12.98687629,12.75025173,13.14726979,13.31397515,12.85931861,12.97832996,13.17568765,13.27468147,13.03795057,13.62207561,13.41944173,13.29850639,13.23407235,13.2253471,13.15833927,13.44420319,13.25674758,13.3759252,12.96668308,13.21226904,13.01052258,12.92565357,13.29015319,13.53474076,13.14482149,13.30469326,12.89320385,13.29958943,12.96885125,13.05165332,12.59903435,13.23605075,12.59488895,12.64003779,13.1196013,13.25563474,11.46940796,13.28632131,12.50151626,12.7625505,12.76219431,12.26819742,13.11365628,13.72854459,13.33144616,13.014995
EGF,5.368527825,3.504434629,5.915694717,8.941388589,4.84134048,0.93642924,3.478388746,3.132112274,6.293369064,6.117910505,7.547366095,1.09111032,1.727976047,1.708836922,4.282463871,6.355165548,4.834406715,7.138215012,3.891436708,5.963990474,2.757329612,1.314577787,7.194086037,3.764844292,3.525085842,2.473423543,0,2.771286178,2.357455294,2.558810103,3.413155141,1.453187043,0,8.408030839,5.532294524,8.518891131,4.416495642,1.084926084,1.363742143,5.55922806,7.360449761,2.546042849,4.345184756,7.286854988,0,7.909073664,4.901121046,6.426137317,3.160044859,2.419288451,7.429615938,0.854482692,2.74978581,3.007749513,5.935958849,6.456447086,2.569806424,6.038005254,6.428944014,2.241320548,7.061233355,1.735919753,5.512948528,3.067489376,4.721598204,1.956546141,6.448967821,4.486987107,5.97112136,7.853991498,6.757507727,6.744656094,5.93186654,7.257457985,6.81579667,3.363754921,6.984950988,3.271621586,5.7041284,6.629371786,0,4.851457068,4.97021612,6.490235749,3.136724504,4.980226643,5.788947919,4.716152909,7.781739314,7.56295277,5.572413106,1.691354506,8.003079177,6.195671651,5.960456663,5.168388584,4.469087415,2.688639838,6.139547313,3.373062533,0,3.732531725,5.952954107,7.497668946,3.124574019,6.99002844,6.135631444,3.667495421,6.434319925,5.149082499,9.280391057,0,5.897830649,3.60718091,3.876158988,0.997346443,6.469955331,5.016125246,5.957853801,7.133459806,5.092402151,3.78449736,5.257706133,5.861566289,3.357689747,3.002825916,7.260044294,4.474675025,1.777990577,0.827550936,2.272513514,4.039533422,1.741624314,3.171354354,1.998495185,5.820083656,3.054207955,3.334769632,5.448782539,1.560839119,5.613095145,1.817145178,5.367929769,3.329321366,5.47876691,6.879588843,4.190831785,2.369514347,7.084870675,7.170382848,2.487090587,5.823938987,4.522127209,4.146700904,6.82834089,6.298764587,2.253102199,5.205969954,4.732144178,6.98831106,4.866910285,2.567390789,5.509797641,3.901635276,4.157989506,1.271189547,5.369981342,2.321212644,6.276943518,4.748649468,6.755527217,5.416959942
EGR1,3.345122524,0,5.189735031,0,0,0,3.94279843,1.42977162,0,0,4.093306467,0.712492225,0,3.993218443,0,0,0,0,0,0,0,0,0,0,3.946419067,0,0,0,1.409520488,0.859184396,4.913082397,0,3.080297832,0,0,5.078944648,3.034311919,4.819961152,0,0,0,0,2.119314851,4.166479871,0,0,3.092665482,0,3.129793115,0,0,7.568805354,2.957640811,0,0,0,5.477819467,0,0,5.287023165,4.170656784,0.801018321,0,0.793422285,5.977164855,0,1.464677314,0,0,0,0,0,2.642550518,0,4.175128255,0,0,0,2.238618401,0,0,0,0,0,0,0,2.211965812,0.873857349,5.724024733,0,0,3.755145832,0,0,6.533924864,5.463378616,0,6.741541438,1.696638022,0,3.258763045,1.009028263,0,0,3.112844055,0,0,0,0,2.668071922,0,3.050402122,0,0,1.552924902,5.708626732,0,2.246464092,3.479158764,3.721095893,4.381434521,3.764587208,0,3.876314637,0,1.844788175,0,3.541667059,0,4.418598653,0,0.796770284,0,0.789726114,1.73025163,3.44842156,0,2.458381321,0.820073744,3.754110333,1.533099097,3.935396749,0,0,0,3.035520367,1.004734433,0,4.009550338,0,0,2.618575368,1.964653193,4.145345796,3.409164419,0,0,5.197133688,5.378494929,1.184621828,2.233888651,0,0,0.959157784,0,0,1.816465459,0,3.152134755,0,0,0
EHMT2,0,5.139996023,2.406742301,0,3.51236254,4.614553487,2.676213192,3.586316104,0,0,4.700229909,5.667134976,0,1.36189336,0,2.95296508,4.309170102,3.994093833,0,5.392748736,0,4.494161845,6.073448222,0,5.54389119,0,4.474609182,0,0.86390819,6.793007412,5.96049807,0,5.162028222,6.263513526,0,0,3.267693923,4.386144961,5.933914016,0,0,0,5.419907751,6.085046661,6.558150215,7.305611303,1.811568029,2.771755238,0,0,5.368085136,3.678506719,0,5.146394158,5.189104931,4.179090443,4.426324448,3.924352334,3.439932343,5.059063921,0,4.540394055,4.876203225,0,4.068717167,4.160493866,3.436920929,4.533896586,1.072206017,2.809352817,2.898964256,3.404379683,2.424999586,5.099773722,1.312616506,0,1.437825421,0,4.360764856,4.236268821,4.945794446,5.886816315,2.345765023,4.194748779,3.620288815,6.126112239,5.498322599,4.447175953,2.608973859,0,1.61951056,2.371396686,0,4.555049261,2.763253445,6.389316996,2.125471659,1.395531289,0.805002672,5.955327926,3.137532006,5.524767346,0,3.025845593,5.533459,5.361219063,5.776428145,1.042583645,4.639852327,3.059603626,0,1.968559445,5.136550003,3.818143318,5.20089304,0,2.472298639,3.692473139,2.603055981,2.826545424,3.159770186,4.813485141,4.835357722,3.339654354,3.108429608,0.89840239,5.189591816,1.274627734,1.530169774,3.798171842,0.703222992,5.297734429,1.36989832,4.419868835,4.411510798,3.44842156,4.798030183,1.999037257,4.6721922,2.864149851,2.597137697,2.193719072,4.305638247,6.078246078,1.979487295,3.786486983,2.95870233,7.790496648,5.404067605,5.394153158,0,4.692106909,5.866363425,5.144350509,4.539404205,2.723313641,3.31063141,3.440386308,4.135143451,4.579824866,3.305912845,2.14875068,2.41205777,4.347352365,4.550391704,0,4.592152748,2.321212644,3.707811911,4.264321084,3.879577314,4.576514591
ELAVL2,0,3.154834925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.629896036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.425085243,1.248293841,0,0,0,0,0,0,0,0,0,3.827540325,0,3.858594939,0,0,0,0,0,0,4.981488249,0,0,0,0,3.520114694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.091431872,0,0,0,0,0,0,0,0,0,0,3.495131413,0,0,0,0,0,0,0,0.59021848,0,0,0,0,0.569755448,0,0,1.429920372,0,0,1.274627734,0,3.64985677,0,0,0,0,0,0,0,0,0,0.760468395,3.699969935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28688186,0,3.803949014,0,0,0,1.42301236,3.169130034,0,0,0,5.05393521
ELK3,0.818446406,4.863516292,3.417001896,4.361775298,0,2.1638491,3.763493678,4.022045134,0,1.136565912,0,0,0,0.836014062,0.863147817,2.458275039,0,1.098818022,0,0,5.859072992,4.39769936,1.86936028,3.981315451,0,2.134839162,0,0,2.930917857,4.522202515,3.590834687,0,5.892880097,6.319927973,0,3.733347961,5.316136688,7.021183053,0,5.720481487,0,3.848801926,0,2.253456019,1.824849267,2.832829041,1.173202925,0,0,5.686463995,0,0,3.189386657,0,2.22358653,4.645742194,2.969680964,1.009380779,4.532895108,3.256990205,2.550839644,4.629623353,3.54079974,0,5.870025581,5.210094959,3.292794489,1.603955596,3.588140207,0,0,3.391255776,3.148367853,5.848794143,0,2.744579153,2.143473165,6.146024369,0.948497855,4.127156494,0,5.03252364,0,5.651733307,3.918560722,5.292984375,5.222287345,0,1.433083379,0,1.908593475,0,2.63939957,0,0.974438246,2.965046667,1.816637766,0,0,4.778966275,0.893099627,4.016881911,5.328327729,3.462091353,3.020644882,4.942657704,3.843879219,2.171220237,2.972765316,1.339266422,5.761060218,3.867179186,2.485839049,4.159384842,3.762533866,2.982805828,3.261992615,3.818456374,0.592227146,0.954194585,5.076371082,3.417574274,0.603870567,4.322473061,5.671927213,3.392867951,5.840488548,3.85638382,5.628299861,0.74806208,2.25363476,1.307087761,0,1.969006766,0.659435242,5.038877426,3.966142219,5.117694232,3.641828472,4.197787826,4.686807299,3.717477063,3.585719151,0.898793437,6.249065892,3.16982018,2.007095836,4.384430458,5.000342721,3.599157068,2.224477008,2.807012493,0.787262911,4.389243032,3.635488185,3.609726314,0,3.773754176,3.747218098,4.579824866,3.598365894,3.00163174,0,1.748648636,3.604079126,3.123990244,1.979123297,4.642997606,4.651522488,4.744570304,4.909275492,3.80701633
ELL2,6.591533389,5.309368494,7.65930974,7.619126767,8.783123138,8.724644891,8.154600573,6.634781153,9.897170227,8.226142892,9.820117734,8.647875548,8.461814628,8.262966648,8.557966655,4.97017491,6.817201176,5.772524379,8.322477793,9.886765562,6.435726534,3.769984307,7.605260879,11.22510957,9.063701155,8.287877854,8.940973138,10.19984146,2.108684047,7.754214754,8.747856893,7.920289901,8.98628173,9.690500748,8.701931429,9.027154771,8.559676906,8.352802076,6.212639335,6.508857743,6.026350829,6.828168406,5.574737734,8.361640496,4.357131992,8.942564674,7.24426069,5.168974827,8.865908364,5.399971712,8.644167311,7.636201356,7.568962949,8.545281554,8.570949311,7.60080449,7.773557347,9.132409583,8.183897128,8.042661992,9.190065057,7.717832586,7.327009888,8.705575159,8.816926281,6.910547012,7.803912746,7.490398629,5.825140753,10.00761253,7.071291587,7.852471987,8.850123736,9.017889056,8.857440024,8.338646831,7.032058833,7.919259967,8.660343237,8.319679645,6.689857714,6.351077416,8.832813924,6.801326815,5.529504024,7.747862896,8.472829074,7.830600237,7.971360257,9.252650437,7.88991324,8.576053843,7.012934133,8.449584686,7.855524809,7.361102994,7.144143936,6.330114048,8.011376758,8.675951056,7.136656897,5.947971243,7.727631508,8.677424985,7.867084277,9.512364358,7.730058663,8.429349092,9.267655215,7.397116523,5.147466968,8.29065362,7.013321975,7.433399044,7.036205535,7.078509319,7.55478564,8.073632109,3.10661361,7.131531928,8.56383756,6.031398929,7.386572318,8.179485448,9.607575059,7.476776822,8.038491431,6.294831313,9.195814049,7.832667109,8.971624018,5.851571149,0,7.038321788,7.435131053,6.472986837,7.056705646,8.232124442,7.946755952,8.525145845,6.492193245,6.986473762,6.577801217,7.383501318,4.741784063,8.406725178,8.501280302,7.707147134,6.821511368,5.506989021,7.57956389,7.318281368,5.597854257,7.48167977,7.823665566,7.802917603,7.858631703,6.892097974,7.758006263,7.924083417,7.781912462,6.935587312,9.45371787,5.204713336,7.844117886,1.599813636,7.366579877,9.402118976,7.826831596,6.464185014,7.606636942,7.938053674
ELMO1,5.112460768,7.273816362,6.423028754,6.216268032,4.930644619,5.052735947,4.377038503,6.477056273,6.692006266,7.680216044,5.050414455,4.764682001,4.784711588,7.707735328,6.758747894,6.839376539,5.814941405,5.937499519,5.681273216,8.37302649,4.156069376,4.178228274,6.611476838,3.703706168,6.327178468,3.946309479,5.535250846,7.189127131,4.325502857,6.624707739,1.003205973,6.03188933,6.239674368,2.2718951,0,6.96594767,7.104647071,4.512734182,2.810123562,4.342568279,6.355873346,4.032595548,3.927490797,3.093640368,6.436365595,7.158234192,8.058576646,2.771755238,5.38562981,2.032720431,6.114509691,3.955940061,7.950788823,5.492471728,6.795921786,4.489694104,5.812463448,5.773244338,3.901672062,5.290182628,8.151759628,7.048596695,6.336204628,7.101940561,7.137201119,4.972181952,7.236024457,7.473940023,6.792551199,5.885056448,4.857413625,6.089945194,4.399398555,4.310481976,7.069078436,6.140854095,5.329997288,7.765583314,6.32345622,7.438896484,4.478971301,6.841692635,4.270217917,5.934687273,4.303541697,6.410275177,4.544564066,6.181894124,3.68948079,4.655500162,4.608335413,6.920050432,7.543899529,7.567093232,6.036650363,5.306342097,5.796943426,3.970640883,5.295043451,7.732237456,4.644381592,3.185936393,5.70187409,3.8803364,7.06559754,4.616220602,7.983469925,6.915553749,7.460312731,4.336046889,10.14459582,5.254459389,5.290112706,5.466847135,5.596511567,3.681185825,6.811804574,4.158121198,7.054943799,5.21310075,4.809921492,4.911686857,3.695452201,7.071151909,6.751437766,5.116698554,7.322933456,6.107521388,7.283850084,5.597673156,5.828712491,7.03560476,3.969097631,3.412591893,5.356342669,5.968624611,6.997008248,7.40605527,6.89344012,6.260221758,5.760673723,3.25888814,5.728842384,6.150254731,8.08251524,4.689185807,6.789677755,2.989748879,8.096493215,6.934232426,7.691472843,7.701349474,5.675301587,6.522110094,4.982227432,6.901433423,2.966323229,5.824971186,2.765520156,6.176234816,2.444879669,6.72833776,5.942810285,5.951850287,4.148942127,4.663575989,2.599593677,5.043526861,6.053938935,6.524904551,5.73577507,5.439248292
ELMOD2,8.918275783,7.588785524,7.981468678,4.361775298,7.999863903,7.201689739,6.801418169,4.022045134,8.788030299,3.826220758,7.21175845,8.839984802,7.080896571,1.36189336,8.695563945,6.576029915,8.852292874,7.952024568,8.376179489,6.416799556,0,8.536583415,8.441910139,0,9.425689989,9.46629949,0,6.043702523,6.900129341,8.717780765,5.465691208,0,7.131486086,1.34017967,0,7.977988498,4.401844071,5.109912651,7.495064739,8.077659212,2.3742669,3.177092181,4.750755774,6.682623358,0,8.618314754,3.092665482,0,6.990125448,4.040785887,0,0.932052934,2.957640811,5.57804827,5.711148829,2.620554741,8.759576887,6.610965438,2.753263212,8.770174946,9.020066191,8.145245841,1.871669199,9.535767739,7.321319989,7.267441671,8.551979209,1.895176523,9.564425891,6.372989873,8.396541294,7.517078777,6.884155021,10.29328497,8.298512966,8.107654363,7.877435857,8.802336273,8.972880441,2.148000206,6.279470775,9.638225723,4.912027897,6.986954831,7.848628579,10.04367255,5.074571922,6.692153736,8.300292529,10.1171826,8.826921278,8.86353977,8.936851667,8.790699649,8.059532306,5.907060289,7.796573768,5.880081179,7.947268907,8.56020548,2.807382465,6.772722237,5.006358701,7.669414751,7.233486345,3.106221994,9.276928395,4.64740747,5.831494623,8.196176817,2.046584312,5.81664205,6.283782207,2.872999116,6.415100147,7.790992541,5.615301469,6.917024651,6.679683473,2.622048833,7.831002563,8.333408412,7.413213686,6.454209781,7.510108016,5.042995572,8.562322215,8.262531366,1.530169774,7.484123924,9.108334391,3.403772248,6.465873633,5.304832755,6.567928723,6.635977914,7.194521033,6.674685793,8.071135127,6.565223539,8.259627356,0,6.663223856,6.599320258,8.333515671,7.525011967,5.501097073,1.409866545,7.080724578,6.91135046,5.936496565,7.370912833,6.95867471,7.903007717,5.752971332,6.482473274,8.632704754,7.114539505,7.517933521,6.097421517,6.953880558,7.32287917,3.269730166,7.036680186,7.878733807,4.752137726,7.853985654,7.097144244,5.970975585,6.22163685,7.366129133,6.522630591
ELOVL2,3.232440492,0,0,0,0,6.515830564,1.484010882,2.133590257,0,0,0,0,2.958138704,0.836014062,0.863147817,1.699461134,0,0,2.159860635,0,0,0,0,6.441563805,0,0,0,0,0,0,2.812846523,0,0,1.34017967,0,0,7.011532805,0,1.001615686,0,5.59773556,0,0,0,0,0,1.173202925,0,1.513393342,1.021895868,0,0.932052934,0,1.248293841,1.152839073,0,3.377990088,2.474750382,1.400913331,0.964284825,1.778156451,0,0,0.793422285,0,5.253307551,0,3.798927236,0,0,0.780441421,0,0,3.208416361,3.195589992,0,0,2.166988965,0,0,0,0,0.873127371,0,3.444306635,6.94553302,0.683031866,0,0,0,2.847488879,0,0,3.019280577,0.974438246,4.421258314,0.880383289,0,2.454937627,0,3.960859473,0,6.093929892,6.149845114,0,5.544345526,3.050798515,0,0,0.819760668,0,6.442217863,0,0,3.655888013,4.068959896,4.945935772,0,2.186819284,5.266783067,0,2.546640027,4.861388644,0,3.243606966,2.628541278,0,3.925395464,0,1.89458149,0,6.251628007,2.093241978,5.59599606,2.882468206,0,5.351312218,1.699551055,0,0,0.70607181,0,0,5.942876183,0,2.070299482,5.737196041,0.870710263,2.314793286,1.830778373,0,5.639336809,1.667842856,0,5.545685068,0.698354693,0,2.624098683,0,4.979701295,0,5.181801976,0,0,0,0,0.506258708,6.107643054,0.550014103,0,0,2.213386186
