X,H9_36h_001,H9_36h_002,H9_36h_003,H9_36h_004,H9_36h_005,H9_36h_006,H9_36h_007,H9_36h_008,H9_36h_009,H9_36h_010,H9_36h_011,H9_36h_012,H9_36h_013,H9_36h_014,H9_36h_015,H9_36h_016,H9_36h_017,H9_36h_018,H9_36h_019,H9_36h_020,H9_36h_022,H9_36h_023,H9_36h_024,H9_36h_025,H9_36h_026,H9_36h_027,H9_36h_028,H9_36h_029,H9_36h_030,H9_36h_031,H9_36h_033,H9_36h_034,H9_36h_035,H9_36h_036,H9_36h_037,H9_36h_038,H9_36h_040,H9_36h_041,H9_36h_042,H9_36h_043,H9_36h_044,H9_36h_045,H9_36h_046,H9_36h_047,H9_36h_048,H9_36h_049,H9_36h_050,H9_36h_051,H9_36h_052,H9_36h_053,H9_36h_054,H9_36h_055,H9_36h_056,H9_36h_057,H9_36h_058,H9_36h_059,H9_36h_060,H9_36h_061,H9_36h_062,H9_36h_063,H9_36h_064,H9_36h_065,H9_36h_066,H9_36h_067,H9_36h_068,H9_36h_070,H9_36h_071,H9_36h_072,H9_36h_073,H9_36h_074,H9_36h_075,H9_36h_076,H9_36h_077,H9_36h_078,H9_36h_079,H9_36h_080,H9_36h_081,H9_36h_082,H9_36h_083,H9_36h_084,H9_36h_085,H9_36h_086,H9_36h_087,H9_36h_088,H9_36h_089,H9_36h_090,H9_36h_091,H9_36h_092,H9_36h_093,H9_36h_094,H9_36h_095,H9_36h_096,H9_36h_097,H9_36h_098,H9_36h_099,H9_36h_100,H9_36h_101,H9_36h_102,H9_36h_103,H9_36h_104,H9_36h_105,H9_36h_106,H9_36h_107,H9_36h_108,H9_36h_109,H9_36h_110,H9_36h_111,H9_36h_112,H9_36h_113,H9_36h_114,H9_36h_115,H9_36h_116,H9_36h_117,H9_36h_118,H9_36h_119,H9_36h_120,H9_36h_121,H9_36h_122,H9_36h_123,H9_36h_124,H9_36h_125,H9_36h_126,H9_36h_127,H9_36h_128,H9_36h_129,H9_36h_130,H9_36h_131,H9_36h_132,H9_36h_133,H9_36h_134,H9_36h_135,H9_36h_136,H9_36h_137,H9_36h_138,H9_36h_139,H9_36h_140,H9_36h_141,H9_36h_142,H9_36h_143,H9_36h_144,H9_36h_145,H9_36h_146,H9_36h_147,H9_36h_148,H9_36h_149,H9_36h_150,H9_36h_151,H9_36h_152,H9_36h_153,H9_36h_154,H9_36h_155,H9_36h_156,H9_36h_158,H9_36h_159,H9_36h_160,H9_36h_161,H9_36h_162,H9_36h_163,H9_36h_164,H9_36h_165,H9_36h_166,H9_36h_168,H9_36h_170,H9_36h_171,H9_36h_172,H9_36h_173,H9_36h_174,H9_36h_175,H9_36h_176,H9_36h_177,H9_36h_178,H9_36h_179
CCNA2,7.061507992,7.385964492,7.502718569,0,7.506803755,6.979637116,8.118763135,7.552416733,7.327465039,9.090575753,8.515798949,2.068038528,8.468300383,9.590259973,7.838908087,7.782335804,8.30273568,8.561968361,9.012779234,6.752233803,6.697963672,6.278043186,6.18166162,1.583618198,8.493821935,4.373216069,8.387485873,2.13038899,5.474101593,0,7.110695054,6.766641159,5.871292257,7.198455117,4.052342426,7.695224908,6.203073636,8.289947988,5.622576952,6.45364616,2.3742669,2.669755859,6.271084115,6.10867628,8.13413254,9.530358265,5.966092023,0,6.630824151,7.076890931,8.423498406,6.709010959,7.017341128,5.380688887,8.64349928,7.23485888,6.792250409,9.233632293,7.784737711,7.09930437,7.863160886,6.005213864,8.959155236,7.852520177,8.057056091,8.771346569,6.824537543,8.16521957,9.01440437,9.586026224,7.690756094,7.702491114,7.341418649,8.271990529,7.87002661,7.350373764,6.960609441,6.544495495,6.937902029,7.248122884,6.985415656,7.420119511,6.754186008,4.050313667,7.890314115,3.509936183,7.757544403,7.536267706,8.036990667,5.735143888,8.397278412,7.168531303,5.451579082,8.092992858,8.554214921,5.463378616,7.154739516,6.049503729,7.633710941,8.447788396,8.210167585,8.419893616,8.005015352,7.638243735,8.322325087,7.149132492,8.120159196,8.446427503,6.120207606,8.332473086,4.162600144,7.701410435,9.036112206,9.10613544,8.335265062,8.375368614,8.432019306,7.731720986,7.58090984,8.171149783,7.289041908,9.168214483,7.171892677,8.093309658,8.238667323,7.603509985,9.20362886,7.408759276,8.263668216,7.128431496,8.706086295,7.860616808,7.098628646,6.845553551,7.502606242,8.307175157,7.752631639,6.472963867,7.688535532,7.3912445,7.176069315,5.927690335,7.347292364,7.269459216,8.276692386,6.649498709,7.945993971,7.450103036,7.295205515,5.702110643,8.056478015,7.34871037,8.136389831,7.943138793,9.137213488,8.819841595,8.558635897,8.371774448,7.697041879,7.928538036,7.161928404,7.75321934,5.837698081,8.204510712,8.4759664,8.128760283,9.049128591,7.947943678,8.271722887,8.486118726,7.549059,8.956560543
CCNB2,7.326945924,7.163216307,7.035165977,6.308164176,8.117700348,8.048173102,7.533084081,7.941275802,7.746174187,5.64793031,7.027294587,8.209688067,7.15077836,8.484724875,9.0300561,7.244148303,7.86275804,5.579344609,1.451202367,6.332933686,0,7.683016353,8.69001698,6.442791089,6.990340488,7.435778516,7.962446158,6.727224842,6.849220037,7.080146643,7.282488013,6.620510177,0,5.209374179,7.17933613,7.995477648,7.301930622,5.949043398,8.382598244,7.497699093,0,8.466102505,7.656013859,7.803007395,1.824849267,9.443261274,3.464791622,4.20852888,7.718315176,8.603033904,7.784068711,7.461413122,7.765487133,8.004850691,5.986388729,8.264052985,6.818910482,5.949133666,8.028176246,6.90553154,5.026286128,7.605466652,6.956928184,7.038987109,7.538054996,6.783651633,7.735265497,5.385262703,7.1733672,6.828858578,7.265481915,5.871078399,7.26641267,8.105310936,7.11898474,7.317539072,5.966439601,7.725296021,7.753538845,6.004330101,6.499207569,7.24522519,5.572017367,7.074942433,7.5002708,8.295930293,6.432574364,8.049414464,7.201746105,4.027448772,7.781164362,9.131242247,7.503507293,7.500324099,7.779699862,6.623348864,7.290570904,8.257245134,7.323147302,6.766232266,5.930768944,5.718096045,7.767884941,6.878660422,8.126052435,6.662918412,7.545435368,7.934409595,4.642492708,7.230712802,8.925840395,7.978944469,7.334484609,7.304623421,6.846903491,8.606055154,5.12378231,7.765511451,7.124816374,6.247923994,8.089274932,7.417106981,6.481622586,8.447985892,8.921031356,7.524879736,8.104134383,6.330636802,7.385098333,7.009371497,6.00992799,7.086497355,7.628192452,7.253414663,6.399903291,8.47891221,8.540751622,7.527040513,7.849554415,7.664994139,7.563342293,7.478431215,7.518342099,8.062049143,6.550303017,8.564199578,7.616735372,8.426369787,7.88471851,6.863726663,8.182220846,7.302078755,6.691218679,7.651821491,8.169401841,8.482930074,7.897200709,7.276223317,7.864169112,7.299974311,6.883210979,7.873829724,6.377197624,8.143822544,8.391466896,6.805947702,7.722336364,8.174034409,6.529673759,8.34816236,7.638535461,6.881709429
CCND1,6.053982146,6.32354828,4.801791042,6.626446356,6.137650095,4.664916091,5.463821166,2.79267678,5.036835907,8.430409834,5.816083657,7.245241229,5.342893131,8.033782108,5.886286837,6.558934098,5.551002099,4.504241422,7.929614552,7.720331817,7.421860738,5.557843632,5.411925022,4.476805771,5.782998321,5.322167505,0.772101523,0,6.141034592,6.339580464,5.913188919,5.893286491,5.392949189,2.669344229,3.671549253,6.357105278,3.267693923,5.76474433,6.378230128,4.068777988,5.755060902,6.394545556,4.214171178,2.733865347,6.173838962,6.438721742,1.811568029,10.76653182,5.823856783,5.597141964,5.992985191,6.354223467,6.89205515,6.541722512,3.853857263,7.431808187,7.03164847,2.923112052,7.065053671,7.156976144,5.701199639,4.395263267,6.320127295,5.668562705,6.14741345,7.685247051,6.44693189,6.50392223,6.463743561,6.411694148,7.652673774,0,3.407982809,3.381418421,5.766091123,4.937819746,6.18553216,6.958186285,7.226233593,6.490564108,6.499207569,3.689142175,5.440057968,4.521894215,5.263892492,5.767858912,5.84077672,5.929413182,2.392476813,7.328894966,3.743615148,6.38625786,2.63939957,4.879241486,4.757644749,6.922240883,6.774411461,5.938794006,5.756158144,6.668605254,4.954626254,4.77382803,5.871875005,5.422442223,5.903488494,5.798635992,5.482463807,6.189882245,5.860134181,6.551407161,7.221736879,5.85346027,6.366568112,5.856308117,5.626191787,5.694955352,6.63026123,4.627577654,4.92785809,6.522578004,5.292642007,4.788422473,5.624695476,5.367930815,4.676245817,3.889863948,6.169689025,5.97136711,3.951978122,6.723127508,4.707387861,5.324522975,6.296322411,2.771879225,5.909421481,5.680610514,4.039278133,6.246660612,4.275894271,3.597489286,5.900048651,5.408306386,5.9357169,5.349339651,5.211722137,6.918746287,4.468456641,5.489087984,5.376721138,5.967634697,5.919085356,6.632537416,5.163428842,6.029019923,6.285155371,6.242571714,5.430676051,3.310536051,5.61637455,6.754021563,5.425135046,4.41455873,0,4.313499235,6.439043041,6.542904698,5.54903646,4.086621098,5.065529254,5.283638718,4.909275492,5.961622524
CCNE2,7.225345597,0.929668511,3.006299042,0,1.527405199,8.303956398,6.076780776,0,7.426497099,2.534630078,0,6.680078839,7.727184278,0.842345279,0,5.393468398,7.204427986,5.574513284,2.637011729,2.54225975,8.373663829,0,0.914234188,6.034085665,8.345853168,2.389526063,0,0,0,0,3.327693728,2.020306033,7.904800098,0.826659022,9.32396066,1.608804606,0,5.525450478,0,0,0,0,4.600224977,7.124234866,0,1.014914512,0,0,0,1.021895868,0,3.270997731,0,0,0,5.546036861,0.890799771,0,5.689035897,0,3.751170638,0,1.547818262,6.564630201,0,1.087811979,0,8.320966082,0,0,1.284107022,5.46423401,4.76111737,8.552561508,6.231156165,1.105538789,5.03742373,1.73432343,8.359003206,0.753969019,5.446255714,7.105402054,1.805245902,7.096441625,3.518184397,0,1.493919205,4.439446556,0,1.882559712,1.249272059,0,3.123553034,6.476187568,5.195066809,1.094067877,2.783676691,0,7.780015554,6.789773274,1.836524404,3.136958158,6.998940485,0.753879865,6.886587225,5.730330179,7.83859782,0.847106895,5.604881856,5.975460687,0,6.784849732,5.987554854,6.162669787,0,6.371339524,7.822480638,6.854743241,5.439034071,7.387650329,0,1.28300015,7.773652002,0.815823166,6.651764678,6.388383565,0,7.643460328,0,7.176595483,2.386084942,6.089284241,2.34591393,6.119136893,6.270087179,6.777574495,0,5.799639137,6.055856744,0,0,4.036914701,5.658465887,4.380114517,1.68151531,2.070299482,0,7.407719173,5.358943387,5.271737656,0,4.593141555,4.25889041,0.636277792,0,0,8.207863264,6.692395987,6.032039906,1.192679246,0.805877167,5.451383427,3.803949014,6.160949354,0,4.535250367,0,4.857117476,0.550014103,0,0.793690539,6.594058507
CDC20,5.684954338,8.126597884,6.389361138,2.558273689,6.976511139,4.760655338,7.59474335,8.074170602,2.967204185,8.568899827,7.204791006,0,7.3623883,6.642759745,6.833173408,6.023747557,5.438086942,6.046187928,2.988672636,6.148986955,8.374407994,6.291665336,6.054372371,3.35703446,6.920518387,6.597242952,7.779367947,8.458731376,4.546128641,7.98031019,1.003205973,5.373519518,4.886968513,6.93993604,7.760976952,7.478358304,8.201907715,6.912435146,7.854777263,6.382203399,7.870053814,7.570260473,6.663149128,7.190586554,8.926757595,2.345717862,6.909727629,0,7.091709664,4.565163564,7.238473353,8.060916415,7.510934122,6.89847284,7.969220132,7.075709,6.748106681,7.03514291,7.082535879,6.810934563,6.254105673,7.460988237,6.864681918,6.414741198,7.004181074,7.359306595,7.946604643,6.546415213,5.136766729,7.81289187,6.408810214,4.334590829,6.392926678,6.642705069,5.823924026,6.019295997,7.336796436,8.166162127,6.005189569,8.19343198,7.904242701,6.485079632,6.112566367,5.593239092,7.874774019,4.580344723,3.957194532,4.831591037,6.454699584,3.248545883,8.067389071,6.826825024,8.199282105,3.216025971,7.04683078,1.094067877,5.58761706,5.859966976,6.691526025,7.771059854,5.889644196,7.831702063,6.747969139,7.668636328,7.310389954,7.244181131,6.86261039,6.379585111,5.995378031,6.412145489,2.046584312,6.665692765,8.114242174,7.173789783,6.378508901,7.160378353,7.170419291,7.539010576,6.296600517,6.656443679,6.246108622,7.890718517,6.284082809,7.863518427,7.019793096,7.038525112,7.278131588,7.108196241,5.664555482,6.343144135,8.606654774,6.597706212,7.604169435,6.859744805,6.661739733,7.293045818,7.906519807,8.93535676,7.564622613,6.877729647,6.948169795,8.252006859,6.859062648,7.578873211,7.182224764,7.163784112,6.54851087,7.423611445,8.652876162,7.375640596,8.249938481,7.188015459,7.301699092,7.706445405,7.409473816,8.060749422,7.340666612,6.723946824,7.491607068,6.629705289,6.910119363,7.007766623,4.498994137,8.001530721,7.616924821,7.059873415,7.177557247,5.490978608,7.097786291,8.83424438,7.322349513,7.210076948
CDC7,2.019354494,6.119392141,4.005368112,0,2.160390254,6.431065616,6.741978482,4.93761329,2.967204185,8.179190218,4.36736313,0,8.622970136,0,7.746579808,3.47444684,5.621650027,5.915835323,5.987250442,4.505416571,8.705357986,4.39769936,1.469436367,1.510589669,4.249508657,0,0,9.798612555,0,4.841793272,7.706813832,5.568330952,3.450409415,0,9.409460408,8.924286038,4.585932875,7.760687062,9.2629911,5.857678371,0,0,0.876738044,4.724410242,8.093121156,8.421906415,7.220174415,3.662064863,6.55059847,2.621273147,0,7.866940183,6.239073455,7.399372632,3.726297493,5.341358881,5.863731597,3.875399983,5.275595702,5.483829309,3.961554474,8.271776566,0.915726748,6.705680958,6.8004311,5.839851684,6.724118573,7.753914121,8.381317057,4.131480549,6.559333918,3.404379683,2.168716086,7.59210099,7.478269271,7.008131602,3.492459881,4.601241428,9.05002196,5.350946544,5.703764661,1.215409143,6.229106963,7.931088522,8.106980966,8.026785903,0,7.252903875,7.885276181,2.138037586,4.187069402,7.01693039,5.934358778,6.781145759,7.495590683,5.701265077,4.927434321,4.384620883,7.268336612,5.111730688,8.002445215,6.541367881,5.937193337,6.549260112,6.855029712,7.521406161,5.662051752,6.393225881,6.818771216,5.454384396,0,7.24591073,4.770557337,6.895821401,6.974418605,6.66702547,2.472298639,6.12229399,6.108831397,7.041946449,5.558667951,7.289569796,4.51292954,6.550852572,7.588399708,5.699774827,7.300706426,5.0101534,4.639068769,6.913983329,4.989991031,6.630065102,7.801881815,5.717659526,6.541428075,7.803504587,6.304158313,5.656953115,5.750050117,7.162536635,6.003053892,6.486325941,7.504880376,7.225882526,6.086726188,5.812382399,5.563841739,3.655338175,6.705406731,6.169690599,5.397195188,6.334357577,7.16245421,6.223494653,4.422877513,6.011464918,0.695622894,7.646817124,5.128088209,2.606951975,7.51756621,6.641367604,2.41205777,6.449428907,5.678643683,4.73287284,6.659710763,4.642997606,8.612109856,0,7.970380876,7.303210298
CDCA7L,7.123489187,5.892429889,7.058056198,7.460748178,4.756365895,5.162326118,7.080494387,6.317826645,6.658957336,7.327558419,6.606057045,7.839513936,4.758855108,2.052519009,7.123205603,5.117568051,7.573988494,4.884831679,1.478396775,0,5.138583116,5.167977615,5.95151426,3.702682,6.305428569,3.902806107,7.583328019,5.414464428,5.057516404,5.686537937,4.813531505,7.649896693,7.366422197,7.116181304,7.605778124,7.854554559,8.317398397,0,0,3.992159149,8.361264561,0,6.258690407,4.400057381,8.009610215,0,7.476723948,0,5.765532115,0,4.333788414,5.644762256,5.420076467,5.134013793,6.900534771,7.283994511,4.483082824,6.348580174,6.761085786,4.628181422,5.22119456,5.542070423,4.786365023,4.098451639,4.750883629,5.252455863,1.870907617,6.933930228,3.996651495,6.658231728,4.225873246,7.078293082,5.256816603,3.996008907,4.236608333,4.63689905,4.421156579,5.705954491,4.88038109,6.389648624,6.111865444,6.024447622,5.572269554,4.920828963,0,0,0,6.187508301,3.951305654,2.629352981,6.296441779,6.342103207,5.933741644,7.693754567,3.955288116,4.058278854,3.420020716,4.794208344,5.923735812,4.986287886,6.08537133,4.930535312,6.232599019,6.900953535,4.121203862,5.14860978,5.07956842,7.76160945,7.026338626,7.097697779,2.968304995,7.21157971,5.609317674,5.39420076,4.263761797,4.935167646,2.709291277,6.628522952,6.568349354,6.308904283,4.48093378,4.226470814,7.67582725,5.477110948,7.179404502,7.866814186,3.776571921,5.072335987,3.233041671,6.265880459,4.669787188,6.072472257,3.08294045,5.308551576,5.847177537,6.005039599,5.322300941,5.676742745,6.023116931,5.631162971,6.262334345,6.964837684,6.020174484,7.049942753,7.05211382,3.491489154,5.177111122,2.364880599,6.831818704,6.22021666,4.222014467,6.71003686,4.464956227,5.909714694,6.273312776,5.45842457,3.808514232,6.12501,5.289607046,5.733206799,6.115129227,4.26690458,2.41205777,4.317603804,6.694337052,4.818647056,6.066292682,5.832011341,4.067820958,4.266029599,6.029041218,6.940205247
CDCA8,1.337432407,7.73996655,4.959737255,0,4.660637937,3.142813398,6.017977364,5.409526576,0,0,7.312990145,3.487758761,3.513142239,0,6.300220249,6.558934098,7.320365482,2.972830266,8.376179489,6.534110335,6.846591539,8.184987281,7.611799855,5.50405952,4.645458404,5.125932737,8.072745588,7.065392194,5.615833165,4.959698875,5.620984255,0,6.794304744,7.149017661,7.95083682,5.461063373,4.300169154,7.774562286,8.302427341,6.526390252,5.993562238,3.848801926,0.876738044,6.499776294,0.885626401,4.196362941,6.571886859,11.70865608,6.83470164,1.021895868,8.032505238,6.630271835,7.989572716,4.833500508,7.724130227,7.142875318,7.114021315,7.596032501,7.010931854,7.185535602,3.422166287,5.664941977,7.201506528,4.922542209,5.338115873,7.339391721,6.192997163,5.826633262,6.480853775,5.897109233,6.763237891,6.447800995,7.541485654,5.657071764,4.233197407,6.527180906,5.610446689,7.416908113,6.98335164,6.536306941,6.910252439,5.197542617,5.133267265,7.117210031,6.691858775,5.767858912,6.81267642,6.679670985,6.675100458,7.738780125,6.685293618,4.085366126,5.934358778,5.631360937,5.119798501,7.389500072,6.206245976,5.796615651,6.429197308,6.364540926,4.643887038,7.05128682,5.215839724,5.98782441,7.1098516,0.758671117,6.405943093,7.030344215,5.646580316,6.512279858,2.860473022,3.050402122,6.331668467,7.18428609,6.427958322,5.519917301,5.992742717,6.424432408,5.324920865,4.792786857,3.38198062,6.74872727,4.936776644,7.321054733,5.351079982,6.001623245,6.353670925,7.267653595,6.883170093,4.884621399,5.952113195,5.941365392,0,5.435204588,6.429301921,4.051621838,7.713337404,6.890510718,5.810333299,3.754110333,7.834712648,5.771423299,6.597225916,7.96065778,6.782599216,8.009990986,7.326535527,7.70141548,5.605968482,2.616283475,7.098079464,7.896289201,6.484577284,6.077192895,6.539517288,6.902785344,4.14801939,5.781297505,4.782092487,4.654648788,6.172264217,6.757042155,0,6.377526191,6.086622324,5.952595588,6.927865682,4.086621098,6.141902792,6.50092252,2.767639271,3.510102938
CDH11,8.973333969,8.521165487,8.55205328,8.650987189,7.911233954,9.128547686,6.290606691,8.612781418,8.758041774,9.809817746,8.728462072,8.476030105,6.450602672,8.436499143,8.852056952,9.293071434,8.820508929,7.904691316,9.473412635,8.789494938,7.328432313,9.17346767,8.937127626,9.249074243,10.0670135,9.637127518,9.735413577,9.646757064,9.149051361,9.687866674,8.585364567,9.458869928,9.546956182,9.437946086,10.86203378,11.27713286,8.092113596,9.106312381,8.605734562,9.198383554,8.317588731,8.591849518,9.037000188,9.08647108,8.251567068,9.226843067,8.956438917,5.573952015,9.522588733,7.804818292,9.582533988,9.887023182,8.749155332,9.751757538,5.036119408,8.923682433,6.993472305,6.87596193,9.847710759,7.128428417,8.702203197,9.741744624,8.09360972,9.625209729,9.359792505,7.849279491,10.01665534,9.255468285,9.68969904,9.439574758,8.791411374,8.474767941,8.035311864,9.046091921,8.570417431,8.492880825,6.433895943,9.350111732,9.250606099,9.657163488,8.204068766,9.25378261,8.997686137,9.915988309,9.983259409,4.025223953,10.17370686,9.294539611,5.835612284,5.198380433,9.162976865,8.769519313,9.39601234,7.242648934,5.473118604,5.961143006,8.495415055,8.896085497,9.612131429,9.832549573,6.918384025,9.395184009,9.327894999,9.112375168,9.817502747,6.882627018,8.86490362,9.306045972,7.447441579,9.515723599,8.791500209,5.85346027,8.620087529,7.442172001,8.494875044,8.377702406,8.195566048,7.944694406,8.856488209,9.0478744,7.94760454,7.945396892,7.882239567,8.297453162,8.175096073,8.628898357,9.986262596,8.558923508,8.451400852,8.438307179,9.605605941,9.213465571,9.007714073,7.404713217,8.646847767,7.853006905,7.051588463,7.898078502,6.548822591,6.137586587,7.442873803,7.844167876,8.711585321,8.594584655,9.230571318,7.882770128,7.257223981,9.146972009,7.767220787,8.657630131,8.003851498,8.699545654,8.673034145,8.231546665,8.926019812,8.47032136,8.845839424,7.209136117,7.763242773,7.536078133,7.529184518,8.695347152,12.22168058,7.730291887,9.006643128,9.455489543,9.037196103,6.474849114,7.206092288,7.711713058,6.968026749,7.779897682
CDK6,8.356552734,7.507538213,5.659224605,9.11262923,5.443337481,7.370525381,6.766001371,8.637539727,5.909493225,3.99079457,4.761341076,2.610950176,8.182473711,7.433270951,9.007022829,9.948230239,8.768719899,8.621232345,7.69498614,2.54225975,4.883716544,8.267413656,8.50982804,1.510589669,7.307264181,8.278492186,3.852733624,5.356866898,8.193153251,7.492581393,7.061639223,8.314977871,5.304964832,8.727187554,8.917921975,10.12304752,6.626711143,5.766689439,5.861154938,9.690257811,1.92212754,2.328380157,7.691463297,7.579662752,3.685484169,9.282530189,8.598663709,5.479094222,5.565907288,6.671221816,7.800461634,7.755451508,3.389007221,5.535894425,6.858713431,6.104474125,7.887282957,7.716413076,6.66218829,7.94481336,6.488054983,5.149890249,8.221749306,8.605797668,3.617276581,6.212538812,8.900839918,8.070861425,5.459355642,9.83491352,8.555870852,5.871078399,8.21893787,10.15026033,7.675725412,7.464503331,7.908555316,8.914921158,8.076466916,8.117017997,7.270154614,8.861227317,0.873127371,7.164515341,8.065944772,8.609903271,6.781252727,7.626255255,8.618873706,9.343118111,8.571485194,5.242916471,9.872446673,7.710741243,6.341186221,8.78203309,8.093749125,5.07112267,8.090028084,8.504707748,7.008444498,9.016245537,7.337887544,6.872673849,5.156170438,9.116744375,8.073311718,4.555767303,8.234940332,6.381757223,9.188457746,5.700189924,7.0207906,8.397996101,7.300702428,9.210241962,9.461655105,7.736289264,6.48880285,7.841560797,4.237102105,6.878137456,5.630307969,6.179280367,3.243606966,6.920008535,8.191288775,3.541667059,7.633950016,8.606198523,4.788322979,7.469655051,3.319677408,7.611579971,7.044008312,8.015876393,6.693935362,7.286436799,7.035070364,7.797006039,8.161051731,7.177003719,7.19044668,8.165407583,8.451057501,7.922318302,8.452784315,7.352249433,8.058274765,7.569985043,7.351954429,8.682194825,7.948631437,6.399206191,7.915263013,8.012132837,8.382987462,5.266353311,7.061540146,5.23118863,5.640760467,7.329181175,4.956065414,6.763357176,0,8.276666021,4.34988191,8.822474846,7.872917744,6.32099893,8.078984962,5.463747993
CEBPZ,5.920137506,4.575347289,7.89921948,8.736172403,8.489103048,8.187207035,7.740022222,7.277591478,4.568881911,8.670002764,8.939886054,4.83092419,8.601850215,3.14585895,7.626152088,8.234006905,7.078478537,7.85575228,4.65998265,8.383382344,8.131935118,8.837942141,3.013738714,5.933126533,9.037388628,5.090465849,8.631721049,9.712014736,8.401286651,3.05764305,8.144500331,7.847072239,8.670496981,7.217438651,8.231793764,3.617644784,7.089793353,8.575132214,5.047525924,7.068927218,9.468050066,6.394545556,8.690891643,7.209075608,10.00952772,5.198785261,6.716473005,9.582388827,5.508282032,7.309972869,7.754457723,8.620706077,5.820227727,6.74040738,7.565449294,7.501799575,7.166434505,9.109096913,8.242633063,7.213540658,5.701199639,7.885587081,8.528181644,6.414741198,7.972889427,6.212538812,8.14276656,8.265114958,8.757176399,10.31294156,8.462099809,8.394829301,7.57493799,8.548710261,8.540716886,7.338021058,6.974597153,5.422576678,7.820349128,8.842039327,6.356495466,8.968377925,9.914172969,8.875820337,9.228254827,9.687343271,8.243886152,8.758545055,8.845686515,7.134085306,6.814566535,8.286194008,7.178364892,5.995124504,7.408145391,4.171628513,8.917837825,6.352745853,8.534648267,7.639580303,8.987499122,6.960369441,9.490369986,8.278594084,9.095057848,7.471207947,6.95022961,6.617703201,7.143976041,8.177311204,2.860473022,6.83173333,7.955194649,7.921467162,7.152366103,8.595093062,6.981370114,7.78197126,7.076805704,8.636071566,7.98864379,7.368891433,8.915770325,7.905250423,4.471121145,7.382737549,7.208206924,8.553483568,2.434507047,7.233598167,0,6.713507369,7.271946289,7.893862893,8.836171352,4.225568558,6.561542172,5.874702389,7.820535716,7.333811579,6.580498692,6.738971205,6.378919059,7.384098748,6.117633793,8.206408491,7.916304715,7.484818501,6.013581486,6.695349281,7.058392308,6.997992566,7.024978312,8.422113599,8.700461179,7.46424515,8.382237542,8.431189135,9.023822806,5.24481489,7.768545039,7.284477861,5.837698081,6.801163275,9.352846447,9.781410087,9.589316661,7.399990361,6.707280462,8.071485763,7.551853546,7.587157248
CENPK,8.190704961,7.043235998,8.101534647,8.211432756,7.440041029,7.000672914,7.741295147,7.300407463,8.571746061,5.060108287,9.112268243,7.778256069,5.744351387,8.355819372,8.801314075,6.721407198,6.401410813,9.119272113,2.632983632,2.54225975,6.057461218,7.307364977,9.36826211,8.240458164,7.281983573,8.120426184,7.712739,8.270809751,2.362111125,7.926103578,4.843115227,7.981442272,8.231502442,9.390742626,4.415467349,6.461472628,7.834688861,0,6.88633425,2.428592558,1.92212754,8.291894842,5.875266554,7.586962116,0,8.916652163,9.044802715,0,3.985359981,7.743698239,1.08369441,8.005921634,1.234933584,5.492471728,7.439017878,5.276707943,6.818692158,7.905568829,6.110373938,6.810934563,7.987434612,3.320430158,6.35179161,9.13598953,6.912664536,5.658536408,8.083576432,5.092209195,6.874688928,7.12932809,7.153876313,8.394829301,5.42474642,7.041287171,6.885444784,8.101976851,5.7993958,4.205881724,5.512017824,8.511988842,4.945794446,7.860227835,7.879702085,8.636696699,6.162071917,8.330586412,8.992959569,8.262983449,8.703859524,6.967623558,7.116047028,7.493966139,7.012934133,7.37208268,6.753919434,3.333138729,7.9107706,5.267147965,7.815235303,5.978793453,7.480135474,7.93374594,5.761329584,5.874084553,6.480252001,7.035023245,6.877588139,6.446534674,5.579271735,6.930316162,10.2031735,7.696605793,6.283903927,7.458954439,6.475768847,7.463775473,7.783823486,4.799112532,3.925213328,6.098028569,7.054745611,7.041855744,7.601941288,6.652480684,6.206637224,7.281577735,7.208206924,8.217458726,7.256199998,7.678259273,6.564133783,5.908631743,7.169261818,7.23259341,6.653625181,7.381193889,6.598430958,7.462002613,6.939154878,6.554610822,7.89335353,6.076642321,7.520225915,6.825095903,5.773980675,8.07990054,7.741067497,6.638059155,3.936515569,6.203570481,0,6.287647705,7.931576987,5.775272827,6.69834851,7.159517474,7.947893498,5.9220114,7.752362664,5.625721861,7.116748085,7.682426118,8.286162601,6.624610687,4.148942127,5.405603221,7.246713425,7.935747222,7.385140802,6.098075509,4.837799564,7.651661428
