X,H9_96h_001,H9_96h_002,H9_96h_003,H9_96h_004,H9_96h_005,H9_96h_006,H9_96h_007,H9_96h_008,H9_96h_009,H9_96h_010,H9_96h_011,H9_96h_012,H9_96h_013,H9_96h_014,H9_96h_015,H9_96h_016,H9_96h_017,H9_96h_018,H9_96h_019,H9_96h_020,H9_96h_021,H9_96h_022,H9_96h_023,H9_96h_024,H9_96h_025,H9_96h_026,H9_96h_027,H9_96h_028,H9_96h_029,H9_96h_030,H9_96h_031,H9_96h_032,H9_96h_033,H9_96h_034,H9_96h_035,H9_96h_036,H9_96h_037,H9_96h_038,H9_96h_039,H9_96h_040,H9_96h_041,H9_96h_042,H9_96h_043,H9_96h_044,H9_96h_045,H9_96h_046,H9_96h_047,H9_96h_048,H9_96h_049,H9_96h_050,H9_96h_051,H9_96h_052,H9_96h_053,H9_96h_054,H9_96h_055,H9_96h_056,H9_96h_057,H9_96h_058,H9_96h_059,H9_96h_060,H9_96h_061,H9_96h_062,H9_96h_063,H9_96h_064,H9_96h_065,H9_96h_066,H9_96h_067,H9_96h_068,H9_96h_069,H9_96h_070,H9_96h_071,H9_96h_072,H9_96h_073,H9_96h_074,H9_96h_075,H9_96h_077,H9_96h_078,H9_96h_079,H9_96h_080,H9_96h_081,H9_96h_082,H9_96h_083,H9_96h_084,H9_96h_085,H9_96h_086,H9_96h_087,H9_96h_088,H9_96h_089,H9_96h_090,H9_96h_091,H9_96h_092,H9_96h_093,H9_96h_094,H9_96h_095,H9_96h_096,H9_96h_097,H9_96h_098,H9_96h_099,H9_96h_100,H9_96h_101,H9_96h_102,H9_96h_103,H9_96h_104,H9_96h_105,H9_96h_106,H9_96h_107,H9_96h_108,H9_96h_109,H9_96h_110,H9_96h_111,H9_96h_112,H9_96h_113,H9_96h_114,H9_96h_115,H9_96h_116,H9_96h_117,H9_96h_118,H9_96h_119,H9_96h_120,H9_96h_121,H9_96h_122,H9_96h_123,H9_96h_124,H9_96h_125,H9_96h_126,H9_96h_127,H9_96h_128,H9_96h_129,H9_96h_130,H9_96h_131,H9_96h_132,H9_96h_133,H9_96h_134,H9_96h_135,H9_96h_136,H9_96h_137,H9_96h_138,H9_96h_139,H9_96h_140,H9_96h_141,H9_96h_142,H9_96h_143,H9_96h_144,H9_96h_145,H9_96h_146,H9_96h_147,H9_96h_148,H9_96h_149,H9_96h_150,H9_96h_151,H9_96h_152,H9_96h_153,H9_96h_154,H9_96h_155,H9_96h_156,H9_96h_157,H9_96h_158,H9_96h_159,H9_96h_160,H9_96h_161,H9_96h_162,H9_96h_163,H9_96h_164,H9_96h_165,H9_96h_166,H9_96h_167,H9_96h_168,H9_96h_169,H9_96h_170,H9_96h_171,H9_96h_173,H9_96h_174,H9_96h_175,H9_96h_176,H9_96h_177,H9_96h_178,H9_96h_179,H9_96h_180,H9_96h_182,H9_96h_183,H9_96h_184,H9_96h_185,H9_96h_186,H9_96h_187,H9_96h_188,H9_96h_189,H9_96h_190,H9_96h_192
E2F7,0,0,5.914043913,2.730917954,0,0,6.447327956,0,0,0,0,0,0,0,0,2.226383656,1.540031741,0,0.697829302,0,0,0,0,0,0,8.250999559,0,0.918859136,0,0,7.698096593,4.180342793,4.609582094,0,1.138256666,0,0,0,0,6.007843121,0,0,0,0,0,2.538169789,3.139501004,0,0,0,0,0,0,0,0,0,0,0,0,1.592462,0,1.381054285,0,0,0,0,0,0,0,0,0,0,0.72200219,0,0,0,0,0,0,0,0.752240374,1.882298866,0,1.848014302,0,0.900795099,7.118710806,2.67348667,0,3.816174371,0,0,0,4.119574607,0,0.794255254,4.1019574,0,5.764875747,1.093196595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.519366587,0,0,0,0,7.513351892,0,0,1.338553545,4.31660299,0,1.114984292,3.11701685,0,6.559515901,6.725416308,0,0,0,0,0,0,0,0,0,3.569002905,7.60607095,0,5.427393631,0,0,0,0,0,0,0,3.073074543,0,0,6.011756281,0.679663562,0,0,0,1.352936195,0,0,0,0,4.725453396,0,0,6.781794535,0,0,3.158230172,0,1.148424003,0,0,0,0,0,0,0,0,3.763296511,0,0,0,0,0,1.811076183
EEF1A1,11.95145184,12.80045301,11.83529267,12.07997587,11.40106337,11.86389878,11.82351726,12.228739,12.00152783,11.92109908,12.0883609,11.84590652,12.75037769,11.71278764,12.98624852,12.37909568,12.26871258,11.9488619,12.13881039,12.06936832,10.90541775,12.43022248,12.53070132,11.70107114,12.66965667,12.69401943,12.98199857,11.93498261,12.44235835,12.74902568,12.73435939,12.93877087,12.70158213,11.83856444,12.78668805,12.54111193,12.66049229,13.28960315,12.59795969,12.443384,13.06995139,12.61128084,12.42488165,11.82811993,12.55293041,11.95550599,12.38253488,12.11639573,12.66936646,12.55141616,12.13454637,12.94551627,12.53074131,12.45714002,12.45887534,13.02930434,12.91713763,12.5116082,13.27293314,13.02868321,12.96564706,11.81458115,12.45176965,12.03879874,12.8667391,11.84919439,12.99494613,11.82560193,12.28706895,12.05069591,11.88649443,13.38216499,12.57213072,13.02123373,12.13704119,12.46815675,11.90138077,12.45494206,12.5085115,12.32190298,13.14187846,12.83734348,12.90299089,13.13358376,12.91817218,12.59921794,12.51201219,12.90755884,12.35628939,12.85896201,12.93869239,13.484187,13.01836263,12.82105158,13.0048373,13.14002906,12.78272548,12.99866527,13.43894663,12.72060332,12.97818713,13.28597778,13.09486383,13.19704471,12.73148928,12.78858968,12.94743121,13.15498603,13.02420208,13.12743949,13.63110302,13.15041785,13.10497449,11.38606287,13.01549953,12.91592645,13.10745328,13.07750243,13.07518256,13.03168815,12.46982967,13.19651877,11.8499563,12.98165874,13.18559782,13.67118418,13.02480838,12.88692486,13.31024366,12.80443589,12.99175125,12.7634353,12.3555328,12.37232821,12.98610576,13.93802676,12.25411768,12.9467559,12.84961995,13.23997633,13.24208718,12.87204346,12.47807448,12.56963233,12.44880355,12.85675241,12.58507015,13.38537891,13.06972625,12.86423019,13.09448051,12.88429948,13.23902079,12.62969531,12.63459775,12.60275067,12.47831569,13.41976956,13.04122594,12.71444043,13.0474605,11.73982441,13.35325195,12.74152603,13.09944532,12.85358783,12.53357034,12.23295498,12.78560126,12.68592727,12.13517884,12.04718367,12.52989104,12.32666555,12.76799121,13.13942675,12.77950859,12.28319854,11.98919446,12.25215291,12.6348742,12.33259447,12.10944871,12.69797848,12.03611883,12.38160725,12.29417599,12.64086582
EGF,0.770665399,2.348057801,1.81650265,0,3.331824208,4.092845851,7.528113308,0,3.559762137,2.385451157,0.898483369,0,6.750593285,1.695433133,2.199907648,4.542155591,2.130000379,0.937345059,0.697829302,0,4.184679566,5.421079786,2.01526128,2.158179479,0,1.073254437,1.508386802,1.471100587,4.541642194,0,1.186233275,0,2.71198895,0,0.606441964,7.530678826,0.157814198,1.384859072,1.202338813,2.145437395,6.046999937,2.133196713,0,7.642700073,0.747441078,2.302572511,1.258925489,0.78370828,4.05051307,4.242122198,6.164669077,0,1.946452762,0.362181668,4.884275081,0,0,0.947410249,0.873879122,0.836811076,0,8.316999541,0,1.783151997,0.789578935,4.781407409,0.631504063,1.156090278,0,0.856118575,7.652598362,0,4.124706155,4.070637053,1.285838932,0.643552771,7.590445569,1.644943391,6.346274053,0,2.106242289,1.675397426,7.932153454,0,5.69770149,6.155560948,0,4.734238012,3.894216999,5.718497451,5.513356309,1.773123717,6.299488858,5.935283383,1.140565232,1.587036883,2.086064512,3.218545531,6.535765998,5.813070099,1.289961378,1.301194787,5.568621612,3.123827239,7.905643837,0,3.474392622,2.816031456,5.320617951,2.54321892,0,2.438345583,0.752007846,5.498260119,2.960854766,8.434778375,7.480966417,1.108078165,0,3.1918747,5.074952128,4.157692002,2.098134504,0,1.378108484,1.241857591,7.296342823,7.066619772,5.384551009,5.319506743,0,4.199917842,0,3.949311462,0,0,4.908037758,2.019871846,2.079845756,0,1.015490744,7.589386658,1.298743828,1.374304495,8.423987527,7.503610797,4.976062431,0,4.760939618,0.926238495,8.075098657,0,2.508477117,1.574435787,1.087501893,1.897627979,2.070566552,2.614402821,1.388922417,1.257681419,3.607423581,3.66830899,3.217477769,4.384335549,8.183811115,4.841016323,0,1.006575713,4.618266362,0,0,3.080060573,6.959117267,0,2.663433271,0,5.334991064,4.231234322,2.882324227,6.673155606,2.580595757,2.043044795,0,7.561708757,0,2.321963305,0,6.925616281
EGR1,8.592207202,8.240618508,3.925825658,4.751591402,0,0,0,5.561520191,1.432724564,0,0,3.205398403,0,0,0,0,0,4.656531359,0,0,1.424818418,2.908893981,0,6.443963474,7.346054088,0,0,5.360289933,0,5.570675741,8.369158778,3.257798872,0,6.696857943,2.202714335,0.806255155,0,1.440592886,6.135578163,6.221522756,0.914667177,0,5.34741036,0,4.031579705,4.268461595,2.908843718,0,0,4.068386733,0.930262337,3.532324115,0.959857829,0,0,0,6.136758059,6.667593601,5.413769631,1.592462,6.880756301,0,2.603127147,0,3.388383614,0,7.782162888,0,0,0.862626069,6.48547009,1.187528132,2.29184446,6.030561284,6.712495931,0,5.918439752,0,4.853662307,6.104148611,1.244164351,0,0,0,0,0,6.304203813,0.923427046,0,0,4.32045193,8.196441349,5.227355799,0,3.464530862,7.298451752,5.727384865,5.543189415,0,6.200488368,1.786394416,5.759249901,1.031748518,1.978122114,4.422688306,7.9761653,4.153948779,8.94428782,2.33606268,2.926376289,0.801259477,7.37857223,7.450757453,0,4.526946201,5.56028779,5.274254015,1.727339406,4.12321007,6.70423305,3.409610617,7.267114262,0,0,0,6.036926288,2.771807959,0,0,5.388662221,0,0,0,0,6.834969399,0,1.150561427,4.076611358,5.770814993,0,0,9.397800273,6.296665797,5.127231431,0,0,0,1.753622288,0,4.471439788,5.044066376,0,0,2.597101537,3.348252682,4.748243613,0,5.088621326,7.293585077,0,0,5.620463031,3.959270667,0,1.684124891,0,3.088765699,1.454118409,0,2.793470294,0.842161342,5.934876378,7.989121664,0,3.992095749,6.109279882,0,0,0,0,0,0,0,0.803826125,5.181852033,0,0,5.875482949
EHMT2,6.05115941,0,0.694245456,0,2.668320378,1.271933562,7.922250945,0.813778358,6.035256593,0,0,1.261883639,3.955234685,3.341661127,3.60898223,0.720373657,2.446791128,3.317679877,0,1.228746145,5.734141074,2.908893981,1.601764191,2.746502847,4.147908681,0,4.02632669,1.876510612,5.76583654,0,2.585507768,2.525682591,0,0,0,0,0,0.893099627,0,0,0,3.717417785,0,0,4.350118263,4.956224532,3.02877713,1.319772444,0,0.765248029,3.454419035,0,0,0,2.457180944,1.455591463,1.083225806,0,3.221233271,0,3.230519813,0.849833723,3.840418753,0,2.425303354,0,0,2.072055155,0,4.579763297,0.798592403,0,0,0,0,0,0,0,2.539193846,5.281075948,0,2.453570422,3.67836097,5.420708026,1.775873702,3.976419527,2.920364232,1.481934638,3.356970781,2.859661178,0,0,5.690463436,5.828770416,5.316938043,2.781035551,0,3.518144376,2.522170871,4.076257369,1.153648773,0,0,0,0,0,0,3.21526575,3.601146858,5.127347218,2.236679012,0,7.173772269,5.058056496,2.135182059,2.650397648,3.557210328,0,1.467291975,5.537310879,0,2.737245982,6.151604025,0,2.518932545,3.557843958,1.114984292,4.661469258,1.821364206,0,3.346448483,0,3.320015952,0,5.774115671,2.209117412,0,0,0,0,2.685714071,0,5.429424946,1.823010044,4.36155944,0,2.753279382,1.136113245,0,0,3.865184168,0,0,0,1.531270545,0,0,0,2.200818202,6.848524287,0,0,5.322664123,3.080395267,1.06740454,5.101250389,4.083538394,5.274173479,2.852116042,3.609600362,0.842161342,3.984205452,2.040819918,0,0,0,0,5.284942755,0,0,0,3.978607854,6.246854209,6.980502484,2.124922121,3.315809207,3.80134881,0
ELAVL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967844256,0,0,0,0,0,0,0,0,0,0,0,7.389970811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788938953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.126686099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.625858415,0,0,0,0,0,0,0,0,0,0,0,0,0
ELL2,0.912703959,1.92324557,3.220091069,1.089332601,9.542167381,1.280446464,2.300426848,0.813778358,5.881334646,1.416833947,9.240854662,0,4.816775829,1.335113393,3.759044063,7.625638493,1.183966651,2.197940468,8.117995012,0,9.05742997,6.21416849,1.601764191,6.672276577,6.472680382,0,8.458698175,0.918859136,9.951384181,6.353145449,8.329859968,7.380195626,1.08059512,9.159340453,3.561978479,7.092848386,7.685527834,8.800497516,0,6.378205193,8.141967394,0.856196476,6.40395843,8.275697381,6.578167038,0.972106882,8.399065503,7.77863011,0.915851046,9.917157527,6.823968238,0,1.531187502,0,6.273408637,0,1.083225806,6.681396328,6.043115489,0.74146997,6.788918769,0,8.453779792,6.176091717,0,9.195907026,1.061764878,0.818081649,7.009996765,8.341019271,0.798592403,0.712649341,7.914706539,0,5.233496966,1.087016615,3.108679785,6.455358691,2.278018337,0,0,4.89031458,6.862471746,7.270552872,1.145499215,0.900795099,0,6.352182466,7.262629322,0,5.161719836,0,7.98986729,7.138885904,7.167680643,8.588628999,7.573188306,3.518144376,4.627740587,7.510597742,8.91387707,0.950612889,7.932915405,7.956429046,0,1.073730802,6.12695751,6.842792885,8.094397335,7.290413164,8.130445918,4.763734371,1.296079407,0,6.883326731,8.091899498,5.777599873,8.053266268,0,3.950312894,5.304017112,7.417941386,6.772454994,10.08760847,0,5.891733426,8.103249666,7.133870605,9.696367946,0,3.436497153,0,7.200123722,8.489875014,6.43846965,8.644127713,6.391633408,9.117874318,7.37902504,5.367723805,6.900396119,6.704180381,0,7.186785674,10.68469708,6.737698212,5.067841805,0,8.204108886,5.925258975,6.59957834,0,6.072668286,7.807821708,0,3.039347962,0.950912565,0.92039246,7.53031359,10.43998725,0,9.52433495,0.982225373,7.573785638,4.137577802,1.461542037,0,4.331905751,7.065210211,7.814681339,0,10.58184745,9.230839523,7.177453725,0,0,7.558804539,9.912165421,1.401969657,0,9.660197499,7.602890704,0,7.946752905,8.772237298,9.267652098,8.548684963,9.089164295
ELMO1,8.174927847,8.05697131,4.601000794,7.538786109,5.250405576,3.790114091,6.892160843,5.672860833,6.05327617,5.933563525,6.363897245,4.875680659,5.411923562,4.732986949,8.296604146,5.496818289,3.307090696,5.01779229,7.537238024,2.69693145,6.09860204,7.835373145,7.244131039,5.223825554,1.259392791,8.197738991,7.676733289,7.96176657,5.915748458,8.590867422,1.170288536,6.973514906,5.206857882,1.838721082,2.679236756,2.363903403,1.549222597,4.889365517,1.566325003,3.698765569,6.440587004,8.408068341,1.274001642,9.502816414,2.764292908,6.498403413,5.904108338,5.838068482,9.473474888,8.594325135,4.856720744,2.276096774,7.518911288,6.094486749,6.574803472,5.947963913,3.431518977,8.674132638,3.221233271,1.228822947,4.00702838,6.492727172,7.041194483,4.862510663,8.09147013,0.742890857,0,2.267625821,7.084530336,3.318641685,0.798592403,0.712649341,8.533542704,1.590515247,8.574256387,5.070644452,1.012061219,5.985292441,1.958874105,2.504769716,4.718254298,6.873995748,6.634516422,4.125839093,6.657816236,6.904387429,6.819762119,5.853459495,6.228183208,5.625292042,6.908685334,3.218301086,7.56519327,6.879543165,1.418545164,5.669035842,8.352014229,6.820458274,6.7502772,5.700600682,7.23250536,7.179430634,7.004828081,2.435548284,7.803217964,1.682456005,7.140074648,5.407240894,7.040878126,6.710744286,5.135887856,6.11308999,0,6.76174028,5.832466561,5.948162159,6.394976677,5.663631315,6.940009929,4.991721606,6.378081836,7.626803836,8.276308438,7.602999495,5.944019898,5.019327323,8.68895071,4.507695817,6.641429543,8.210275863,1.208019089,2.918401348,6.907786007,6.191134154,8.95405521,4.810879394,8.16247809,5.34583281,1.735700514,7.782837801,6.87336967,6.465685754,3.351646245,7.137941516,5.680591248,3.995522762,8.738984988,3.182183972,9.540654903,4.082436012,7.903176495,1.312159683,1.853295399,7.540649241,4.275624389,4.340314277,3.493653147,2.666041697,8.596461757,4.777332774,9.045402564,6.912191728,6.895263196,3.111342899,7.421526032,6.739635122,8.489362638,6.181597712,6.043656213,4.518470356,5.84006298,5.12978179,6.462939149,6.694101728,2.108994871,1.984805516,5.815339035,8.315897158,3.821809164,4.061307222,0,6.300710363,5.494556421,3.850303965,5.527699192,7.658820157,4.284539248,5.989258562
ENO1,9.65199804,11.51989809,9.507787475,8.816902288,9.424656387,10.69340232,9.744593564,10.44106928,10.0611565,9.967656447,11.15047051,9.588153936,10.33173157,9.730091823,12.21732595,10.14291837,10.43416538,10.2474752,10.0392336,10.92279777,10.06907659,10.12751447,10.7555852,9.964130471,9.506303121,8.723361299,9.837400069,9.982784391,10.33693331,10.45771163,9.993768954,9.97248302,9.827398865,10.14828377,11.51415205,10.33756283,8.786488824,11.87472921,8.295471212,10.62214464,10.84738261,10.02779176,9.616760091,12.3091171,9.52113703,10.55950477,11.27905879,8.540948103,11.725187,10.75741614,10.8993895,10.53728076,9.367835169,9.498653874,9.833076557,11.03019318,9.086408571,10.58149813,10.84823781,10.56612941,9.599300602,10.14898805,9.604131104,10.84841324,10.88949375,10.11704198,10.09305379,10.3827114,10.5015883,11.00187259,9.895935165,9.407285344,10.89723534,10.5440808,10.48707916,9.230829618,10.11803213,8.908078822,10.72377372,10.97810635,12.11879895,12.19652977,12.38762229,11.7198595,11.42283694,11.90719393,10.9231222,12.33520914,11.73083426,11.23923948,11.69649812,11.05928995,11.12887161,12.03114881,12.26488279,11.46762706,11.65693947,11.1972535,12.61014354,11.83561502,13.00175062,10.78814382,12.18078998,11.19012968,12.44317273,11.35625388,11.49763217,10.69356988,11.95131812,11.42228419,11.60875997,12.41650658,10.9422352,11.31034589,11.76268438,11.7689505,11.53683256,11.43735874,11.56548242,10.81214867,11.49332143,11.76462292,11.45851718,12.20579101,11.5044478,11.30279646,11.63039443,11.63126413,12.37833937,12.73284231,11.38009426,11.29848202,11.77088881,11.48365813,12.23897826,12.0300782,12.74462678,11.86943671,11.80782707,11.05618796,11.73430644,11.17335345,11.4025942,11.74203011,11.52645995,11.81483114,12.33198984,11.94947187,13.47083037,12.39801159,11.81677804,11.58592951,10.87893319,12.05609913,11.06030782,11.39753072,12.28860615,10.95449813,12.32600522,11.61760557,11.35700909,11.67086466,10.51403785,11.81513338,11.3304952,12.40575258,11.84627255,10.80402441,11.90450334,11.90331377,11.23675665,11.30865679,11.52248481,11.70315862,9.250421868,12.21130537,11.8094032,10.24950463,10.28630866,10.64037081,11.16529403,11.33121549,11.0805138,10.75897356,11.2610784,10.46932047,11.00236275,11.29311454
EOMES,6.493948347,9.707416535,8.794957185,9.652925248,8.15783591,9.48867303,9.235212108,9.865930972,9.367000811,7.969607531,8.060789745,6.967032595,9.858097967,8.573905327,10.21078693,9.062514988,0,4.099890545,8.732282315,9.379917067,9.262728581,9.791842388,8.536814123,9.198479913,8.627463745,9.750253631,9.945562025,9.442914722,8.58250519,9.36589159,2.248444087,9.058082925,8.714951323,6.736794918,6.450926049,9.310121071,0,8.47993931,8.710111266,8.202763548,7.994542928,9.054434805,7.500848978,10.01171336,8.401078113,6.073767334,8.202653939,10.18039022,9.984299707,6.38071069,9.57825899,6.725028156,6.456453941,10.17208023,8.343549264,1.85361036,8.222033437,10.61267276,6.424981547,5.826952944,5.549786186,9.042689584,9.744114674,9.629063629,9.139054171,9.172038946,7.41946462,6.280886083,8.887250162,9.232817436,9.122131333,2.272878709,9.531645359,0.851701111,9.59626354,0.643552771,9.448941352,8.290923723,8.139849291,8.803793766,5.550138419,9.412803742,8.766371263,8.69490422,9.664567255,5.647590395,7.543905794,7.762111426,8.687397937,7.055243012,9.335693764,0,8.952049838,7.468528659,5.106983167,8.416419291,9.388784631,8.695307374,8.849287684,8.842094961,10.20500725,1.925270523,8.895916606,8.367447576,9.518186218,7.049625024,6.988835471,8.222026457,8.986278484,8.316681805,9.31850075,8.472392524,3.574955113,10.05554839,7.551599892,7.577598844,8.77902014,7.014240585,1.745609636,5.132591549,8.318297971,8.517998351,9.075291214,9.192519436,8.154572554,7.566735019,8.213948962,8.573488405,8.198172874,9.33669862,0.726919317,9.24663704,6.735987419,5.714847941,7.320912716,8.609216068,8.152615564,8.964816014,6.133191999,8.064072441,8.639288562,7.686158996,5.025503722,7.688671182,9.403225643,8.011752111,9.205943013,8.530806029,8.50768875,5.221692373,8.769150043,0,1.560804657,6.481996543,7.084285039,6.108515636,7.326794287,0,8.592164741,8.800221812,10.09461979,3.382613527,8.339377537,7.146249833,9.67358797,6.834593153,8.25857954,8.093446746,8.219328318,7.282672249,8.359271496,9.16044855,7.638976845,7.618419752,6.764234113,9.532386821,0.983853043,7.170522144,9.062995655,5.304622048,2.184587648,7.768093774,7.396782179,4.499910825,8.949370008,7.058051876,7.200240283,9.297002615
EPCAM,0,0,0,0,1.058108189,7.921989032,8.774033837,0,5.128920672,0,0.885310456,0,0,6.576266542,0,0,0,0,0,0,0,6.716534874,6.68309453,0,0,0,2.530964392,0,0,0.752167434,0.700691405,2.265066743,8.020472913,0,7.697562416,0,0,0,0,1.835195598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.727164066,0,0,0,0,0,0,3.409732837,0,0,0,0,8.159855358,0,0,0,0,5.04179239,5.497099215,0,0.736259286,0,0,0,0,0,0,0,5.468455312,0,0,0,0,6.558389894,6.395968355,0,0,0,0,0,0,5.10517357,3.510463921,2.744970861,0,6.83726495,0,0,0,0,3.115622218,0,7.821096101,0,0,6.424295169,0,0,0,7.540425472,0,5.818217404,0,0,0,0,0,0,0,5.78865075,0,1.483410891,4.114614488,0,0,0,0,0,0,0,6.190095829,0,4.595745392,0,0,0,0,0,0,0,1.261187901,0,0,0,0,0,0,0,0,7.196021282,0,0,0,0,0,0,0,5.235371387,0,6.648814297,0,0,6.463962021,0,0,0,0,0,0,0,6.525637093,0,0,0,3.643665581,0,4.516563222,6.893936681,2.435212529,0,0,0,0,0
EPHA4,8.19105079,0,0.875926633,0,5.017199522,8.611704222,2.562558377,0.813778358,0.887353903,0,5.193015,0,0.847606487,1.335113393,0,5.714639226,0,7.311816469,0,0,0,8.991406777,0,5.494863566,0,5.86831835,7.229999898,0,9.594512,7.128429912,0,0,0,0,0,4.725449994,0,0,0,0,0,5.130556008,0,0,6.410402335,2.277036523,7.132550442,0,8.157977566,0,0,0,0,0,7.779814864,0,0,4.216523672,3.086317334,0,0,6.061517907,0.708851829,0,1.29697993,0,1.666741706,1.33692328,4.490423384,5.206859465,6.803816383,0,7.201845407,1.383637993,8.667241059,0.643552771,3.191297949,1.410167346,9.860420063,7.039987514,5.870121749,3.029332909,6.698370226,7.777443691,0,8.014268614,5.528924725,4.847750072,3.356970781,1.711847017,7.502280404,6.613027374,7.943133842,8.028316507,0,7.389388678,2.987450097,6.537561762,0,0,2.560478777,6.831065467,4.307502232,1.304452408,5.932211898,0,6.12695751,7.604534275,1.596750918,6.066516678,1.313387243,5.226724613,0,7.444744514,0,2.309991705,3.854415869,5.759071163,0,5.437702559,5.065651396,9.090441677,7.925608306,6.474373417,5.898971946,5.75447762,7.162321172,0,4.018359432,8.547998429,0,2.505658872,0,0,5.917429417,7.99390723,4.734441731,7.860935369,0,7.276593068,0,6.682028742,5.813749403,5.675732838,1.261187901,8.594351969,5.66585212,0,0,2.257866217,0,4.538969366,2.554701457,8.594461217,5.84850381,3.039347962,6.091336841,0,0,0,6.529826936,0,0,0,8.345498543,3.00290103,0,6.141507039,7.955620788,2.793470294,0,7.003684957,8.25351198,5.721132961,0,0,0.983853043,1.775994145,7.979116749,0,6.886698331,6.133071158,6.246854209,5.991881901,0,4.877667317,6.038023195,0
ERBB4,10.66109871,8.742448457,10.23998353,10.22793251,10.05699976,10.69416165,11.84088023,11.02186567,10.23697591,11.34122319,11.6308744,10.24917399,12.2413001,10.36943066,14.0142003,10.50372014,8.021553142,11.74893545,12.58176364,12.09875269,11.9937464,11.42481094,8.857522087,8.102288136,11.1469086,11.26251625,6.474829478,12.857438,10.81928172,12.34943427,9.500549095,7.74254452,10.08638609,12.73673353,10.82773751,9.82712246,8.189407934,11.41365098,11.00797489,10.22710607,10.02406937,10.8632994,10.69240126,9.003471973,12.06576279,9.654607675,11.61702621,10.55655879,12.55474841,10.24737939,11.96560225,8.171493971,11.00250339,9.572626628,7.624535932,6.489882953,11.65071735,10.36988941,5.598641313,3.283095015,8.406153069,10.41220146,10.54833435,5.093103961,12.36220717,12.64378312,9.407273157,10.04548729,10.45048626,4.477481362,10.46393549,7.287537254,11.70712176,8.465267895,11.73548144,5.608353026,10.11725312,9.676841099,11.32237102,11.09592183,7.508159704,11.79480327,7.882198219,9.637453171,11.99979457,12.54160968,10.12257085,11.52290083,9.467670316,10.62611996,12.48198857,2.38195477,12.04586973,11.28584782,2.943477367,11.03037956,11.74618877,11.91529929,11.91108312,11.91667406,14.20146096,9.78114295,11.37874262,8.835004673,10.21946072,8.921641173,10.97936043,9.975513951,13.40758556,11.37972335,12.26933618,12.35345364,6.729704769,11.82953251,12.14203241,13.2476968,12.50517136,6.412122941,3.010796984,2.034995436,7.804876649,12.733726,13.37236261,9.144548026,9.282417803,10.82299358,12.30753599,9.874603995,7.468612507,10.11537062,1.568179629,11.31920521,9.784147276,11.72229939,11.70500615,9.8872082,11.75080185,11.85071026,3.367601241,12.16744283,6.320151752,10.60988072,10.83715887,11.46823922,11.31212207,13.3290824,11.7946244,12.4652382,12.252181,8.399480337,11.01479589,6.017355892,6.093419219,12.79308835,9.509086145,9.392122285,11.80881943,4.093166445,12.24326108,9.697645285,11.77793116,13.62630316,11.42492813,12.10420777,11.21375642,11.62145851,11.97909369,11.10033454,9.412308714,10.29614705,12.04167465,10.88777207,12.15300731,11.30196566,11.61745378,9.837043189,11.65891474,9.588347335,10.82642937,3.156821318,10.4507537,10.49538199,10.00610564,13.15977102,12.33628744,12.82598848,12.64594664,12.04632879
ERCC6L,0,10.37152086,6.951545903,5.527015052,8.253128975,0,7.886075108,0,0.887353903,0,0.885310456,0,1.764914618,0.816785273,2.372854713,3.063363131,0,0,0.697829302,0,0,0,0,0,5.511164003,1.073254437,7.239157216,0,0,0,1.807822306,6.421232661,6.012340136,0,0,0,0,0,0,0,0,0.856196476,0,0,8.170574021,4.469721475,0.723354135,0,0,0,0,0.971526491,8.819608738,0,0,0,2.452878218,0,4.991208819,0,0,0,0,0,0.789578935,0.737130602,0,0.818081649,0,0,0,0,0,0,0,0.643552771,0,0,0,0,0,0,0,0,1.145499215,8.577466894,7.518281988,2.863206373,0,6.441473978,0,0,0,0,7.167680643,0,0,0,6.173264889,5.498411356,6.458740555,0,0,0,1.830192813,0,0,2.253073636,0,0,0,2.244281574,0,2.801781994,0,0,0,0,0,0,7.916867421,0,0,0,7.197045832,3.663866738,0,4.661469258,0,0,0,0,0,0,0,0,0,0,8.695743565,5.884234901,7.595170231,0,0,0,0,0,0,0,1.972457268,0,0,0,0,0,0,6.756414611,0,0,0,0,0,7.703567633,0,0,0,0,0,6.82671296,0,7.026920893,4.584318097,0,7.062014322,0,0,0,0,4.031808204,0,0.776853276,0,0,0,0,0,8.21900615,0,0
