RamDA_mESC_48h_A04,RamDA_mESC_48h_A05,RamDA_mESC_48h_A06,RamDA_mESC_48h_A07,RamDA_mESC_48h_A08,RamDA_mESC_48h_B01,RamDA_mESC_48h_B02,RamDA_mESC_48h_B03,RamDA_mESC_48h_B04,RamDA_mESC_48h_B05,RamDA_mESC_48h_B06,RamDA_mESC_48h_B07,RamDA_mESC_48h_B08,RamDA_mESC_48h_B09,RamDA_mESC_48h_B10,RamDA_mESC_48h_B11,RamDA_mESC_48h_C01,RamDA_mESC_48h_C02,RamDA_mESC_48h_C03,RamDA_mESC_48h_C04,RamDA_mESC_48h_C05,RamDA_mESC_48h_C07,RamDA_mESC_48h_C08,RamDA_mESC_48h_C09,RamDA_mESC_48h_C10,RamDA_mESC_48h_C11,RamDA_mESC_48h_C12,RamDA_mESC_48h_D01,RamDA_mESC_48h_D02,RamDA_mESC_48h_D03,RamDA_mESC_48h_D04,RamDA_mESC_48h_D05,RamDA_mESC_48h_D06,RamDA_mESC_48h_D07,RamDA_mESC_48h_D08,RamDA_mESC_48h_D10,RamDA_mESC_48h_D11,RamDA_mESC_48h_D12,RamDA_mESC_48h_E02,RamDA_mESC_48h_E05,RamDA_mESC_48h_E06,RamDA_mESC_48h_E07,RamDA_mESC_48h_E08,RamDA_mESC_48h_E10,RamDA_mESC_48h_E11,RamDA_mESC_48h_E12,RamDA_mESC_48h_F01,RamDA_mESC_48h_F02,RamDA_mESC_48h_F03,RamDA_mESC_48h_F04,RamDA_mESC_48h_F05,RamDA_mESC_48h_F06,RamDA_mESC_48h_F07,RamDA_mESC_48h_F08,RamDA_mESC_48h_F09,RamDA_mESC_48h_F10,RamDA_mESC_48h_F11,RamDA_mESC_48h_F12,RamDA_mESC_48h_G01,RamDA_mESC_48h_G03,RamDA_mESC_48h_G04,RamDA_mESC_48h_G05,RamDA_mESC_48h_G06,RamDA_mESC_48h_G07,X,RamDA_mESC_48h_G08,RamDA_mESC_48h_G09,RamDA_mESC_48h_G10,RamDA_mESC_48h_G11,RamDA_mESC_48h_G12,RamDA_mESC_48h_H01,RamDA_mESC_48h_H02,RamDA_mESC_48h_H03,RamDA_mESC_48h_H04,RamDA_mESC_48h_H05,RamDA_mESC_48h_H06,RamDA_mESC_48h_H07,RamDA_mESC_48h_H08,RamDA_mESC_48h_H09,RamDA_mESC_48h_H10,RamDA_mESC_48h_H11,RamDA_mESC_48h_H12,
0,0,0.034865635,0,0,0.089914805,0,0.040420496,0.050326555,0.113523271,0.013663339,0,0.043480512,0.022170189,0.036674198,0,0.051517345,0,0.035993179,0.216680878,0.045310919,0.078797931,0.053985821,0,0,0,0.061513554,0.044119898,0.045605512,0.092242988,0.048249729,0,0,0.016081601,0.019420232,0.033054326,0.04270298,0.047578446,0,0.047574818,0.051960297,0.325782098,0.041721997,0,0,0.0667786,0,0.023314647,0,0.015083,0,0.099838708,0.068562994,0.023963484,0,0,0.016846219,0.044516921,0.0448165,0.017309349,0.048105114,0,0,0.013613697,Aire,0.052937832,0,0,0,0,0,0.027579342,0.017206399,0.036670278,0,0,0.069355602,0.019615681,0,0,0.032337525,0,
2.930077785,2.973235675,1.646260244,2.372224572,2.035866822,1.759961846,2.966155761,0.736148294,1.381605796,2.393419864,1.913768776,2.415335231,1.406237102,2.827884511,2.310744246,1.387897819,1.709803483,2.129295388,2.802512437,2.755617767,0.681467489,1.530146268,2.692912228,2.841977707,2.25156526,2.227252212,1.82590673,2.4912429,2.057404252,3.05422808,2.100439595,1.378805523,2.195079698,2.88341854,2.066889606,2.653538436,2.416369943,1.59282514,2.18513081,2.018681461,2.141701216,3.166329437,2.344803092,1.822248464,2.808775302,1.083673011,2.749461445,0.880661871,1.729544555,2.971671351,3.112074529,2.863880762,2.713260216,1.589458751,1.997694109,3.091856497,2.578903119,1.800861751,2.824388412,0.794498594,2.992736679,2.866655646,2.399034668,0.842155511,Akr1b8,2.885809078,1.966679036,2.425501837,1.129885887,2.541352868,1.988365107,2.857933194,2.587312703,1.531306492,2.930719072,1.547350721,0.586138663,1.476885615,3.130230157,1.672708823,2.31539744,1.936737242,
2.85595238,2.743271372,2.760896924,2.959478301,2.419112897,2.084042584,2.767994239,2.440301025,3.135903856,2.785539992,1.822015174,2.925291241,3.176103856,2.285996994,2.707895556,2.88437662,2.938531703,2.527422775,2.909182762,2.471381475,0.884875312,2.978825151,2.701551854,2.904119096,3.048325951,3.04417777,2.686089235,2.386046457,1.696821903,2.524219571,3.070634064,2.582147446,2.555904637,3.414835312,2.37055598,3.222955867,2.751431538,2.158180588,2.73635258,2.992484588,3.111923855,2.706283113,3.365243859,2.523774659,2.375552513,2.019872621,2.411407655,3.294063265,2.914626891,2.736891299,3.094132348,3.087876532,2.912363249,2.606968794,2.904626184,2.842178909,2.706884366,3.021694192,2.989397593,2.782285321,2.612975176,2.575539799,3.069334691,2.709643832,Akt1,3.04611906,3.573599297,2.63226296,2.572823036,3.248938137,2.615946867,3.048818881,3.042944094,2.237368313,2.755274222,2.450689891,2.595870629,3.329709476,3.430892825,2.583466673,1.811961887,3.39885169,
1.873565343,1.726924744,1.713709341,1.590929871,1.629338001,1.244740453,1.417880411,1.40620321,1.731245727,2.078809885,1.364017275,1.961845652,2.31286025,1.548063333,1.134135206,1.372776484,1.928791955,0.987921379,1.818095727,2.037590029,5.350706921,1.656203364,1.588837807,1.922424095,1.793951319,1.822816587,1.312046356,0.956698272,2.53707434,0.835234372,1.205632337,2.533818952,1.585088615,2.380541112,1.663260205,2.191360874,1.49727488,1.248842967,2.602538231,2.291363601,2.108371604,1.267864514,2.235142546,1.140449851,0.930294776,1.401161797,1.706432505,1.758933878,1.687027274,1.071746136,1.951903879,2.234711763,2.29075743,2.107396686,1.150439736,1.786874477,1.62544162,1.518608441,1.142003285,1.760523033,2.042455721,1.606638092,1.712221212,1.626923702,Alg13,1.417842454,2.371613833,0.620565992,1.374829395,1.423502908,0.626299052,1.449078339,2.480804272,1.377851232,1.859230304,1.355215989,1.091822929,1.945540006,1.762161723,1.41871862,2.409133652,2.123844823,
0.312886751,0,0,0,0.258272647,0,0,0.076836511,0,0,0,0,0,0,0,0.130101956,0.112433636,0.190508257,0,0.262835648,1.958907031,0.609768719,0,0,0,0,0.395370629,0,0.261470007,0,0.168780453,0,0,0,0.023031199,0,0,0.0475964,0.583884658,0,0,0.281823555,0,0.168783871,0,0.288563816,0,0,0,0.015749854,0.190144538,0.200510101,0.091033032,0.096614948,0.181805714,0.095238015,0.101752757,0,0,0.387398787,0.089266391,0,0.096997738,0,Alpl,0.098072196,0,0.160847677,0.059752598,0.156926872,0.455566759,0,0,0.115079294,0,0,0.104305274,0,0,0.409112384,0,0.216711772,
0.940849028,0.757719399,2.088992257,1.885774624,1.992555168,1.913415865,0.796128587,2.537379305,2.847023516,1.14120553,1.131560325,1.298403677,1.616025804,0.662125877,0.468649404,2.136242059,3.000884656,1.75834883,0.229479601,1.011747171,0.492347859,1.03631868,1.366470346,1.17414601,1.933028503,0.932864229,2.021793545,0.963545366,1.835277772,1.014199056,1.278950956,0.676413928,1.068741679,0.849172227,2.007571833,0.972557251,1.676579499,0.955490566,0.514063967,1.901073995,0.529002754,1.521140769,1.659796212,1.661316961,0.484584096,0.6506502,0.809046977,2.387062956,2.404242912,0.336301703,0.818358766,1.642353942,1.180058384,0.778103058,1.742492648,0.757401719,0.312399818,2.02910214,0.088547889,2.22503299,0.597835684,0.692546205,1.065024431,2.588735156,Amot,0.495047781,1.384321191,0.66122637,1.343445369,0.610381589,0.938677645,1.084056442,0.448891561,2.18727094,1.211980644,0.74048432,2.731615797,1.271112232,1.166552603,2.072523523,1.990659499,2.849023173,
4.41136922,4.998808055,3.496922499,3.603536427,3.828729958,3.39591377,4.694638759,3.87974311,3.852779659,3.173810337,3.719455078,4.552844439,3.944147137,5.18962223,4.449502003,4.402845874,3.278777846,4.069295434,4.258415225,5.263399753,1.03515554,4.05461443,3.868099232,5.760722086,3.401469728,4.495535254,4.371090278,3.900734236,3.243394488,4.585223893,4.870858393,2.913045116,4.49016491,3.860819031,4.061083811,5.716687891,3.69829993,4.99319969,3.796691868,3.911369654,4.658883194,5.251399383,4.067639614,4.729097327,4.670895337,5.555445389,4.095906122,2.750538055,4.09314049,4.695839765,5.61653787,4.082425221,3.885614031,3.601084683,4.09843245,4.800299614,4.847868206,4.378719992,4.140462814,3.195120899,5.585109204,4.676643248,3.640636991,3.092610005,Amotl2,4.065219719,4.109861749,3.66520363,3.170586188,3.451515067,3.848452951,4.845438401,4.635805475,4.515949982,4.714481424,4.017723164,3.119210442,4.3254363,4.18842783,1.756743854,4.446867481,1.741371977,
3.730826969,4.209074471,2.637874199,2.068189121,2.045596341,1.618376169,3.71558367,1.442589763,3.303307152,2.63058178,2.371391859,3.070828642,2.439187667,3.125865679,3.21703731,2.47638985,2.603209954,2.011376231,3.79270226,4.423195678,0.92750489,1.843864473,4.017214143,3.545237219,3.138617297,2.688092813,2.280609888,4.573187877,1.222331063,4.431092715,3.875050327,3.645149471,2.112025228,4.596253506,1.967379185,3.20768123,1.92702431,2.618320955,2.186999357,3.814634014,3.544515054,3.089318825,3.095298255,2.235067267,3.898215098,3.470946276,2.727384617,1.626569967,2.162305817,3.785049141,4.234944877,4.048562273,2.502776824,2.443777878,2.20995887,4.181171776,3.676370479,2.723839754,4.592989494,3.013019779,3.774047393,3.710726249,2.699636624,2.609232972,Ampd2,3.283709324,2.041802165,3.354758702,2.84886628,3.925299625,2.879267729,2.974671499,3.961394209,2.639226185,3.491380073,2.801280247,2.012054379,3.970201766,3.794146433,0.592247936,2.810936145,2.335118804,
0.440376527,0.696761977,0.795129715,0.375786244,0.628986367,0.417959751,0.491223226,0.999758442,0.179316048,0.448521023,0.90281925,0.98262412,0.448782498,0.514271581,0.532170761,0.774299235,1.073414361,0.314473897,0.321886697,0.556382536,0.993081893,0.499146536,0.565208912,0.761308052,0.345284298,0.315385413,0.581410084,0.320819101,0.58921396,0.771745117,0.953596116,0.563991685,0.515456134,0.451270435,0.519478042,0.95374499,0.545204422,1.048394235,0.585697883,0.448438315,0.912443977,0.876472677,0.63975006,0.983034124,0.714465023,0.343610896,0.586320647,0.681614151,0.383108522,0.493029969,0.631380347,0.604503013,0.310482342,0.523642995,0.859837786,0.424138957,0.817841285,0.719517217,0.550916802,0.864945172,0.389019096,0.894121165,0.808931404,0.325739103,Ankrd49,0.687915712,0.46948636,0.682325327,0.940112853,0.428725688,0.66715836,0.475705375,0.450683021,0.529743091,0.051928914,0.576858514,0.184552857,0.473097816,0.471764384,0.308677763,0.512859907,0.820924612,
1.199874944,1.133707217,1.461795315,0.641396003,1.001924955,0.802188499,1.74768868,1.18166438,1.030963819,0.882634999,0.607369724,1.310724731,0.71208377,1.1202375,1.601025993,1.173436935,0.931333676,0.986834739,1.825695481,0.675125209,0.893056116,0.948229576,1.631173998,1.563050987,0.93332664,0.492860992,1.144808303,1.519964367,1.462512191,1.098300368,0.724611184,1.8456878,1.841598089,1.483703607,1.766868227,1.056183289,0.821212565,0.947201182,1.142608455,1.394523895,1.881475132,0.734800135,1.489915509,1.306245843,0.658736131,1.24573779,0.828287038,1.305224304,1.643912998,1.44054623,0.964769247,1.720379099,1.36105927,0.739052957,1.456153126,0.808518374,1.045732088,1.677675328,0.767787936,1.733268277,0.380280487,1.277683969,1.051212496,0.9975429,Ankrd54,1.190187036,0.643757453,1.464990631,1.509432813,0.836747334,1.226896996,1.274920291,0.952584063,0.681963893,1.370113452,1.089453115,1.412371071,0.906775295,1.282433428,1.118064867,0.782093738,1.220374492,
0.42028274,0.06232327,0.219571718,0,0.091641108,0.044445466,0.375755367,0,0.071164509,0.209602513,0,0.079849319,0.072511058,0.222942367,0.219212573,0,0,0.224949066,0,0.137649094,0.16176168,0,0.129081573,0,0.172030883,0.213097074,0.098531866,0.438114145,0,0.22049186,0,0,0.32338434,0,0,0,0.338194094,0,0,0.059962493,0,0.220732112,0,0,0.066269611,0.102602392,0,0.040833381,0,0,0.087580437,0,0.308279173,0.063730871,0,0.078826885,0,0,0.242402454,0,0,0,0,0.192685526,Ankrd6,0.261457569,0,0,0,0,0.162835299,0.078956335,0,0,0,0.239349364,0,0.061925134,0,0.245937273,0.482174174,0.143704381,
0.850053271,0.441595113,0.569769864,0.229560614,0.335404984,0.457602584,0.658273739,0.448106615,0.57158051,0.326171715,0.384327194,0.562747523,0.501225402,0.509584672,0.661821661,0.517670003,0.510476043,0.499665382,0.559490132,0.981968801,0.654245183,0.534364616,0.262022823,0.446029838,0.454112779,0.55265857,0.66749557,0.742813967,0.263068132,0.588519997,0.380198312,0.549182281,0.816623559,0.45998157,0.746701009,0.945320774,0.49529163,0.39364106,0.346456977,0.536876784,0.449060215,0.370805958,0.673179488,0.579021335,0.503317288,0.546446918,0.49771773,0.389565188,0.594008408,0.730641518,0.374991382,0.35181517,0.828446489,0.555481429,0.754312853,0.338435713,0.688652603,0.664174153,0.681760339,0.631232129,0.655934262,0.556786556,0.366058161,0.466859967,Anks1,0.699137333,0.240839155,0.520589857,0.408641163,0.489418341,0.526357601,0.307286391,0.402457597,0.728355638,0.404136138,0.488610081,0.69268674,0.676038476,0.456116846,0.462997563,0.964954188,0.695428311,
2.07006062,1.789622945,2.384628425,2.034421628,0.901976881,1.587253975,0.330977439,1.457497786,0.924406685,1.09314644,1.197623285,0.610951068,2.518816826,0.497957041,1.569618051,2.017368325,1.899019969,0.94870824,1.665627554,1.10194604,3.172635107,2.107040411,0.334902198,1.06545586,1.378866093,2.079083449,1.500521072,0.342861419,1.558463148,1.811972588,1.182171944,1.840700392,1.403573172,1.4143577,0.909835541,1.266483962,2.005601414,1.643401381,0.747874415,1.44550016,2.09497224,1.679081206,2.222981965,2.011699127,1.27012898,1.365533477,1.928974217,1.428921087,2.152928066,1.909456177,0.466275839,1.302019456,1.779185116,1.652350653,1.730178259,1.258189279,0.990269691,0.966499875,1.481034235,1.688085833,1.752918719,0.468844999,1.465867984,1.404807805,Anp32a,2.180670541,1.185011335,1.826135005,0.794490223,0.628072364,1.469849413,2.169907754,0.739321331,1.839620929,1.829698111,0.763952504,1.300904466,0.369056288,1.761644617,2.001280806,2.30014803,2.04298893,
0.377067934,3.97089398,0.063360254,1.235373248,2.140827651,0.096437361,2.973260341,0,0.088384,0.734591716,0,1.938448526,0.845618392,2.304899603,1.12538476,0,0,1.501270121,1.604125494,2.54305608,1.430843876,2.719090231,2.221235873,1.560231154,0.2534606,2.922907917,1.263122256,2.881630156,0.451636534,2.783958432,1.656334358,2.286976168,3.16394713,2.935719298,0.344509884,1.641086427,2.204859986,0.082581217,1.130707632,1.106604339,1.689605587,1.495174036,2.513054822,0.791714554,3.593059153,0.266433468,1.179739869,0.753184896,0.189595776,3.645090312,3.976139341,1.9688675,1.631497085,0.712146325,1.316578224,3.025966993,2.292311192,2.54833604,4.435238158,0.792904944,0.952026949,2.56301705,0,1.885776537,Anxa2,3.532083528,3.634121907,3.234023414,0.109365181,0.914928169,1.135466367,2.636600385,2.205249319,0.425706376,3.184170096,0,0,1.550603558,0.715393948,1.66739191,0.824369019,2.764086737,
