RamDA_mESC_24h_A04,RamDA_mESC_24h_A05,RamDA_mESC_24h_A06,RamDA_mESC_24h_A08,RamDA_mESC_24h_A09,RamDA_mESC_24h_A10,RamDA_mESC_24h_A11,RamDA_mESC_24h_A12,RamDA_mESC_24h_B01,RamDA_mESC_24h_B02,RamDA_mESC_24h_B03,RamDA_mESC_24h_B04,RamDA_mESC_24h_B05,RamDA_mESC_24h_B06,RamDA_mESC_24h_B07,RamDA_mESC_24h_B08,RamDA_mESC_24h_B09,RamDA_mESC_24h_B10,RamDA_mESC_24h_B11,RamDA_mESC_24h_B12,RamDA_mESC_24h_C01,RamDA_mESC_24h_C02,RamDA_mESC_24h_C03,RamDA_mESC_24h_C04,RamDA_mESC_24h_C05,RamDA_mESC_24h_C06,RamDA_mESC_24h_C07,RamDA_mESC_24h_C08,RamDA_mESC_24h_C09,RamDA_mESC_24h_C10,RamDA_mESC_24h_C11,RamDA_mESC_24h_C12,RamDA_mESC_24h_D01,RamDA_mESC_24h_D02,RamDA_mESC_24h_D03,RamDA_mESC_24h_D04,RamDA_mESC_24h_D05,RamDA_mESC_24h_D06,RamDA_mESC_24h_D07,RamDA_mESC_24h_D08,RamDA_mESC_24h_D09,RamDA_mESC_24h_D10,RamDA_mESC_24h_D11,RamDA_mESC_24h_D12,RamDA_mESC_24h_E01,RamDA_mESC_24h_E02,RamDA_mESC_24h_E03,RamDA_mESC_24h_E04,RamDA_mESC_24h_E05,RamDA_mESC_24h_E06,RamDA_mESC_24h_E07,RamDA_mESC_24h_E08,RamDA_mESC_24h_E09,RamDA_mESC_24h_E10,RamDA_mESC_24h_E11,RamDA_mESC_24h_E12,RamDA_mESC_24h_F01,RamDA_mESC_24h_F02,RamDA_mESC_24h_F03,RamDA_mESC_24h_F05,RamDA_mESC_24h_F06,RamDA_mESC_24h_F07,RamDA_mESC_24h_F08,RamDA_mESC_24h_F09,RamDA_mESC_24h_F10,RamDA_mESC_24h_F11,RamDA_mESC_24h_F12,RamDA_mESC_24h_G01,RamDA_mESC_24h_G02,RamDA_mESC_24h_G03,RamDA_mESC_24h_G04,RamDA_mESC_24h_G05,RamDA_mESC_24h_G06,X,RamDA_mESC_24h_G07,RamDA_mESC_24h_G08,RamDA_mESC_24h_G09,RamDA_mESC_24h_G11,RamDA_mESC_24h_G12,RamDA_mESC_24h_H01,RamDA_mESC_24h_H02,RamDA_mESC_24h_H03,RamDA_mESC_24h_H04,RamDA_mESC_24h_H05,RamDA_mESC_24h_H06,RamDA_mESC_24h_H07,RamDA_mESC_24h_H08,RamDA_mESC_24h_H09,RamDA_mESC_24h_H10,RamDA_mESC_24h_H11,RamDA_mESC_24h_H12
0.037164893,0.647163813,0.579970887,0,0.048085849,0.276846718,0,0,0.170941575,0.474176253,0.104944549,0.067376566,0.311798049,0.308172483,0.40116559,0,0.049724919,0.61248358,0.105771923,0.073727163,0,0.304693187,0,0,3.24877619,0.345104072,0.253532465,0.030725647,1.016587128,0,0.224847828,0.131468282,0.174324353,0.086914715,0.400288095,0.091187145,0.387226858,0.423229631,1.464650027,0,0.393009865,1.198982297,0.108224187,0.436393008,0.136703686,0.257717764,0,0.614332949,1.192487075,0.068887317,1.154925639,0.377321697,0,0.110574872,0.937493283,0.189393348,0.069268063,2.511614701,0.329799117,0.620137754,0,1.165137717,0.238864879,0,0,0.101061838,0.096037472,0.36466964,0,0.683875776,0.092780795,0.025393101,0.3343589,Cth,0.189553204,0.899388263,0.08102749,0.026108802,0.973286658,0.086741099,0.724912001,0.167687543,0.860593729,0.351595088,0.146572418,0.096401831,2.402655119,0.234498218,0.366082506,0.176312128,0.172379763
4.495072398,5.1840437,4.722784458,4.907026381,4.981260099,4.67793509,4.593845724,4.946310996,5.016727842,4.86991662,4.149527927,4.490055692,4.931949363,4.999823319,4.741978426,4.770171012,4.754676543,4.465968715,5.06694106,4.883116051,5.380494003,5.195392942,4.51514934,4.829688434,5.305602388,4.5272604,5.111351469,4.901386345,5.255643507,4.994755921,4.538002847,5.292162509,4.644838378,4.88783005,4.964874647,4.695544579,4.94370807,5.290784909,4.973978485,4.785486076,4.789452599,4.951311794,4.961986258,5.03552804,4.744363662,4.716728774,4.766056876,4.995564741,4.755277149,4.652624885,4.811222548,5.079123785,4.925712844,4.832491,4.889678372,5.072692346,4.766039683,5.029057932,4.796077869,5.209952639,5.237152647,5.019974364,4.758313585,5.050268898,4.750656788,4.710301238,5.034853094,4.979548137,4.952776477,4.461156745,4.34880889,4.338505808,4.678571572,Ctnnb1,4.52268654,5.232355238,4.721443525,4.915367545,4.667693911,4.904203787,5.408997193,4.808017289,4.838818582,4.957007642,4.793617054,5.217256487,5.152408405,4.665851269,4.502336172,4.95980406,5.052815269
0.979439449,0.85188959,0.845972354,0.518092374,0.463211428,0.665791075,0.649259845,0.935314041,0.574089323,0.570028942,0.643320101,0.966322054,1.012232068,1.045506901,0.815782294,0.356151809,0.17706227,0.470857282,0.83103145,0.993203976,0.54557016,0.584786113,1.13096684,0.657507477,1.09150054,0.402590262,0.648794853,0.972215482,0.573748345,0.438025338,0.393969181,0.754777427,0.382188421,0.548386652,0.819136322,0.897543064,0.488645316,0.517757365,0.491036707,0.439738852,0.159110206,1.004889064,0.446353289,0.740839819,0.85933825,1.156042222,0.698119136,0.857904167,0.549128359,0.81468963,0.657840984,0.334598909,0.742364535,0.560314392,0.678285253,1.077166339,0.631740462,0.89864319,0.269981357,0.680088118,0.341945515,0.650318171,0.342778978,0.244787708,0.988391029,0.497002057,0.725726069,0.947168518,0.585861159,0.889939175,0.460987655,0.338545621,0.539255004,Ctnnbip1,0.547015659,0.730857162,0.718399993,0.748470846,0.688987334,1.236683138,0.926234448,0.959308276,0.673500231,0.521861776,0.560371587,0.441462881,0.869771175,1.304291548,0.686556469,0.443822298,0.768385302
2.666574986,2.827033236,2.023399375,2.44633664,2.780953081,2.683915747,2.975455463,2.843891537,2.180109211,2.455746722,2.216678676,2.568193554,2.278553983,3.030216239,2.961110916,2.995592363,2.997570438,2.337005323,2.278004292,2.506755804,3.14939329,3.09465105,2.53169892,2.407032159,2.526296659,2.236450738,2.546905399,3.048090857,2.714105685,3.010427395,2.649160311,3.251191318,2.358398904,3.097790007,2.662777016,2.765121051,3.235734003,3.469885199,3.112819327,2.252152231,3.136784217,1.888503174,3.246639928,2.895875429,2.210875083,3.112174841,2.720441089,2.900952352,2.511903791,3.245274298,2.110352296,2.884941049,2.435275562,2.433244669,2.70854341,2.471742938,2.678428208,2.581004347,2.641200998,2.690343602,2.813177877,2.385060067,2.739376662,2.30307696,3.146879762,3.055108935,2.438036309,2.912151562,2.093730721,2.281341806,2.966499795,2.65999057,2.251367234,Ctnnbl1,2.650892439,2.729817766,2.66974803,3.088914767,2.842601253,1.870211481,2.874706557,3.050894264,1.589017548,2.624073182,2.910861163,2.301199321,2.440593492,2.052896154,3.070110689,3.002477241,3.295139488
2.410811075,2.522505283,2.732851715,2.365570153,1.859283753,2.915351175,2.745681264,4.10183861,2.512039276,2.801951423,3.728400387,2.702618341,2.666664869,2.652868076,2.377983343,2.759064416,2.570692273,2.289067842,3.44802979,1.67692963,2.08355376,2.810656152,2.462011128,1.005090061,2.701460044,3.758081316,3.563244074,2.718375273,2.821572509,3.275429419,2.656775624,3.150162646,2.496711966,3.091315556,2.78968321,2.267988425,2.767126986,2.664427925,2.394540717,3.195100798,3.223826149,3.486756787,3.400613943,2.860565402,2.787174289,3.457026319,2.562587147,2.741970842,2.550943261,2.077787831,3.324471833,3.314899965,2.285022559,4.471057376,2.805174268,2.455684785,2.320760281,2.394177254,2.467772196,3.422255206,3.954675764,2.650740885,2.996582303,2.585230375,2.449432349,3.077351929,3.034182672,3.046522007,2.583310329,2.912391404,2.486461523,2.214417599,1.945661876,Ctsa,2.51807158,2.691804493,2.285978978,2.582800954,2.666004351,2.416208286,2.983378629,2.953729467,1.713188227,2.579663315,3.604860112,2.368548185,2.514159128,2.10451815,3.598181143,2.499222898,2.364487973
2.983917795,2.938024801,2.439491747,2.515809145,2.92926049,3.277905359,2.449780182,3.704802322,2.115940409,2.571932887,2.142120635,2.555277198,2.095651809,2.632078419,2.255313207,2.995319851,2.430047517,1.856120587,3.295619899,2.58394419,2.71084601,2.359078268,2.994038805,2.122176105,2.609350808,2.28446261,2.856469407,2.634728896,3.329960106,3.006470714,2.897258445,2.743556368,2.983250145,2.755558151,2.666833236,2.555841148,3.347046715,2.678640344,2.703127143,3.201408935,3.283318851,3.502892971,2.782624042,3.003191683,2.346951383,2.736450508,3.047753911,2.791651523,3.62808271,2.284481438,3.128550445,3.586426883,2.438495652,3.310050244,3.147371847,2.68024704,3.05059067,3.720854612,2.687370584,2.635645979,3.2376497,2.50777133,2.22688741,3.057911862,2.897867675,2.540161722,3.002595599,2.401614476,2.51255869,3.383027302,2.663947594,1.862344392,2.420175833,Ctsd,2.379142332,2.901598085,2.588051208,2.559013098,2.60145143,2.369708284,3.088285692,2.761577611,2.602857956,3.130229507,2.932760797,2.619515547,2.828271962,2.648140751,2.494361317,2.923721111,2.801052989
4.019498459,2.594194994,2.345813226,2.452648752,2.545180645,2.980667616,3.919717582,5.021287272,3.822979491,3.069826008,3.161404535,2.565211245,2.573368731,4.041031291,3.492406533,3.002069816,3.741520911,2.864942115,3.853728606,3.023643807,2.899893657,2.297737508,3.950702274,3.040024529,2.671297522,2.93523289,2.940186117,2.824782025,3.496436891,3.3363159,2.876571463,3.287806038,4.072253316,2.428358113,3.31371774,1.778268428,2.952591538,2.533207515,2.823696349,3.77678868,4.234028883,2.966341999,3.299262704,3.122874034,2.453464286,4.125796277,4.243342074,2.684868904,3.155109148,2.339778847,3.20254709,2.174982151,2.382926967,4.136764791,2.709658194,2.778883399,2.415647994,3.404634038,3.443324168,3.456777296,3.945799014,3.338834445,2.347260278,4.32118166,2.45470381,2.873523345,3.179983229,2.788547035,2.077324117,2.883257708,3.364106187,3.4751202,2.639797439,Ctsl,2.630847031,1.459426403,2.20159501,2.956266019,3.729313233,2.459821655,2.060570611,2.970676519,2.763716147,3.947281693,3.684574472,2.280170179,3.199402887,2.883276667,3.014527121,3.022808127,2.095157167
2.191685837,2.085351036,1.642103208,2.730025648,3.183403245,1.474372485,3.356598266,3.070066581,2.981341556,1.593174081,2.320010792,2.113613501,2.17512824,2.557360167,3.055250691,2.915372916,2.664309192,1.779473089,2.94428891,3.356728169,3.042060956,2.783846555,2.906987056,3.005193456,1.435015562,2.490731335,2.723374075,3.396535603,2.546263536,3.213125661,2.741348841,2.685613349,3.130620056,2.715521884,2.07804648,2.311999656,2.062260835,2.305792977,1.868311985,3.065720318,2.390721719,3.51903017,2.902454015,1.829611505,1.57973443,2.614829064,2.772689821,2.523781054,2.431240437,2.157309227,1.884465341,2.768127683,2.970704663,2.8195932,3.689115361,2.794349813,2.811372291,1.4869482,3.301590976,2.770878676,2.239149058,1.67314241,3.054148654,2.785525069,3.269010954,2.680099511,3.444582455,2.728281391,2.999288575,3.11699858,3.46263979,3.021174196,3.389738861,Ctsz,2.063709084,2.211262894,2.539591312,3.339187663,2.91579371,2.57976951,2.866264404,3.171003944,3.041504541,3.439380355,2.958757323,3.107853676,1.697627854,2.0706042,3.167642262,2.764671925,2.744745119
1.09713259,0.088376874,1.252902976,0,2.035390143,0.569888234,0.601604298,0.747670523,0.913413646,0.498749037,0.366232224,0.311497212,0.509103685,1.915005312,1.545810281,0.978131666,0.625652071,0.779480564,0.85382809,1.568055577,0.947126178,0.335339057,0.529698329,1.458123104,0,0.439148777,0.43188878,0.56446848,0.987441139,0.452869517,2.053590249,1.153688791,2.365758029,0.302468208,1.566172263,0.712457209,1.681055049,0.723327319,0.067989409,1.189670822,0.589602688,0.359084736,0.350613143,2.077638279,0,0.144103498,0.769847412,0.15924515,3.006297972,0.206191844,0.11470376,0.719034642,0.057182538,1.479704125,0.990893285,0.068585322,0.21550552,0.295013979,2.812700212,0,1.066320469,0,0.522241755,0.099237859,0.481177425,0.953274808,2.723437104,1.143200373,0.487195148,1.073132013,1.695804483,1.725355807,0.560233693,Cubn,0.330679739,0.45762282,0.625267729,3.062942261,1.331243913,0.214540753,0.741684279,1.078459318,0.555587941,0.408850971,0.102140014,2.994670324,0.737791213,0.677484891,0.381429729,0.471249772,0.72681249
0.464771073,0.649646826,0.958982292,0.737268358,0.729359192,0.773687928,0.476939757,0.980510488,0.728658875,0.931178899,0.46245187,0.635560946,0.523004948,0.989599915,0.695852864,0.876829353,1.027432635,0.765261759,0.838441145,0.384224282,1.03942882,0.574467346,0.290462488,0.589344676,0.969943689,0.854344276,1.14541902,0.991182914,0.646709889,0.870853257,0.558069928,0.854566495,0.621195813,0.685945789,0.790683981,0.728459794,0.62285241,0.75036891,0.51855237,0.802631132,1.087697228,0.450272305,1.09867803,0.881922958,0.175419582,1.012379443,0.697527801,0.542781145,0.729668739,0.61132224,1.022636776,0.440900816,0.419422171,0.774575652,0.380947617,0.94337909,0.68208283,1.159871348,0.528189823,0.952054964,0.593282574,0.960747328,0.628666833,0.683450713,0.500296858,0.61366651,0.644888297,0.75353741,0.610034674,0.701772237,0.789935814,0.575995294,0.837681363,Cux1,0.7858749,0.796257016,0.556712963,0.920544587,0.678458366,0.760850263,0.823646601,0.818664811,0.903796739,0.971244662,1.039427248,0.95034263,0.840771898,0.930391493,0.847558108,0.620488246,0.671649212
0.169712238,0.012717071,0.200148958,0.307629629,0.091945023,0.795958795,0.064124502,0.198717216,0.074769934,0.120525824,0.131077642,0,0.07983308,0.004301932,0.137892755,0.005092693,0.111088802,0.249787655,0.005151694,0.175351959,0.175686052,0.300262311,0.119218886,0.008391017,0.104615931,0.1259524,0.080028059,0.427761493,0.352145176,0.134812918,0.512990026,0.003848339,0.00881523,0.112907838,0.610004879,0,0.163167198,0.084025852,0.113555408,0.155687288,0.415211369,0.174790278,0.498424763,0.443033704,0.626085734,0.158510028,0.288686415,0.431638583,0.213526552,0.273594739,0.683706142,0.301827446,0.726455209,0.11968493,0,0,0.209824915,0.674595299,0.078307694,0.091268338,0.561812126,0.662884505,0.535311468,0,0.098481897,0.063671242,0.214552136,0.11716748,0.088190488,0,0.271564586,0.192978911,0,Cux2,0.803153234,0.088546167,0.215340905,0.232590559,0.024175168,0,0.634518805,0.215322438,0.23022878,0,0.00768837,0,0,0.236716882,0.120705958,0.126842712,0.342056637
3.842162065,1.487295263,2.11444354,3.418836106,3.213058521,2.187086832,3.449731444,3.470170879,3.607011491,2.564825898,2.29486022,3.803307103,3.314436372,5.589107469,4.061709539,3.90477409,4.144225755,3.404209196,4.52439385,3.468279781,4.246861916,3.295634315,5.07894076,3.44790875,1.398069407,3.451692213,3.038857659,3.593302501,3.130335483,3.678334091,4.522692625,2.762282423,4.421485485,1.833102725,4.075180711,2.524270927,2.329191263,1.946056989,2.009085758,3.820521027,1.650508938,3.32330228,1.467003148,2.637521775,1.411549421,2.98410508,3.894919697,3.018397426,5.224715232,2.669741683,2.239345237,1.268094099,3.24010707,4.625391211,3.701414703,3.216899916,3.504054921,2.191087992,3.761011825,3.596647648,1.98965185,0.844635633,2.349549696,4.491809333,3.143024861,3.343581016,4.534577873,3.631808065,3.834138253,2.123397388,3.652403817,4.127006805,3.808244656,Dab2,1.955965491,0.545553853,3.453177629,3.171440895,2.845601071,4.285585048,2.883396597,3.224956347,2.776904448,4.017078531,3.428931175,4.378888002,2.3453537,4.438678242,3.47821024,3.577964117,2.178643346
1.301669749,1.723540725,0.871906968,1.528823305,1.467730685,1.262804431,1.670340196,1.288910951,1.127767879,1.245446227,1.07006947,1.694515104,1.789258889,1.438447889,1.626888814,1.466248566,1.608974234,2.221859015,1.94584951,2.05334942,1.454611953,1.222656672,1.342745137,1.768292162,1.447459899,1.18779831,1.23964453,1.491630678,2.10471309,1.6335173,1.158679084,1.991951864,2.228239377,1.706859854,1.045968023,1.479226795,2.129762612,1.395994259,1.619299543,1.841239557,1.323712751,1.865792825,1.450059945,1.272223989,1.085559017,1.712447592,1.745563729,1.361996004,1.622345704,2.055008413,2.161726121,0.653235611,1.85902945,1.263336242,2.013782004,2.028115943,0.99360687,1.982127555,1.361722661,1.516017172,2.03537243,1.909505382,1.662925644,0.958399463,1.804067522,1.205736462,1.234120599,2.40036474,1.176609384,1.494736097,1.326929648,1.745824344,1.28960425,Daxx,1.588980937,0.906724019,2.249785598,1.566063198,1.715775727,1.527410982,1.692959066,1.968344766,2.451916821,1.568996781,1.642328047,1.386797659,0.767436791,0.922694421,1.291717801,2.169892952,2.215234942
1.655929756,1.276378758,1.813082185,2.203380519,2.223194277,2.105835754,1.805117143,1.884061069,2.124495791,1.909697218,1.415471485,1.766778909,1.867486006,1.467838965,2.381767653,2.304456987,2.272422142,2.296256402,2.118797151,1.960999514,1.953132169,2.130085894,2.054667117,1.629673475,1.50768198,1.958376551,1.830272263,1.909980575,2.180079445,2.723888636,1.896110207,2.462881782,1.370585819,1.798832151,2.083872523,1.820412801,1.757451221,1.769254333,1.185899425,2.211343506,2.43732342,2.239187265,2.260416333,1.727854613,1.735409418,1.711248717,2.001749062,1.832742544,1.565205561,2.319272418,2.029272539,1.684412449,1.636463117,2.712414957,2.092935788,1.811210944,1.797070298,1.386153914,1.582280768,1.980046145,1.88068116,2.301791248,1.955837147,2.032459818,2.303613726,1.509278004,1.714893217,1.490086386,2.049638241,2.004224721,1.917757124,1.837931231,0.988704971,Dazap2,2.367621849,1.369338222,1.809660747,2.003955916,1.457930104,1.820860919,1.452300411,2.113929349,2.054504012,1.655607339,1.84462784,1.718824763,1.951956559,1.844618048,1.891157514,2.348513736,2.231426181
0.310671304,0.658756433,0.853475699,1.009420709,0.526936808,1.056549177,0.535939177,1.147505781,1.14037442,0.528453883,0.743543701,0.991746181,0.515608931,0.773985509,0.622279234,0.808218135,1.1492669,0.861562358,0.772928788,0.953010359,1.277765595,0.990685868,0.934446372,0.944513971,0.899388844,1.003675879,0.858611777,1.041855453,0.678365424,0.626795573,0.915504351,1.002411577,0.902594714,1.105363969,0.659986817,0.811507208,0.757973748,0.602433347,1.271211759,1.03196594,0.865156987,1.378814408,0.981037118,0.884679031,0.611128691,0.947035368,1.078109482,0.939832139,0.695891004,1.606059462,0.959731245,0.802017191,1.038886293,0.618500934,0.582789404,0.504803218,0.70856033,0.988999521,1.202695182,0.702082424,0.779936113,1.05073311,0.898647779,0.778723492,0.967253211,0.303375794,0.388790996,0.554556695,0.784042993,0.651002653,1.02854129,0.341909333,0.650740182,Dcp1a,0.920010814,0.552401476,0.581316131,0.959047242,0.904913943,0.395046129,0.497272175,0.894333631,0.907863366,0.954994496,0.513995528,1.005729879,0.613647166,0.737068562,0.946433436,0.966408558,0.874582692
0.263949959,0.303304398,1.404715813,0.336320466,0.517740896,0.138774491,0.539554951,1.686606906,0.385616725,0,0.772772333,1.085726947,0.786719178,1.245702767,0.304664024,0.429560941,0.579771481,0.572680954,0.678478272,0.453164936,0.693730027,0.785800225,0.940601797,0.648136231,0.518751404,0.624774005,0.907246063,0.671847929,0.377376119,1.287175526,0.468526105,0.448673876,0.503640162,0.089087776,0.159601731,0.583689938,2.020534878,0.317629409,0.213247243,0.401544756,0.571229316,0.375356249,0.991141039,1.025727489,0.479579696,0,0.716292384,0.344433415,0.788150027,0.606599637,1.178372607,1.43964294,0.233627146,0.714471723,0.920446711,0.27205121,0.324535976,1.018704667,1.304896046,0.535832396,0.385274884,0.885981713,0.589232071,0,0.903299132,0.645165485,0.809757508,0.259022801,0.771164201,0.676069811,0.175864576,0.295940058,0.161810533,Dcxr,0.277017757,1.655106611,0.867352455,0.45726258,0.538000902,0.340649939,1.151046708,0.539440574,0.183408068,0.573588134,0.806491614,0.661174569,0.361661571,0.73782182,0.355931831,0.924594999,0.255515055
0.849305085,2.503561087,2.13889198,1.981213907,1.691767758,2.984021745,1.72834337,1.744132931,0.270540946,1.810531003,2.148000232,1.724740478,1.839561763,0.512602051,0.605792153,1.107518122,1.725903628,2.275256515,1.915638843,0.703333407,1.008638072,1.801804043,1.807605166,1.637775964,2.335928599,1.560545819,1.334947717,1.281485787,1.190852175,1.526553645,2.153919476,1.758683471,2.644335598,2.262585787,1.37911767,2.206134097,0.54269753,2.384327412,2.321778785,2.502789489,1.698333647,1.981885226,2.362557314,1.913716629,2.480419374,0.705694786,1.777671079,1.701348718,0.553665388,1.539159498,0.979985595,1.722252625,1.512801969,2.47214805,0.886504558,2.138872285,1.468496961,1.68631204,0.245230409,1.177288114,2.277030912,2.609838587,1.341591927,1.73296669,1.192379505,1.733300069,0.48737609,0.49705754,0.373085538,1.89608399,1.402714376,0.871989412,0.837496333,Ddah2,1.868553647,1.609124696,0.774212319,0.714568438,1.787582436,1.28224718,1.369907809,1.980119571,1.712925915,0.835706708,2.467545527,1.636450045,1.560909743,1.922974735,1.284615693,1.841234476,0.707755158
4.425125315,4.661185049,4.63225497,4.693286766,4.50534423,4.678704127,4.160967126,5.010487064,4.495346561,4.212698302,4.459580443,4.548380576,4.408926038,4.516609409,4.747425168,4.831792402,4.435072975,4.498407532,4.84668891,4.298805682,4.558824564,4.469900446,4.858664707,4.64050791,4.352932058,4.888070014,4.907609651,4.685948094,4.711397065,4.942811085,4.271117897,4.576859171,4.633772516,4.556040127,4.553318778,4.533133469,4.115667313,4.657100285,4.291402461,4.668395141,5.009601292,4.554354378,4.606050691,4.476461006,4.703877517,4.557637771,4.753820424,4.483711013,4.815813038,4.685169144,4.766857336,4.660356071,4.252825394,4.825720063,4.553889806,4.685233152,4.569575544,4.87567237,4.813269105,4.652270182,4.579543107,4.181828356,4.991129977,4.233860241,4.919322214,4.253665002,4.566203064,4.46417512,4.845212754,4.734077725,4.452963436,4.371920463,4.427383071,Ddb1,4.28498355,4.222312188,4.78651399,4.642633963,4.368275774,4.374216647,4.805535663,4.937550906,3.859923567,4.266478366,4.41470599,4.716140484,4.517818189,4.347289525,4.264013865,4.829913524,5.074985573
0.388696027,0.377666982,0.820973965,0.68716101,0.126887837,0.617475362,0.518358368,0.797650364,0.56100503,0.487528266,0.346680246,0.562469345,0.449049007,0.362522181,0.560081795,0.545758678,0.362572495,0.022808999,0.460188336,0.508329589,0.509839143,0.534596915,0.341178952,0.601567455,0.245481433,0.539458305,0.508513555,0.520765773,0.32746613,0.745190503,0.369482178,0.377181345,0.458310937,0.466120607,0.454838055,0.485828435,0.149976513,0.441004652,0.529576602,0.730481481,0.12068245,0.208153334,0.439051979,0.776874038,0.401596261,0.19599451,0.557327323,0.45047839,0.359350961,0.233270633,0.417677494,0.499095751,0.228350743,0.654733806,0.61722132,0.192708806,0.586644266,0.795349604,0.792777257,0.667836717,0.488255896,0.383708635,0.78896011,0.212122797,0.338137115,0.209977658,0.316147686,0.435053953,0.671186956,0.402850565,0.406718745,0.577633043,0.421779978,Ddb2,0.927644655,0.757685573,0.184698328,0.265966903,0.283527095,0.22220358,0.502960679,0.458815348,0.161421468,0.219803715,0.531724743,0.382542705,0,0.764184385,0.413392382,0.350983658,0.601390106
1.943342008,0.675630048,0.057830843,0.181922895,0.108599649,1.667272783,0.194168552,0.354210049,0.685669346,0.44095229,0.871849509,0.211357328,0.558272483,1.887263127,0.241218249,0.382757985,0.375581571,0.935682704,0.840768618,0.895558034,0.332599987,0.355008115,0.323961814,0.131768826,0.592030531,0.666011134,0.554367299,2.27529485,0.821994921,0.96708076,0.432407899,0.73752675,2.143119329,0.975745608,0.521547938,0.644859938,2.084192874,0.492047805,0.761656956,0.435767958,0.543552262,1.589971512,0.316687165,1.24093481,0.595503227,0.217933011,2.045305079,0.700663137,0.88084017,0.754152647,0.065654918,0.711846915,0.893310211,0.425459105,0.22565927,0.511572119,1.158043091,1.668672994,0.9686611,0.539037249,0.709060753,0.383071732,0.492282919,0,0.00439413,0.746993843,0.728805602,0.251676153,1.852608404,0.575376833,0.529985911,0.330235296,1.292357712,Ddit3,1.070775889,1.546333278,2.219600829,0.650722837,0.465583063,0.054174948,0.629452735,0.152183137,0.327322187,0.863569757,0.475694253,0.760389163,0.465407432,0.297309254,0.219616773,0.928907479,0.593489745
1.540361539,1.15960448,1.303494068,1.240932082,1.425383995,2.187564572,1.371873915,1.369480036,1.221936219,1.358847902,1.60086862,1.285304038,1.454474667,1.414798918,1.006106995,1.46852845,1.415442764,1.447553431,1.568574192,1.529414964,1.289618331,1.57189267,1.734882026,0.916587876,1.807488966,1.214603687,1.754955744,1.694726553,1.495137029,1.60795053,0.922976442,1.291261893,1.709228679,1.533458624,1.451513422,1.272173045,1.719518807,1.255021695,1.679850412,1.461195597,1.244960283,1.249230654,1.744462035,1.472347786,1.131516199,1.269640637,1.169587831,1.352494254,1.634723529,1.194067906,1.303720294,1.619739797,1.557118438,0.985911529,1.715498507,0.799082837,1.573921808,1.686292504,0.952191551,0.946237375,1.909893583,1.197674085,1.348881337,1.40441876,1.666142889,1.360542095,0.552001951,1.783434621,1.574486933,1.41968892,1.659811269,1.574728081,1.749960962,Ddx20,1.720889119,0.920560987,1.477112256,1.549612023,1.683294144,1.154642084,1.399197378,1.005435739,1.181962745,1.500271691,1.807840387,1.262530129,1.953945704,0.458217877,1.364077256,1.710747482,1.042377028
4.9223171,4.830011902,5.232098767,4.527115199,4.716418183,4.639418421,4.297763722,3.954946051,4.581817148,5.237924134,4.456869895,4.693806413,4.911784968,5.228795727,4.723402596,4.340251527,4.819674856,5.11108727,4.982315658,4.850980317,4.567105728,4.853448611,4.706480544,4.199540123,4.977577015,4.082672731,4.423725621,4.69424514,4.685109339,4.687791572,4.52038944,5.038088987,4.824362528,5.081246565,4.714465437,4.802905364,4.51312163,4.129407423,5.183891279,4.23378172,4.672219272,4.727624585,5.022152003,4.910781247,5.512367668,4.476072481,4.58163954,4.598477923,4.812447266,4.737721201,5.071533242,4.39207123,4.286340024,4.690618307,4.673173865,4.583751502,5.133407938,5.444724093,4.91199503,4.693605598,4.903940514,5.597282941,5.149644748,5.05008381,4.59643753,4.454461591,3.864388976,4.669340914,4.686969601,4.54977419,4.737584663,5.106449319,4.623634147,Ddx5,4.878315517,4.598816533,4.787480356,5.048790176,4.893342059,4.562993458,4.838319105,4.602505848,4.646952554,4.453651024,4.362518104,4.926225474,5.339579167,4.27183089,4.731776125,5.148019022,5.216353507
1.867983543,1.737610247,1.835958594,1.597076907,1.777398197,1.86517597,1.558935075,1.376394985,1.426098135,1.736012824,1.433093391,1.681378544,1.832605253,2.063936729,1.830662941,2.344880001,1.844458512,1.490555424,2.375287149,1.947646435,1.968979894,2.148365007,2.005806416,1.892247714,2.263233742,1.777317868,1.175024017,2.026197028,2.082467788,2.031543169,1.5625676,1.528605885,2.255228264,1.93764204,1.611939638,2.089852052,2.223669621,1.872142846,1.96506673,1.701902917,1.811403342,1.813713219,1.822370203,1.836077923,1.79506636,1.638788172,2.180822409,1.556647167,1.762725254,1.752085675,1.522068669,1.667420968,2.018770816,1.675724635,2.010139966,1.618259625,1.80940699,1.781217677,1.655855938,1.841625066,1.982079,1.6685051,1.765336849,2.12480632,1.700150889,2.048033292,1.692452277,1.468601571,1.737435705,1.54799246,1.904404673,2.080207874,2.206293244,Ddx54,1.463346914,2.103173659,1.436904611,1.995684819,1.620727428,1.760606132,1.993304107,1.790857117,1.914755384,1.655261823,2.276110895,1.769681118,1.876347694,1.279730996,1.96908958,1.923301052,2.060041458
